col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Marissa Brumbach,Matt Wolf,George Twardy,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Crystal B Powell,Christian Dicicco,All
Carolyn H Nichols,"4,067","79,658","60,743","47,637","17,636","60,414","41,773","22,099","17,254","11,597","4,946",79,46,33,All
Maria Mclaughlin,,"4,187","62,040","48,197","17,739","62,755","39,923","24,480","14,985","11,705","4,957",61,40,32,All
Geoff Moulton,,,896,"40,881","12,758","48,577","30,879","20,600","10,627","8,624","3,363",52,37,22,All
Debbie Kunselman,,,,571,"8,828","38,991","23,751","12,451","8,037","8,134","2,734",75,31,18,All
Bill Caye,,,,,190,"10,662","9,147","4,567","5,460","4,782","2,441",47,18,11,All
Marissa Brumbach,,,,,,"1,871","26,733","17,911","7,510","5,724","1,749",22,19,5,All
Matt Wolf,,,,,,,"1,357","4,287","3,783","3,569","1,417",27,9,10,All
George Twardy,,,,,,,,848,"2,130","1,283",439,3,3,2,All
Sherman Toppin,,,,,,,,,"1,079","1,488",794,15,13,4,All
Jon Marshall,,,,,,,,,,295,853,28,5,7,All
Bill Rice,,,,,,,,,,,241,9,4,10,All
Betsy Wahl,,,,,,,,,,,,5,0,2,All
Crystal B Powell,,,,,,,,,,,,,3,1,All
Christian Dicicco,,,,,,,,,,,,,,4,All
Total,"101,656","101,526","71,995","54,325","20,963","77,562","51,905","31,338","21,500","15,131","6,414",130,62,55,All
