col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,All
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Tariq Karim El Shabazz,Teresa Carr Deni,All
Maria Mclaughlin,7,"3,802","3,418","2,816",596,"2,073","1,401",638,202,69,70,54,All
Carolyn H Nichols,,9,"3,143","2,729",575,"2,003","1,219",581,191,63,67,47,All
Geoff Moulton,,,3,"2,537",439,"1,652","1,203",507,139,52,44,31,All
Debbie Kunselman,,,,3,295,"1,468",910,407,107,35,35,41,All
Bill Caye,,,,,0,311,167,87,41,20,20,9,All
Lawrence S Krasner,,,,,,332,0,0,0,0,0,0,All
Joe Khan,,,,,,,224,0,0,0,0,0,All
Rich Negrin,,,,,,,,118,0,0,0,0,All
Michael W Untermeyer,,,,,,,,,46,0,0,0,All
John O Neill,,,,,,,,,,11,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,,9,0,All
Teresa Carr Deni,,,,,,,,,,,,5,All
Total,"4,538","4,199","3,649","3,019",658,"2,660","1,789",855,289,96,91,63,All
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,1
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Joe Khan,Lawrence S Krasner,Rich Negrin,Michael W Untermeyer,John O Neill,Teresa Carr Deni,Tariq Karim El Shabazz,1
Maria Mclaughlin,0,205,184,147,21,94,81,43,9,7,4,3,1
Carolyn H Nichols,,0,176,149,23,93,75,38,10,5,2,1,1
Geoff Moulton,,,0,137,19,81,67,35,5,7,1,1,1
Debbie Kunselman,,,,0,10,64,61,24,6,4,0,0,1
Bill Caye,,,,,0,12,4,6,2,0,0,1,1
Joe Khan,,,,,,4,0,0,0,0,0,0,1
Lawrence S Krasner,,,,,,,12,0,0,0,0,0,1
Rich Negrin,,,,,,,,15,0,0,0,0,1
Michael W Untermeyer,,,,,,,,,3,0,0,0,1
John O Neill,,,,,,,,,,0,0,0,1
Teresa Carr Deni,,,,,,,,,,,0,0,1
Tariq Karim El Shabazz,,,,,,,,,,,,0,1
Total,242,225,198,160,25,112,100,64,15,8,4,3,1
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,2
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Joe Khan,Lawrence S Krasner,Rich Negrin,Michael W Untermeyer,John O Neill,Tariq Karim El Shabazz,Teresa Carr Deni,2
Maria Mclaughlin,0,103,94,74,18,53,34,27,10,3,2,0,2
Carolyn H Nichols,,0,79,69,16,42,33,26,7,2,2,0,2
Geoff Moulton,,,0,65,13,49,21,24,6,2,1,0,2
Debbie Kunselman,,,,0,10,30,21,21,5,3,1,0,2
Bill Caye,,,,,0,3,7,8,2,1,0,0,2
Joe Khan,,,,,,4,0,0,0,0,0,0,2
Lawrence S Krasner,,,,,,,4,0,0,0,0,0,2
Rich Negrin,,,,,,,,7,0,0,0,0,2
Michael W Untermeyer,,,,,,,,,6,0,0,0,2
John O Neill,,,,,,,,,,2,0,0,2
Tariq Karim El Shabazz,,,,,,,,,,,0,0,2
Teresa Carr Deni,,,,,,,,,,,,0,2
Total,129,112,103,81,21,63,44,40,17,6,2,0,2
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,3
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Joe Khan,Lawrence S Krasner,Rich Negrin,Michael W Untermeyer,Tariq Karim El Shabazz,John O Neill,Teresa Carr Deni,3
Maria Mclaughlin,2,146,137,96,12,64,63,40,8,1,1,1,3
