col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court - Democrat,District Attorney - Democrat,,,,,,,All
,Dwayne Woodruff,Lawrence S Krasner,Joe Khan,Rich Negrin,Tariq Karim El Shabazz,Michael W Untermeyer,John O Neill,Teresa Carr Deni,All
Dwayne Woodruff,"4,214","47,838","24,476","16,430","12,952","8,811","5,774","1,735",All
Lawrence S Krasner,,"10,794",0,0,0,0,0,0,All
Joe Khan,,,"6,638",0,0,0,0,0,All
Rich Negrin,,,,"5,368",0,0,0,0,All
Tariq Karim El Shabazz,,,,,"4,841",0,0,0,All
Michael W Untermeyer,,,,,,"3,661",0,0,All
John O Neill,,,,,,,"3,316",0,All
Teresa Carr Deni,,,,,,,,505,All
Total,"122,230","58,632","31,114","21,798","17,793","12,472","9,090","2,240",All
