col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,District Attorney - Democrat,,,,,,,City Controller - Democrat,,,All
,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Teresa Carr Deni,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,All
Lawrence S Krasner,198,0,0,0,0,0,0,243,283,2,All
Tariq Karim El Shabazz,,68,0,0,0,0,0,135,68,2,All
Joe Khan,,,44,0,0,0,0,111,64,2,All
Rich Negrin,,,,12,0,0,0,115,29,7,All
Michael W Untermeyer,,,,,19,0,0,37,43,2,All
John O Neill,,,,,,5,0,3,18,0,All
Teresa Carr Deni,,,,,,,4,10,4,0,All
Rebecca Rhynhart,,,,,,,,6,0,0,All
Alan L Butkovitz,,,,,,,,,21,0,All
Bobbie T Curry,,,,,,,,,,1,All
Total,726,273,221,163,101,26,18,660,530,16,All
,District Attorney - Democrat,,,,,,,City Controller - Democrat,,,1
,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Teresa Carr Deni,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,1
Lawrence S Krasner,16,0,0,0,0,0,0,47,32,0,1
Tariq Karim El Shabazz,,3,0,0,0,0,0,11,2,0,1
Joe Khan,,,1,0,0,0,0,6,7,0,1
Rich Negrin,,,,1,0,0,0,10,2,0,1
Michael W Untermeyer,,,,,2,0,0,2,5,0,1
John O Neill,,,,,,1,0,1,0,0,1
Teresa Carr Deni,,,,,,,0,2,0,0,1
Rebecca Rhynhart,,,,,,,,1,0,0,1
Alan L Butkovitz,,,,,,,,,4,0,1
Bobbie T Curry,,,,,,,,,,0,1
Total,95,16,14,13,9,2,2,80,52,0,1
,City Controller - Democrat,,,District Attorney - Democrat,,,,,,,2
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Lawrence S Krasner,Joe Khan,Rich Negrin,Michael W Untermeyer,Tariq Karim El Shabazz,John O Neill,Teresa Carr Deni,2
Rebecca Rhynhart,0,0,0,12,11,13,4,5,0,0,2
Alan L Butkovitz,,0,0,18,6,3,4,4,0,0,2
Bobbie T Curry,,,0,0,0,1,1,0,0,0,2
Lawrence S Krasner,,,,8,0,0,0,0,0,0,2
Joe Khan,,,,,2,0,0,0,0,0,2
Rich Negrin,,,,,,0,0,0,0,0,2
Michael W Untermeyer,,,,,,,5,0,0,0,2
Tariq Karim El Shabazz,,,,,,,,2,0,0,2
John O Neill,,,,,,,,,0,0,2
Teresa Carr Deni,,,,,,,,,,0,2
Total,45,35,2,38,19,17,14,11,0,0,2
,District Attorney - Democrat,,,,,,,City Controller - Democrat,,,3
,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Teresa Carr Deni,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,3
Lawrence S Krasner,7,0,0,0,0,0,0,38,27,0,3
Tariq Karim El Shabazz,,4,0,0,0,0,0,16,3,1,3
Joe Khan,,,2,0,0,0,0,5,5,0,3
Rich Negrin,,,,0,0,0,0,5,2,0,3
Michael W Untermeyer,,,,,0,0,0,0,3,0,3
John O Neill,,,,,,0,0,0,1,0,3
Teresa Carr Deni,,,,,,,0,0,0,0,3
Rebecca Rhynhart,,,,,,,,0,0,0,3
Alan L Butkovitz,,,,,,,,,2,0,3
Bobbie T Curry,,,,,,,,,,0,3
Total,72,24,12,7,3,1,0,64,43,1,3
,City Controller - Democrat,,,District Attorney - Democrat,,,,,,,4
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Lawrence S Krasner,Tariq Karim El Shabazz,Rich Negrin,Joe Khan,Michael W Untermeyer,John O Neill,Teresa Carr Deni,4
Rebecca Rhynhart,0,0,0,12,9,14,7,4,1,0,4
Alan L Butkovitz,,0,0,11,5,4,2,2,0,0,4
Bobbie T Curry,,,1,0,0,1,0,0,0,0,4
Lawrence S Krasner,,,,20,0,0,0,0,0,0,4
Tariq Karim El Shabazz,,,,,6,0,0,0,0,0,4
