col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Commonwealth Court - Democrat,,,,,,City Controller - Democrat,,,All
,Ellen Ceisler,Joe Cosgrove,Todd Eagen,Timothy Barry,Irene M Clark,Bryan Barbin,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,All
Ellen Ceisler,60,748,781,307,311,19,"1,726",951,20,All
Joe Cosgrove,,11,84,192,22,17,864,296,9,All
Todd Eagen,,,8,25,11,1,464,429,4,All
Timothy Barry,,,,26,22,4,456,213,8,All
Irene M Clark,,,,,6,9,292,91,4,All
Bryan Barbin,,,,,,0,34,12,0,All
Rebecca Rhynhart,,,,,,,377,0,0,All
Alan L Butkovitz,,,,,,,,164,0,All
Bobbie T Curry,,,,,,,,,0,All
Total,"2,814","1,213",939,722,401,51,"2,594","1,318",27,All
,Judge Of The Commonwealth Court - Democrat,,,,,,City Controller - Democrat,,,1
,Ellen Ceisler,Joe Cosgrove,Todd Eagen,Timothy Barry,Irene M Clark,Bryan Barbin,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,1
Ellen Ceisler,1,91,67,19,19,0,168,54,2,1
Joe Cosgrove,,1,6,11,2,0,95,26,1,1
Todd Eagen,,,0,0,0,0,51,21,0,1
Timothy Barry,,,,0,0,0,25,10,0,1
Irene M Clark,,,,,0,1,15,6,1,1
Bryan Barbin,,,,,,0,1,0,0,1
Rebecca Rhynhart,,,,,,,23,0,0,1
Alan L Butkovitz,,,,,,,,7,0,1
Bobbie T Curry,,,,,,,,,0,1
Total,229,124,75,35,22,1,221,71,2,1
,Judge Of The Commonwealth Court - Democrat,,,,,,City Controller - Democrat,,,2
,Ellen Ceisler,Todd Eagen,Joe Cosgrove,Irene M Clark,Timothy Barry,Bryan Barbin,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,2
Ellen Ceisler,1,45,29,27,19,2,95,53,0,2
Todd Eagen,,0,11,0,1,0,37,21,0,2
Joe Cosgrove,,,0,1,6,0,47,7,0,2
Irene M Clark,,,,1,1,0,22,8,0,2
Timothy Barry,,,,,0,0,19,9,0,2
Bryan Barbin,,,,,,0,2,0,0,2
Rebecca Rhynhart,,,,,,,19,0,0,2
Alan L Butkovitz,,,,,,,,6,0,2
Bobbie T Curry,,,,,,,,,0,2
Total,151,59,55,31,30,2,144,62,0,2
,Judge Of The Commonwealth Court - Democrat,,,,,,City Controller - Democrat,,,3
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,3
Ellen Ceisler,2,21,16,26,11,1,71,39,1,3
Joe Cosgrove,,1,24,3,0,1,38,10,1,3
Timothy Barry,,,1,0,1,1,27,16,1,3
Todd Eagen,,,,0,0,0,11,17,0,3
Irene M Clark,,,,,1,0,8,4,0,3
Bryan Barbin,,,,,,0,0,2,0,3
Rebecca Rhynhart,,,,,,,17,0,0,3
Alan L Butkovitz,,,,,,,,8,0,3
Bobbie T Curry,,,,,,,,,0,3
Total,116,56,51,30,13,3,111,62,2,3
,Judge Of The Commonwealth Court - Democrat,,,,,,City Controller - Democrat,,,4
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,4
Ellen Ceisler,4,8,6,12,2,0,23,22,0,4
Joe Cosgrove,,0,5,2,0,0,10,6,0,4
Timothy Barry,,,0,0,0,0,12,4,0,4
Todd Eagen,,,,0,0,0,5,9,0,4
Irene M Clark,,,,,0,0,1,1,0,4
Bryan Barbin,,,,,,0,0,0,0,4
Rebecca Rhynhart,,,,,,,9,0,0,4
Alan L Butkovitz,,,,,,,,5,0,4
Bobbie T Curry,,,,,,,,,0,4
Total,49,16,16,14,2,0,42,30,0,4
,City Controller - Democrat,,,Judge Of The Commonwealth Court - Democrat,,,,,,5
