col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,All
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Marissa Brumbach,Matt Wolf,George Twardy,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,All
Ellen Ceisler,96,259,193,460,137,14,923,422,417,239,172,58,1,1,0,All
Joe Cosgrove,,30,148,22,7,6,351,275,119,57,76,16,1,0,0,All
Timothy Barry,,,25,21,19,3,261,280,114,64,67,35,0,1,0,All
Todd Eagen,,,,5,4,1,405,110,263,71,46,11,0,0,0,All
Irene M Clark,,,,,4,5,127,65,28,46,38,18,0,0,0,All
Bryan Barbin,,,,,,2,14,10,6,8,8,3,0,0,0,All
Marissa Brumbach,,,,,,,53,352,386,103,106,26,0,0,0,All
Matt Wolf,,,,,,,,43,71,57,53,23,0,1,0,All
George Twardy,,,,,,,,,24,26,17,9,0,0,0,All
Sherman Toppin,,,,,,,,,,14,30,9,1,0,0,All
Jon Marshall,,,,,,,,,,,8,8,0,0,0,All
Bill Rice,,,,,,,,,,,,6,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,0,All
Total,"1,424",554,550,530,190,35,"1,278",755,574,309,247,88,1,1,0,All
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,1
,Marissa Brumbach,George Twardy,Matt Wolf,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,Ellen Ceisler,Todd Eagen,Joe Cosgrove,Timothy Barry,Irene M Clark,Bryan Barbin,1
Marissa Brumbach,0,35,26,1,1,0,0,0,0,55,48,5,3,2,0,1
George Twardy,,1,1,0,0,0,0,0,0,31,30,2,3,1,0,1
Matt Wolf,,,3,1,1,1,0,0,0,22,19,3,4,1,0,1
Sherman Toppin,,,,1,1,0,0,0,0,3,1,0,1,0,0,1
Jon Marshall,,,,,1,0,0,0,0,3,2,0,0,0,0,1
Bill Rice,,,,,,0,0,0,0,0,0,0,0,0,0,1
Betsy Wahl,,,,,,,0,0,0,0,0,0,0,0,0,1
Christian Dicicco,,,,,,,,0,0,0,0,0,0,0,0,1
Crystal B Powell,,,,,,,,,0,0,0,0,0,0,0,1
Ellen Ceisler,,,,,,,,,,1,54,1,0,2,0,1
