col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
Mark B Cohen,,,,,,,,0,6,6,5,9,7,8,2,4,4,3,7,2,2,3,5,4,3,4,2,0,0,0,0,1
Wendi Barish,,,,,,,,,0,3,7,3,5,2,10,9,6,1,3,6,0,2,3,1,5,3,0,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,0,5,5,4,10,1,2,1,3,7,1,2,2,1,4,2,1,0,0,0,0,0,1
Stella Tsai,,,,,,,,,,,2,4,7,5,5,3,3,2,3,1,3,4,1,1,2,0,2,0,0,0,0,1
John Macoretta,,,,,,,,,,,,1,6,7,0,1,5,6,5,2,6,3,1,6,2,2,3,0,0,0,0,1
Rania Major,,,,,,,,,,,,,0,2,4,5,4,4,1,1,4,2,2,2,2,3,2,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,0,1,0,1,3,6,3,3,2,0,4,2,2,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,1,9,4,1,0,5,0,0,2,0,1,0,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,0,3,2,1,4,0,1,5,0,0,1,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,0,3,1,4,2,2,0,1,2,1,2,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,1,2,1,5,3,2,1,0,1,2,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,,,,,0,0,0,3,2,4,3,1,0,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,1,0,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0,1,3,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,29,26,26,23,23,22,18,18,18,17,17,16,15,14,14,14,11,10,10,9,8,7,6,6,6,5,4,0,0,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Deborah Canty,Shanese Johnson,Vikki Kristiansson,Crystal B Powell,Leon Goodman,Danyl S Patterson,David Conroy,Stella Tsai,Mark B Cohen,Deborah Cianfrani,Rania Major,Vincent Furlong,Wendi Barish,Henry Mcgregor Sias,John Macoretta,Zac Shaffer,Brian Mclaughlin,Lawrence J Bozzelli,Daniel R Sulman,Lucretia C Clemons,Vincent Melchiorre,Leonard Deutchman,Jennifer Schultz,Terri M Booker,Bill Rice,Mark J Moore,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,2
Deborah Canty,2,20,15,20,22,22,19,7,9,5,5,6,8,3,6,7,3,1,4,4,6,6,3,2,0,0,1,0,0,0,0,2
Shanese Johnson,,4,13,24,19,17,15,11,10,9,11,7,7,7,4,4,4,5,4,6,3,3,3,5,1,2,0,0,0,0,0,2
Vikki Kristiansson,,,2,7,9,9,8,14,13,14,12,12,6,15,13,7,10,11,4,5,5,6,3,2,0,0,1,0,0,0,0,2
Crystal B Powell,,,,1,18,18,15,5,10,4,9,4,7,2,1,4,3,4,3,6,3,1,3,4,2,1,1,0,0,0,0,2
Leon Goodman,,,,,0,18,21,5,8,4,4,4,5,3,4,7,2,3,3,3,3,6,2,2,1,0,0,0,0,0,0,2
Danyl S Patterson,,,,,,0,20,4,6,0,3,1,3,0,5,6,1,0,2,3,3,5,0,2,0,0,0,0,0,0,0,2
David Conroy,,,,,,,1,3,7,2,2,2,3,1,5,7,1,1,2,3,2,6,2,1,1,0,0,0,0,0,0,2
Stella Tsai,,,,,,,,2,5,11,10,10,5,11,7,3,9,8,5,3,2,2,3,4,1,1,0,0,0,0,0,2
Mark B Cohen,,,,,,,,,2,5,6,5,3,5,6,6,4,6,2,3,1,3,1,3,1,0,1,0,0,0,0,2
Deborah Cianfrani,,,,,,,,,,2,9,8,3,10,6,0,10,10,0,3,2,2,3,0,1,0,0,0,0,0,0,2
Rania Major,,,,,,,,,,,0,9,5,10,8,2,9,9,3,4,2,0,2,3,0,1,0,0,0,0,0,2
Vincent Furlong,,,,,,,,,,,,0,4,10,9,1,10,7,6,1,3,1,2,1,1,1,1,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,1,2,3,4,2,1,6,6,8,1,7,1,1,0,1,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,0,8,2,8,10,2,0,2,1,1,2,0,0,0,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,,0,4,7,6,1,0,0,4,1,0,0,0,0,0,0,0,0,2
Zac Shaffer,,,,,,,,,,,,,,,,1,0,0,4,2,3,5,1,2,1,1,0,0,0,0,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,0,7,2,2,0,0,2,0,0,0,0,0,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,0,2,5,1,3,2,1,2,1,0,0,0,0,2
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,0,3,0,4,1,0,0,0,0,0,0,0,2
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,0,2,2,1,0,0,1,0,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,41,41,35,32,31,26,25,24,22,21,18,17,16,15,15,14,13,12,11,10,10,9,7,6,2,2,1,0,0,0,0,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Crystal B Powell,Danyl S Patterson,Deborah Canty,Rania Major,Vikki Kristiansson,Mark B Cohen,Shanese Johnson,Stella Tsai,Leon Goodman,David Conroy,John Macoretta,Deborah Cianfrani,Vincent Furlong,Zac Shaffer,Jennifer Schultz,Lucretia C Clemons,Vincent Melchiorre,Wendi Barish,Henry Mcgregor Sias,Lawrence J Bozzelli,Brian Mclaughlin,Leonard Deutchman,Terri M Booker,Mark J Moore,Bill Rice,Daniel R Sulman,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,3
Crystal B Powell,4,11,10,9,3,5,9,6,2,4,4,5,2,5,6,6,4,5,2,2,1,0,3,2,2,0,2,0,0,0,0,3
Danyl S Patterson,,1,13,9,10,8,7,6,9,13,10,5,2,10,3,6,7,7,0,2,2,4,2,1,1,2,0,0,0,0,0,3
Deborah Canty,,,1,13,12,15,10,5,11,10,10,5,2,9,7,4,3,6,3,2,1,5,5,3,1,0,2,0,0,0,0,3
Rania Major,,,,0,11,7,12,9,3,5,7,9,11,4,8,7,6,5,7,6,7,0,5,1,2,0,1,0,0,0,0,3
Vikki Kristiansson,,,,,3,12,8,6,9,9,10,7,7,7,6,3,3,2,6,6,6,5,2,2,1,0,0,0,0,0,0,3
Mark B Cohen,,,,,,0,10,4,13,9,8,7,6,7,6,2,3,2,3,3,3,6,2,2,2,1,2,0,0,0,0,3
Shanese Johnson,,,,,,,0,8,3,4,2,10,5,4,8,4,5,2,4,4,3,0,2,2,0,0,0,0,0,0,0,3
Stella Tsai,,,,,,,,3,4,5,5,10,5,5,2,5,6,3,6,6,4,0,1,1,2,2,2,0,0,0,0,3
Leon Goodman,,,,,,,,,0,10,7,3,4,9,4,4,2,4,2,2,1,6,1,1,1,3,1,0,0,0,0,3
David Conroy,,,,,,,,,,0,6,6,4,11,2,7,7,3,1,0,2,5,2,2,0,2,1,0,0,0,0,3
John Macoretta,,,,,,,,,,,0,5,2,6,0,0,0,5,3,3,2,4,2,1,0,0,0,0,0,0,0,3
Deborah Cianfrani,,,,,,,,,,,,0,6,5,2,2,4,0,5,5,4,1,1,0,0,0,0,0,0,0,0,3
Vincent Furlong,,,,,,,,,,,,,1,2,4,4,4,0,5,4,7,1,2,1,2,1,2,0,0,0,0,3
Zac Shaffer,,,,,,,,,,,,,,0,1,3,5,3,0,0,1,4,1,1,0,1,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,0,6,2,2,3,2,2,1,1,1,2,1,1,0,0,0,0,3
Lucretia C Clemons,,,,,,,,,,,,,,,,0,5,3,2,1,2,0,1,1,1,2,1,0,0,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,0,2,1,1,2,0,0,0,1,2,1,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,0,5,4,0,1,1,0,0,1,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,1,4,0,0,0,1,0,0,0,0,0,0,3
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,27,25,25,25,25,23,21,19,18,17,17,16,16,15,12,12,10,10,9,9,8,6,6,4,3,3,3,0,0,0,0,3
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Shanese Johnson,Danyl S Patterson,Crystal B Powell,Deborah Cianfrani,Mark B Cohen,Stella Tsai,Rania Major,Leon Goodman,Vincent Melchiorre,Zac Shaffer,David Conroy,John Macoretta,Lucretia C Clemons,Vikki Kristiansson,Lawrence J Bozzelli,Brian Mclaughlin,Deborah Canty,Vincent Furlong,Daniel R Sulman,Mark J Moore,Henry Mcgregor Sias,Jennifer Schultz,Terri M Booker,Bill Rice,Jon Marshall,Leonard Deutchman,Wendi Barish,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,4
Shanese Johnson,1,10,11,11,6,10,8,5,9,7,7,4,9,5,5,4,3,5,6,6,2,5,5,3,3,1,1,0,0,0,0,4
Danyl S Patterson,,4,9,6,5,6,2,4,8,6,6,4,5,2,1,2,4,2,4,1,0,3,3,1,2,1,0,0,0,0,0,4
Crystal B Powell,,,1,8,7,7,3,6,6,6,5,5,7,1,3,2,4,2,3,4,2,4,2,2,3,1,0,0,0,0,0,4
Deborah Cianfrani,,,,1,4,10,9,2,3,3,5,5,5,6,7,6,4,6,4,1,5,2,1,0,1,0,1,0,0,0,0,4
Mark B Cohen,,,,,2,3,4,6,3,8,6,7,3,4,3,2,5,4,2,3,4,4,1,0,2,3,1,0,0,0,0,4
Stella Tsai,,,,,,1,6,3,4,3,3,3,3,3,3,4,3,3,3,1,4,2,3,1,2,0,1,0,0,0,0,4
Rania Major,,,,,,,2,1,2,1,2,3,5,6,5,7,2,6,1,2,4,1,2,1,1,0,1,0,0,0,0,4
Leon Goodman,,,,,,,,0,2,3,4,3,3,2,2,2,4,1,2,2,1,0,1,2,0,3,1,0,0,0,0,4
Vincent Melchiorre,,,,,,,,,1,6,4,4,4,2,3,2,1,1,4,3,0,1,2,1,2,1,0,0,0,0,0,4
Zac Shaffer,,,,,,,,,,0,7,5,4,5,3,0,4,0,4,4,0,2,1,1,2,3,1,0,0,0,0,4
David Conroy,,,,,,,,,,,0,3,4,4,3,2,4,4,4,4,1,3,2,1,1,2,1,0,0,0,0,4
John Macoretta,,,,,,,,,,,,0,1,6,6,3,4,4,1,1,4,2,1,0,1,4,1,0,0,0,0,4
Lucretia C Clemons,,,,,,,,,,,,,0,3,2,1,2,2,4,4,0,2,2,2,1,0,1,0,0,0,0,4
Vikki Kristiansson,,,,,,,,,,,,,,1,6,4,3,4,3,2,3,1,1,1,1,3,2,0,0,0,0,4
Lawrence J Bozzelli,,,,,,,,,,,,,,,0,6,2,5,4,3,4,0,1,2,1,2,1,0,0,0,0,4
Brian Mclaughlin,,,,,,,,,,,,,,,,0,2,6,1,1,3,0,2,1,1,1,0,0,0,0,0,4
Deborah Canty,,,,,,,,,,,,,,,,,0,3,2,0,1,1,2,1,1,3,1,0,0,0,0,4
Vincent Furlong,,,,,,,,,,,,,,,,,,0,2,1,5,2,2,1,0,0,0,0,0,0,0,4
Daniel R Sulman,,,,,,,,,,,,,,,,,,,0,3,0,2,3,2,1,0,1,0,0,0,0,4
Mark J Moore,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,2,1,0,0,0,0,0,4
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,4
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,0,1,0,0,0,0,4
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,0,0,0,4
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,4
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,4
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,23,20,19,19,19,15,14,13,13,13,12,12,12,12,11,10,10,10,9,7,6,6,6,4,4,4,3,0,0,0,0,4
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,Deborah Canty,Rania Major,Shanese Johnson,Vincent Furlong,Deborah Cianfrani,Crystal B Powell,Stella Tsai,Mark B Cohen,Vikki Kristiansson,Leon Goodman,Danyl S Patterson,John Macoretta,Lawrence J Bozzelli,Lucretia C Clemons,Zac Shaffer,Brian Mclaughlin,Daniel R Sulman,David Conroy,Henry Mcgregor Sias,Jennifer Schultz,Vincent Melchiorre,Terri M Booker,Bill Rice,Wendi Barish,Jon Marshall,Mark J Moore,Leonard Deutchman,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,5
Deborah Canty,5,6,7,5,8,4,6,5,6,5,5,1,2,5,5,1,2,4,1,3,3,3,2,2,2,0,0,0,0,0,0,5
Rania Major,,2,7,12,11,1,10,5,7,5,2,6,5,3,3,5,3,1,5,4,2,1,0,2,0,2,1,0,0,0,0,5
Shanese Johnson,,,3,5,6,5,8,3,2,5,7,2,1,3,2,1,5,4,2,3,1,1,0,2,0,2,0,0,0,0,0,5
Vincent Furlong,,,,1,11,2,9,3,7,5,0,7,5,3,3,6,3,2,6,4,2,2,2,3,0,1,1,0,0,0,0,5
Deborah Cianfrani,,,,,1,1,10,3,7,3,2,5,6,3,3,4,3,1,5,2,3,2,2,1,1,0,0,0,0,0,0,5
Crystal B Powell,,,,,,3,1,4,2,4,7,1,2,2,0,0,2,3,1,1,2,2,2,0,0,0,0,0,0,0,0,5
Stella Tsai,,,,,,,1,3,7,3,2,5,5,3,4,5,4,2,4,1,2,1,0,3,0,1,0,0,0,0,0,5
Mark B Cohen,,,,,,,,1,1,4,3,2,1,4,3,1,1,1,0,2,4,2,1,0,0,1,1,0,0,0,0,5
Vikki Kristiansson,,,,,,,,,1,2,2,5,5,2,3,4,1,1,3,1,0,0,1,2,1,0,0,0,0,0,0,5
Leon Goodman,,,,,,,,,,0,4,3,0,3,2,2,1,3,1,3,2,1,1,1,0,1,0,0,0,0,0,5
Danyl S Patterson,,,,,,,,,,,0,0,1,3,2,0,2,3,0,1,1,0,1,0,1,1,0,0,0,0,0,5
John Macoretta,,,,,,,,,,,,1,4,1,1,5,1,2,5,2,1,1,1,0,0,0,0,0,0,0,0,5
Lawrence J Bozzelli,,,,,,,,,,,,,0,1,1,4,1,0,4,0,1,0,1,0,1,0,0,0,0,0,0,5
Lucretia C Clemons,,,,,,,,,,,,,,0,2,2,2,0,1,3,1,1,1,1,1,0,0,0,0,0,0,5
Zac Shaffer,,,,,,,,,,,,,,,1,1,2,3,0,0,2,0,1,2,1,1,1,0,0,0,0,5
Brian Mclaughlin,,,,,,,,,,,,,,,,1,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,5
Daniel R Sulman,,,,,,,,,,,,,,,,,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,5
David Conroy,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,1,0,0,0,0,0,5
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,0,2,0,1,1,0,0,0,0,0,0,0,0,5
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,0,0,0,0,5
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,5
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,0,0,0,0,5
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,5
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,5
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,5
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,22,18,18,17,16,15,15,12,12,11,10,9,8,8,8,7,6,6,6,6,5,4,3,3,2,2,1,0,0,0,0,5
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,Vikki Kristiansson,Deborah Canty,Mark B Cohen,John Macoretta,Deborah Cianfrani,Shanese Johnson,Danyl S Patterson,Leon Goodman,Stella Tsai,Rania Major,Vincent Furlong,Zac Shaffer,Brian Mclaughlin,Crystal B Powell,David Conroy,Leonard Deutchman,Lucretia C Clemons,Henry Mcgregor Sias,Lawrence J Bozzelli,Daniel R Sulman,Jennifer Schultz,Terri M Booker,Wendi Barish,Mark J Moore,Jon Marshall,Bill Rice,Vincent Melchiorre,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,6
Vikki Kristiansson,0,26,23,29,19,12,16,18,15,19,12,18,10,7,15,14,4,12,10,4,5,5,3,2,1,0,2,0,0,0,0,6
