col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Dwayne Woodruff,Stella Tsai,Vikki Kristiansson,Deborah Cianfrani,Vincent Furlong,Lucretia C Clemons,Zac Shaffer,Daniel R Sulman,David Conroy,Shanese Johnson,Vincent Melchiorre,Mark B Cohen,Leon Goodman,Deborah Canty,Rania Major,Crystal B Powell,John Macoretta,Brian Mclaughlin,Jennifer Schultz,Danyl S Patterson,Lawrence J Bozzelli,Henry Mcgregor Sias,Wendi Barish,Terri M Booker,Mark J Moore,Leonard Deutchman,Jon Marshall,Bill Rice,Matthew C Monroe,Dawn M Tancredi,Christian Dicicco,Betsy Wahl,All
Dwayne Woodruff,154,"1,781","1,710","1,667","1,479","1,173","1,040","1,030","1,025",851,854,674,659,656,654,510,409,415,383,324,329,324,321,303,248,166,141,111,6,4,2,1,All
Stella Tsai,,10,"1,352","1,357","1,161",828,761,841,739,397,688,291,236,303,399,179,268,244,202,87,234,238,179,135,87,74,54,45,3,3,2,1,All
Vikki Kristiansson,,,6,"1,348","1,167",819,889,810,865,381,699,345,336,346,392,197,340,244,180,170,243,231,142,93,81,111,44,30,2,1,3,1,All
Deborah Cianfrani,,,,5,"1,179",850,770,816,756,406,707,294,223,276,385,192,249,237,207,75,230,246,175,122,94,71,49,36,3,1,3,2,All
Vincent Furlong,,,,,3,759,766,756,726,287,706,262,210,208,324,128,237,216,120,91,202,218,84,75,69,40,46,40,2,2,0,1,All
Lucretia C Clemons,,,,,,8,735,684,756,309,674,186,266,232,170,267,49,68,141,121,38,53,144,143,139,39,63,49,2,1,1,1,All
Zac Shaffer,,,,,,,2,716,786,153,723,186,269,225,105,130,98,71,71,142,44,36,70,57,55,91,35,18,1,1,2,1,All
Daniel R Sulman,,,,,,,,8,676,166,652,148,150,179,117,92,78,69,115,48,52,45,93,67,59,53,39,31,2,1,1,1,All
