col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Vincent Furlong,Mark B Cohen,Brian Mclaughlin,Stella Tsai,Vikki Kristiansson,Deborah Cianfrani,John Macoretta,Daniel R Sulman,Vincent Melchiorre,Rania Major,David Conroy,Zac Shaffer,Jennifer Schultz,Lawrence J Bozzelli,Deborah Canty,Lucretia C Clemons,Wendi Barish,Leon Goodman,Crystal B Powell,Henry Mcgregor Sias,Shanese Johnson,Leonard Deutchman,Bill Rice,Terri M Booker,Jon Marshall,Mark J Moore,Danyl S Patterson,Dawn M Tancredi,Christian Dicicco,Betsy Wahl,Matthew C Monroe,Michael W Untermeyer,Rich Negrin,Joe Khan,John O Neill,Lawrence S Krasner,Tariq Karim El Shabazz,Teresa Carr Deni,All
Vincent Furlong,2,168,193,212,218,172,147,145,181,113,152,134,82,119,70,106,52,70,78,87,57,37,36,26,36,33,32,2,1,0,0,87,104,90,110,51,7,7,All
Mark B Cohen,,3,172,115,113,147,156,140,100,160,72,92,94,86,93,45,55,83,54,49,61,39,44,34,31,35,44,1,0,0,0,138,77,63,67,74,8,7,All
Brian Mclaughlin,,,2,151,140,186,147,81,122,107,73,57,98,139,70,44,55,62,37,99,52,39,42,24,43,31,36,1,1,0,0,106,101,57,68,55,9,7,All
Stella Tsai,,,,1,237,166,113,126,121,124,99,103,98,102,96,127,85,58,82,83,70,29,23,35,26,27,24,2,0,0,0,55,83,97,46,73,13,10,All
Vikki Kristiansson,,,,,1,150,111,125,116,123,116,129,89,104,96,119,76,48,92,95,63,33,19,29,16,22,28,0,0,0,0,57,80,101,59,67,8,9,All
Deborah Cianfrani,,,,,,1,133,65,90,134,45,44,112,120,89,40,79,51,45,85,61,33,31,40,27,33,33,1,0,0,0,85,73,65,47,44,7,15,All
John Macoretta,,,,,,,1,106,60,160,50,39,48,120,43,19,44,47,14,84,41,28,18,11,20,24,13,2,1,0,0,116,65,36,39,35,3,3,All
Daniel R Sulman,,,,,,,,0,134,90,118,131,52,43,53,93,41,43,66,33,17,27,28,13,18,16,20,0,0,0,0,78,43,63,69,34,6,0,All
Vincent Melchiorre,,,,,,,,,1,41,124,129,51,54,51,89,30,38,67,23,28,28,28,13,25,19,27,1,0,0,0,40,53,53,94,27,4,6,All
Rania Major,,,,,,,,,,0,30,39,72,91,64,40,56,36,43,72,67,19,16,30,14,18,19,1,0,0,0,95,59,38,25,46,8,9,All
David Conroy,,,,,,,,,,,1,122,43,28,49,111,32,49,77,17,18,21,27,24,28,22,30,1,1,0,0,25,51,51,73,32,2,5,All
Zac Shaffer,,,,,,,,,,,,0,39,29,62,88,31,50,74,22,23,22,19,12,14,11,27,1,1,0,0,33,32,52,57,42,7,2,All
Jennifer Schultz,,,,,,,,,,,,,0,49,103,54,88,56,40,44,44,43,30,38,31,30,24,2,1,0,0,42,55,42,28,39,6,8,All
Lawrence J Bozzelli,,,,,,,,,,,,,,1,49,30,38,40,11,81,35,33,23,9,20,22,12,0,0,0,0,52,63,37,30,27,1,3,All
Deborah Canty,,,,,,,,,,,,,,,1,57,82,63,51,30,59,36,30,43,20,28,30,1,1,0,0,34,37,38,26,61,9,11,All
Lucretia C Clemons,,,,,,,,,,,,,,,,0,54,44,91,15,45,18,20,33,15,24,14,0,0,0,0,16,31,57,42,39,9,7,All
Wendi Barish,,,,,,,,,,,,,,,,,0,43,38,32,34,23,20,26,19,23,11,1,0,0,0,33,35,36,15,35,3,9,All
Leon Goodman,,,,,,,,,,,,,,,,,,0,33,24,27,28,21,24,26,38,30,1,0,0,0,35,21,26,21,49,5,2,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,0,7,40,3,20,31,15,14,28,0,0,0,0,20,13,39,29,36,7,10,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,0,35,19,14,5,19,10,10,0,0,0,0,33,42,27,18,25,3,4,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,0,10,15,23,9,15,15,0,0,0,0,25,24,30,12,35,10,4,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,0,14,8,10,14,11,0,0,0,0,11,33,16,12,14,1,1,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,0,23,30,16,17,0,0,0,0,21,19,15,18,9,1,4,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,1,16,13,13,1,1,0,0,14,9,19,8,22,5,6,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,0,22,14,0,0,0,0,17,21,13,17,9,0,4,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,18,17,17,9,14,2,3,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,5,13,16,27,1,3,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,All
Michael W Untermeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0,0,0,0,0,All
Rich Negrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,0,0,0,0,All
Joe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,0,All
John O Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,0,All
Lawrence S Krasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,All
Teresa Carr Deni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,All
Total,464,443,411,389,389,343,302,299,285,284,243,229,222,220,219,204,166,161,157,156,144,89,87,84,82,82,80,3,1,0,0,282,271,253,227,191,41,32,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,1
,Vikki Kristiansson,Stella Tsai,Rania Major,Vincent Furlong,Brian Mclaughlin,Jennifer Schultz,Lucretia C Clemons,Mark B Cohen,Daniel R Sulman,John Macoretta,David Conroy,Deborah Cianfrani,Shanese Johnson,Terri M Booker,Henry Mcgregor Sias,Lawrence J Bozzelli,Zac Shaffer,Crystal B Powell,Deborah Canty,Danyl S Patterson,Jon Marshall,Leon Goodman,Vincent Melchiorre,Wendi Barish,Bill Rice,Leonard Deutchman,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Mark J Moore,Matthew C Monroe,Joe Khan,Michael W Untermeyer,John O Neill,Rich Negrin,Lawrence S Krasner,Tariq Karim El Shabazz,Teresa Carr Deni,1
Vikki Kristiansson,0,12,9,7,4,4,8,4,4,4,5,5,3,3,5,3,5,5,2,1,1,0,3,3,1,0,0,0,0,0,0,3,4,0,1,2,0,2,1
Stella Tsai,,0,8,6,4,4,7,3,4,4,5,5,3,2,5,3,5,4,2,1,0,0,3,3,0,0,0,0,0,0,0,3,4,0,1,2,0,1,1
Rania Major,,,0,5,4,4,4,5,3,5,2,5,3,3,4,3,3,3,3,0,1,1,0,3,1,0,0,0,0,0,0,0,5,0,0,2,1,2,1
Vincent Furlong,,,,0,5,1,5,4,4,4,4,4,3,1,3,4,3,3,1,1,1,2,3,0,1,1,0,0,0,0,0,2,3,0,2,0,1,1,1
Brian Mclaughlin,,,,,0,1,1,3,1,4,1,3,3,2,2,4,1,0,2,1,1,2,1,0,0,0,0,0,0,0,0,1,4,2,1,0,1,0,1
Jennifer Schultz,,,,,,0,3,3,2,1,2,2,3,3,1,1,1,2,3,2,1,2,0,3,0,1,0,0,0,0,0,1,2,1,1,1,1,1,1
Lucretia C Clemons,,,,,,,0,3,4,1,5,1,3,3,2,0,4,3,2,2,1,1,3,2,1,1,0,0,0,0,0,3,1,0,2,2,0,1,1
Mark B Cohen,,,,,,,,0,5,3,2,1,2,1,1,2,3,2,1,3,2,3,0,0,1,1,0,0,0,0,0,1,2,1,2,0,1,1,1
Daniel R Sulman,,,,,,,,,0,1,4,0,1,0,1,0,5,3,1,2,0,2,2,0,0,1,0,0,0,0,0,3,1,1,1,0,1,0,1
John Macoretta,,,,,,,,,,1,1,4,3,0,4,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1
David Conroy,,,,,,,,,,,0,0,2,0,1,0,4,3,0,1,0,1,3,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0,1
Deborah Cianfrani,,,,,,,,,,,,0,1,1,4,4,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,1,0,1,1
Shanese Johnson,,,,,,,,,,,,,0,2,2,2,2,0,3,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1
Terri M Booker,,,,,,,,,,,,,,1,0,0,0,1,4,0,1,0,0,2,1,0,0,0,0,0,0,1,2,0,0,1,1,1,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,0,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,,,0,3,1,1,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,0,0,0,1,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1
Deborah Canty,,,,,,,,,,,,,,,,,,,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Joe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1
Michael W Untermeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
John O Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,1
Rich Negrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Lawrence S Krasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Tariq Karim El Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Teresa Carr Deni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,13,12,11,10,9,9,9,9,8,8,7,7,7,7,6,6,6,5,5,3,3,3,3,3,2,1,0,0,0,0,0,9,7,6,4,3,2,2,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,2
,Brian Mclaughlin,Stella Tsai,Deborah Cianfrani,Vincent Melchiorre,Vincent Furlong,Vikki Kristiansson,John Macoretta,Lawrence J Bozzelli,Mark B Cohen,Zac Shaffer,Deborah Canty,Shanese Johnson,Daniel R Sulman,David Conroy,Rania Major,Jennifer Schultz,Leon Goodman,Crystal B Powell,Danyl S Patterson,Lucretia C Clemons,Mark J Moore,Terri M Booker,Bill Rice,Henry Mcgregor Sias,Jon Marshall,Leonard Deutchman,Wendi Barish,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Joe Khan,Lawrence S Krasner,Michael W Untermeyer,John O Neill,Rich Negrin,Teresa Carr Deni,Tariq Karim El Shabazz,2
Brian Mclaughlin,0,9,10,7,6,6,7,7,7,4,2,2,2,2,2,4,0,1,3,1,0,1,1,1,2,1,1,0,0,0,0,3,5,4,3,2,1,0,2
Stella Tsai,,0,7,7,8,7,4,6,5,5,5,5,4,3,4,3,1,3,3,3,0,1,0,2,0,0,2,0,0,0,0,5,5,2,3,2,0,0,2
Deborah Cianfrani,,,0,7,7,8,7,7,8,3,4,2,3,4,6,4,3,1,4,0,2,0,1,1,1,2,1,0,0,0,0,3,3,3,3,3,1,0,2
Vincent Melchiorre,,,,0,6,7,2,6,4,10,3,0,6,5,2,1,0,2,2,2,1,1,0,0,1,0,0,0,0,0,0,4,2,1,4,2,1,0,2
Vincent Furlong,,,,,0,7,5,4,7,4,5,1,4,4,3,3,3,1,1,2,2,2,1,1,1,1,0,0,0,0,0,4,2,2,4,2,0,0,2
Vikki Kristiansson,,,,,,0,4,6,5,7,4,3,4,3,4,2,1,2,1,1,1,1,1,2,0,1,0,0,0,0,0,5,2,1,2,2,1,0,2
John Macoretta,,,,,,,0,6,4,1,2,1,1,2,2,2,2,0,0,1,2,1,0,1,1,2,1,0,0,0,0,5,0,3,1,3,0,0,2
Lawrence J Bozzelli,,,,,,,,0,3,4,4,3,2,1,5,3,1,1,0,2,1,1,1,1,0,2,1,0,0,0,0,3,3,3,1,2,0,0,2
Mark B Cohen,,,,,,,,,0,2,5,1,1,3,3,3,2,2,2,0,2,1,1,0,1,0,1,0,0,0,0,2,2,2,3,2,1,0,2
Zac Shaffer,,,,,,,,,,0,4,2,5,5,1,0,0,2,1,2,1,1,0,1,1,0,0,0,0,0,0,3,2,0,4,1,1,0,2
Deborah Canty,,,,,,,,,,,0,4,1,2,4,2,3,3,1,2,3,2,1,1,1,0,2,0,0,0,0,0,4,2,2,1,0,0,2
Shanese Johnson,,,,,,,,,,,,0,0,0,4,2,2,3,0,2,1,1,2,2,0,1,2,0,0,0,0,3,5,1,1,0,0,0,2
Daniel R Sulman,,,,,,,,,,,,,0,3,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,0,0,0,2
David Conroy,,,,,,,,,,,,,,0,1,1,3,2,2,3,2,1,0,0,0,1,0,0,0,0,0,1,0,1,4,1,1,0,2
Rania Major,,,,,,,,,,,,,,,0,2,3,2,1,2,2,1,2,1,0,1,1,0,0,0,0,3,3,1,0,1,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,0,2,1,1,2,1,1,1,0,0,2,1,0,0,0,0,1,3,1,1,1,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,0,1,2,2,4,3,2,0,0,2,0,0,0,0,0,0,3,1,1,1,0,0,2
