col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Todd Eagen,Irene M Clark,Bryan Barbin,All
Carolyn H Nichols,43,621,479,344,161,534,235,179,204,97,12,All
Maria Mclaughlin,,38,472,342,156,513,199,197,213,95,12,All
Geoff Moulton,,,4,282,116,349,151,161,196,61,10,All
Debbie Kunselman,,,,7,80,307,88,91,149,65,10,All
Bill Caye,,,,,0,135,71,56,40,41,9,All
Ellen Ceisler,,,,,,8,80,72,182,79,8,All
Timothy Barry,,,,,,,9,78,13,3,2,All
Joe Cosgrove,,,,,,,,7,21,8,0,All
Todd Eagen,,,,,,,,,1,4,1,All
Irene M Clark,,,,,,,,,,2,3,All
Bryan Barbin,,,,,,,,,,,1,All
Total,841,805,532,396,188,613,301,254,238,107,18,All
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,1
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Timothy Barry,Ellen Ceisler,Joe Cosgrove,Bryan Barbin,Irene M Clark,Todd Eagen,1
Maria Mclaughlin,0,8,6,3,0,6,4,6,0,0,0,1
Carolyn H Nichols,,0,6,2,0,5,5,5,0,0,0,1
Geoff Moulton,,,0,2,0,3,2,5,0,0,0,1
Debbie Kunselman,,,,0,0,1,2,2,0,0,0,1
Bill Caye,,,,,0,0,0,0,0,0,0,1
Timothy Barry,,,,,,1,1,3,0,0,0,1
Ellen Ceisler,,,,,,,1,2,0,0,0,1
Joe Cosgrove,,,,,,,,0,0,0,0,1
Bryan Barbin,,,,,,,,,0,0,0,1
Irene M Clark,,,,,,,,,,0,0,1
Todd Eagen,,,,,,,,,,,0,1
Total,11,10,6,3,0,8,6,6,0,0,0,1
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,2
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Bill Caye,Debbie Kunselman,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,2
Carolyn H Nichols,1,12,9,5,4,9,6,7,3,2,0,2
Maria Mclaughlin,,1,9,5,5,11,5,4,4,3,0,2
Geoff Moulton,,,0,5,3,4,7,4,3,2,0,2
Bill Caye,,,,0,3,4,4,1,2,2,0,2
Debbie Kunselman,,,,,0,4,0,3,1,3,0,2
Ellen Ceisler,,,,,,0,2,2,2,1,0,2
Joe Cosgrove,,,,,,,0,2,1,0,0,2
Timothy Barry,,,,,,,,0,0,1,0,2
Todd Eagen,,,,,,,,,0,1,0,2
Irene M Clark,,,,,,,,,,0,0,2
Bryan Barbin,,,,,,,,,,,0,2
Total,18,18,11,7,6,13,7,7,5,3,0,2
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,3
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Todd Eagen,Bryan Barbin,Irene M Clark,3
Maria Mclaughlin,1,3,4,2,1,6,6,2,2,0,0,3
Carolyn H Nichols,,0,3,1,1,3,3,1,1,0,0,3
Geoff Moulton,,,0,1,1,3,2,1,2,0,0,3
Debbie Kunselman,,,,1,0,1,0,1,1,0,0,3
Bill Caye,,,,,0,1,1,0,0,0,0,3
Ellen Ceisler,,,,,,1,1,0,2,0,0,3
Timothy Barry,,,,,,,0,1,0,0,0,3
Joe Cosgrove,,,,,,,,0,0,0,0,3
Todd Eagen,,,,,,,,,0,0,0,3
Bryan Barbin,,,,,,,,,,0,0,3
Irene M Clark,,,,,,,,,,,0,3
Total,13,5,4,3,1,8,7,2,2,0,0,3
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,4
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,4
Maria Mclaughlin,3,32,25,19,8,27,9,12,9,6,0,4
Carolyn H Nichols,,4,25,18,9,27,7,12,7,7,0,4
Geoff Moulton,,,0,16,7,20,9,10,7,4,0,4
Debbie Kunselman,,,,0,3,17,5,5,5,5,0,4
Bill Caye,,,,,0,7,0,5,2,3,0,4
Ellen Ceisler,,,,,,0,3,5,6,6,0,4
Joe Cosgrove,,,,,,,1,4,1,0,0,4
Timothy Barry,,,,,,,,1,1,1,0,4
Todd Eagen,,,,,,,,,1,0,0,4
Irene M Clark,,,,,,,,,,0,0,4
Bryan Barbin,,,,,,,,,,,0,4
Total,43,41,30,20,9,30,15,15,11,7,0,4
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,5
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Todd Eagen,Irene M Clark,Bryan Barbin,5
Carolyn H Nichols,2,12,8,7,5,11,7,3,5,2,0,5
Maria Mclaughlin,,1,6,6,4,9,5,4,4,2,0,5
Geoff Moulton,,,1,3,3,6,2,2,4,1,0,5
Debbie Kunselman,,,,0,3,7,1,2,3,1,0,5
Bill Caye,,,,,0,5,2,1,1,1,0,5
Ellen Ceisler,,,,,,0,2,1,3,2,0,5
Timothy Barry,,,,,,,1,1,1,0,0,5
Joe Cosgrove,,,,,,,,0,1,0,0,5
Todd Eagen,,,,,,,,,0,0,0,5
Irene M Clark,,,,,,,,,,0,0,5
Bryan Barbin,,,,,,,,,,,0,5
Total,20,16,9,8,6,12,10,5,5,3,0,5
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,6
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Todd Eagen,Irene M Clark,Bryan Barbin,6
Maria Mclaughlin,1,25,19,13,7,20,10,8,7,4,1,6
Carolyn H Nichols,,2,19,13,7,18,9,6,7,4,1,6
Geoff Moulton,,,0,12,5,14,7,5,7,2,1,6
Debbie Kunselman,,,,0,2,11,5,3,5,2,0,6
Bill Caye,,,,,0,6,1,2,3,3,1,6
Ellen Ceisler,,,,,,0,5,0,7,3,1,6
Timothy Barry,,,,,,,1,3,0,0,0,6
Joe Cosgrove,,,,,,,,0,1,1,0,6
Todd Eagen,,,,,,,,,0,0,0,6
Irene M Clark,,,,,,,,,,0,0,6
Bryan Barbin,,,,,,,,,,,0,6
Total,32,28,19,14,8,21,12,8,8,4,1,6
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,7
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Todd Eagen,Irene M Clark,Bryan Barbin,7
Maria Mclaughlin,1,28,19,15,9,23,10,10,7,3,0,7
Carolyn H Nichols,,1,19,15,9,22,11,8,6,3,0,7
Geoff Moulton,,,0,10,5,14,7,8,6,1,0,7
Debbie Kunselman,,,,0,4,13,3,4,5,2,0,7
Bill Caye,,,,,0,7,5,2,2,3,0,7
Ellen Ceisler,,,,,,0,4,3,5,3,0,7
Timothy Barry,,,,,,,1,4,0,0,0,7
Joe Cosgrove,,,,,,,,0,2,0,0,7
Todd Eagen,,,,,,,,,0,0,0,7
Irene M Clark,,,,,,,,,,0,0,7
Bryan Barbin,,,,,,,,,,,0,7
Total,35,32,20,16,10,25,14,11,8,3,0,7
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,8
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Timothy Barry,Todd Eagen,Joe Cosgrove,Irene M Clark,Bryan Barbin,8
Carolyn H Nichols,0,38,31,24,9,28,11,12,10,8,0,8
Maria Mclaughlin,,2,33,26,10,26,9,14,10,8,1,8
Geoff Moulton,,,0,24,8,23,9,13,8,6,1,8
Debbie Kunselman,,,,0,5,19,4,12,8,6,1,8
Bill Caye,,,,,0,6,4,2,5,4,1,8
Ellen Ceisler,,,,,,0,3,11,3,6,0,8
Timothy Barry,,,,,,,1,0,5,0,0,8
Todd Eagen,,,,,,,,0,1,0,1,8
Joe Cosgrove,,,,,,,,,0,2,0,8
Irene M Clark,,,,,,,,,,0,0,8
Bryan Barbin,,,,,,,,,,,0,8
Total,46,44,36,27,11,29,16,15,12,8,1,8
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,9
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Irene M Clark,Todd Eagen,Bryan Barbin,9
Maria Mclaughlin,3,47,33,23,16,46,15,11,11,9,0,9
Carolyn H Nichols,,1,34,26,19,48,12,13,11,9,0,9
Geoff Moulton,,,0,18,16,30,12,10,8,8,0,9
Debbie Kunselman,,,,0,6,26,9,5,8,2,0,9
Bill Caye,,,,,0,16,7,7,3,6,1,9
Ellen Ceisler,,,,,,1,9,8,10,8,0,9
Joe Cosgrove,,,,,,,1,4,0,2,0,9
Timothy Barry,,,,,,,,0,0,0,0,9
Irene M Clark,,,,,,,,,1,1,0,9
Todd Eagen,,,,,,,,,,0,0,9
Bryan Barbin,,,,,,,,,,,0,9
Total,61,58,37,27,21,53,19,16,12,11,1,9
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,10
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Joe Cosgrove,Todd Eagen,Timothy Barry,Irene M Clark,Bryan Barbin,10
Carolyn H Nichols,3,60,49,29,12,55,20,23,14,11,0,10
Maria Mclaughlin,,3,50,30,12,53,19,23,13,11,0,10
Geoff Moulton,,,1,30,13,41,22,23,9,8,0,10
Debbie Kunselman,,,,1,5,25,12,14,10,5,0,10
Bill Caye,,,,,0,11,7,4,7,3,0,10
Ellen Ceisler,,,,,,0,9,23,4,8,0,10
Joe Cosgrove,,,,,,,0,0,8,3,0,10
Todd Eagen,,,,,,,,0,1,0,0,10
Timothy Barry,,,,,,,,,0,0,0,10
Irene M Clark,,,,,,,,,,0,0,10
Bryan Barbin,,,,,,,,,,,0,10
Total,76,73,58,35,16,62,25,25,18,11,0,10
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,11
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Bill Caye,Debbie Kunselman,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,11
Carolyn H Nichols,2,28,18,15,12,26,5,6,7,7,1,11
Maria Mclaughlin,,0,21,16,13,22,9,8,6,6,1,11
Geoff Moulton,,,0,10,7,14,7,6,6,3,0,11
Bill Caye,,,,0,7,13,4,5,4,4,1,11
Debbie Kunselman,,,,,0,11,3,3,2,3,1,11
Ellen Ceisler,,,,,,0,4,4,6,6,1,11
Joe Cosgrove,,,,,,,1,2,0,0,0,11
Timothy Barry,,,,,,,,0,1,0,0,11
Todd Eagen,,,,,,,,,0,0,0,11
Irene M Clark,,,,,,,,,,0,0,11
Bryan Barbin,,,,,,,,,,,0,11
Total,35,33,21,17,14,27,10,8,8,7,1,11
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,12
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Irene M Clark,Todd Eagen,Bryan Barbin,12
Maria Mclaughlin,1,15,6,4,4,8,6,5,3,1,1,12
Carolyn H Nichols,,1,5,4,4,7,6,4,3,1,1,12
Geoff Moulton,,,0,1,1,3,1,1,1,2,0,12
Debbie Kunselman,,,,0,3,4,2,1,2,1,1,12
Bill Caye,,,,,0,2,0,1,2,0,1,12
Ellen Ceisler,,,,,,0,1,2,2,1,0,12
Timothy Barry,,,,,,,0,0,0,1,0,12
Joe Cosgrove,,,,,,,,1,0,0,0,12
Irene M Clark,,,,,,,,,0,0,1,12
Todd Eagen,,,,,,,,,,0,0,12
Bryan Barbin,,,,,,,,,,,0,12
Total,20,18,7,6,4,9,9,6,3,2,1,12
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,13
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Todd Eagen,Irene M Clark,Bryan Barbin,13
Maria Mclaughlin,5,62,43,31,19,57,25,20,12,6,5,13
Carolyn H Nichols,,3,44,30,16,55,22,15,11,5,5,13
Geoff Moulton,,,0,27,12,36,17,13,10,6,4,13
Debbie Kunselman,,,,1,9,31,12,11,8,3,3,13
Bill Caye,,,,,0,17,9,8,3,1,1,13
Ellen Ceisler,,,,,,1,13,11,11,4,4,13
Timothy Barry,,,,,,,1,6,1,0,0,13
Joe Cosgrove,,,,,,,,0,1,0,0,13
Todd Eagen,,,,,,,,,0,0,0,13
Irene M Clark,,,,,,,,,,0,1,13
Bryan Barbin,,,,,,,,,,,0,13
Total,84,73,47,36,21,66,29,21,13,7,5,13
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,14
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Todd Eagen,Timothy Barry,Irene M Clark,Joe Cosgrove,Bryan Barbin,14
Maria Mclaughlin,3,29,20,13,8,26,11,8,8,7,0,14
Carolyn H Nichols,,1,20,15,8,24,10,9,8,3,0,14
Geoff Moulton,,,0,11,4,13,11,6,5,4,0,14
Debbie Kunselman,,,,1,6,13,6,2,6,2,0,14
Bill Caye,,,,,0,7,2,4,4,2,0,14
Ellen Ceisler,,,,,,0,7,5,7,1,0,14
Todd Eagen,,,,,,,0,1,0,4,0,14
Timothy Barry,,,,,,,,0,1,0,0,14
Irene M Clark,,,,,,,,,1,0,0,14
Joe Cosgrove,,,,,,,,,,0,0,14
Bryan Barbin,,,,,,,,,,,0,14
Total,41,35,22,16,10,28,12,10,9,9,0,14
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,15
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Bill Caye,Ellen Ceisler,Todd Eagen,Joe Cosgrove,Irene M Clark,Timothy Barry,Bryan Barbin,15
Carolyn H Nichols,1,15,15,13,1,10,8,3,3,3,0,15
Maria Mclaughlin,,2,13,12,1,12,9,2,2,2,0,15
Debbie Kunselman,,,0,12,1,10,8,3,3,2,0,15
Geoff Moulton,,,,0,1,10,8,3,3,2,0,15
Bill Caye,,,,,0,0,1,0,0,2,0,15
Ellen Ceisler,,,,,,0,7,2,2,1,0,15
Todd Eagen,,,,,,,0,1,0,1,0,15
Joe Cosgrove,,,,,,,,0,2,0,0,15
Irene M Clark,,,,,,,,,0,0,0,15
Timothy Barry,,,,,,,,,,0,0,15
Bryan Barbin,,,,,,,,,,,0,15
Total,19,19,15,14,2,13,10,5,4,4,0,15
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,16
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Bill Caye,Ellen Ceisler,Todd Eagen,Timothy Barry,Joe Cosgrove,Irene M Clark,Bryan Barbin,16
Carolyn H Nichols,1,29,22,23,5,27,18,9,6,4,1,16
Maria Mclaughlin,,0,21,22,4,25,16,6,6,3,1,16
Debbie Kunselman,,,1,18,3,19,16,2,2,2,1,16
Geoff Moulton,,,,0,2,19,16,3,4,2,0,16
Bill Caye,,,,,0,3,0,3,1,1,1,16
Ellen Ceisler,,,,,,0,16,1,3,3,0,16
Todd Eagen,,,,,,,0,0,0,0,0,16
Timothy Barry,,,,,,,,0,2,0,1,16
Joe Cosgrove,,,,,,,,,0,0,0,16
Irene M Clark,,,,,,,,,,0,0,16
Bryan Barbin,,,,,,,,,,,1,16
Total,43,35,25,25,6,31,18,11,10,4,2,16
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,17
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Todd Eagen,Irene M Clark,Bryan Barbin,17
Carolyn H Nichols,1,32,32,22,7,28,21,12,12,4,0,17
Maria Mclaughlin,,0,25,20,4,25,12,9,12,3,0,17
Geoff Moulton,,,0,18,4,17,13,12,12,1,0,17
Debbie Kunselman,,,,0,5,18,8,5,11,3,0,17
Bill Caye,,,,,0,5,5,3,0,1,0,17
Ellen Ceisler,,,,,,0,5,2,12,3,0,17
Timothy Barry,,,,,,,0,10,0,0,0,17
Joe Cosgrove,,,,,,,,1,0,0,0,17
Todd Eagen,,,,,,,,,0,0,0,17
Irene M Clark,,,,,,,,,,0,0,17
Bryan Barbin,,,,,,,,,,,0,17
Total,52,37,33,24,7,29,26,14,12,4,0,17
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,18
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Joe Cosgrove,Ellen Ceisler,Timothy Barry,Todd Eagen,Bryan Barbin,Irene M Clark,18
Carolyn H Nichols,1,24,23,15,6,14,13,18,13,2,1,18
Maria Mclaughlin,,2,20,10,3,16,14,9,13,1,1,18
Geoff Moulton,,,0,12,4,12,7,9,13,2,1,18
Debbie Kunselman,,,,0,5,5,9,6,8,2,1,18
Bill Caye,,,,,0,2,3,4,1,1,0,18
Joe Cosgrove,,,,,,1,2,6,5,0,0,18
Ellen Ceisler,,,,,,,3,2,6,1,0,18
Timothy Barry,,,,,,,,0,2,1,0,18
Todd Eagen,,,,,,,,,0,0,1,18
Bryan Barbin,,,,,,,,,,0,1,18
Irene M Clark,,,,,,,,,,,0,18
Total,40,38,25,17,6,22,21,21,16,3,2,18
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,19
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Ellen Ceisler,Timothy Barry,Todd Eagen,Joe Cosgrove,Irene M Clark,Bryan Barbin,19
Carolyn H Nichols,11,22,17,13,4,26,10,11,6,1,0,19
Maria Mclaughlin,,1,16,13,4,15,7,10,6,2,0,19
Geoff Moulton,,,0,12,2,11,5,9,4,1,0,19
Debbie Kunselman,,,,0,2,12,1,8,1,1,0,19
Bill Caye,,,,,0,3,1,1,2,0,0,19
Ellen Ceisler,,,,,,1,1,9,2,1,0,19
Timothy Barry,,,,,,,0,2,4,0,0,19
Todd Eagen,,,,,,,,0,0,0,0,19
Joe Cosgrove,,,,,,,,,0,0,0,19
Irene M Clark,,,,,,,,,,0,0,19
