col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Geoff Moulton,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Bill Caye,Stella Tsai,Vikki Kristiansson,Deborah Cianfrani,Vincent Furlong,Lucretia C Clemons,Zac Shaffer,Daniel R Sulman,David Conroy,Shanese Johnson,Vincent Melchiorre,Mark B Cohen,Leon Goodman,Deborah Canty,Rania Major,Crystal B Powell,John Macoretta,Brian Mclaughlin,Jennifer Schultz,Danyl S Patterson,Lawrence J Bozzelli,Henry Mcgregor Sias,Wendi Barish,Terri M Booker,Mark J Moore,Leonard Deutchman,Jon Marshall,Bill Rice,Matthew C Monroe,Dawn M Tancredi,Christian Dicicco,Betsy Wahl,All
Geoff Moulton,16,"1,075","1,005",489,350,"1,481","1,487","1,432","1,335","1,000",921,939,938,554,779,440,469,477,474,350,323,299,255,244,250,249,205,204,171,124,106,80,3,3,2,2,All
Carolyn H Nichols,,51,"1,249",585,414,889,853,806,660,584,426,404,413,751,280,569,574,587,611,482,364,377,333,281,307,305,309,285,219,138,122,98,4,4,2,1,All
Maria Mclaughlin,,,26,564,399,743,764,719,598,516,386,367,361,646,251,492,457,512,553,403,317,343,303,221,275,258,270,247,180,126,120,101,2,4,2,1,All
Debbie Kunselman,,,,6,178,384,372,370,265,266,198,232,166,298,155,220,251,282,269,201,148,157,204,102,129,120,202,134,92,90,73,48,3,1,1,0,All
Bill Caye,,,,,1,253,243,231,204,188,172,186,135,206,129,170,186,208,191,142,100,112,121,77,88,80,105,107,84,71,63,53,2,2,0,1,All
Stella Tsai,,,,,,11,"1,352","1,357","1,161",828,761,841,739,397,688,291,236,303,399,179,268,244,202,87,234,238,179,135,87,74,54,45,3,3,2,1,All
Vikki Kristiansson,,,,,,,4,"1,348","1,167",819,889,810,865,381,699,345,336,346,392,197,340,244,180,170,243,231,142,93,81,111,44,30,2,1,3,1,All
Deborah Cianfrani,,,,,,,,4,"1,179",850,770,816,756,406,707,294,223,276,385,192,249,237,207,75,230,246,175,122,94,71,49,36,3,1,3,2,All
Vincent Furlong,,,,,,,,,3,759,766,756,726,287,706,262,210,208,324,128,237,216,120,91,202,218,84,75,69,40,46,40,2,2,0,1,All
Lucretia C Clemons,,,,,,,,,,7,735,684,756,309,674,186,266,232,170,267,49,68,141,121,38,53,144,143,139,39,63,49,2,1,1,1,All
Zac Shaffer,,,,,,,,,,,2,716,786,153,723,186,269,225,105,130,98,71,71,142,44,36,70,57,55,91,35,18,1,1,2,1,All
Daniel R Sulman,,,,,,,,,,,,1,676,166,652,148,150,179,117,92,78,69,115,48,52,45,93,67,59,53,39,31,2,1,1,1,All
David Conroy,,,,,,,,,,,,,2,159,619,183,265,209,80,178,93,65,57,181,22,20,43,50,54,72,31,23,0,1,2,1,All
Shanese Johnson,,,,,,,,,,,,,,16,98,300,278,337,384,308,157,158,209,159,150,121,173,185,106,53,66,56,3,3,2,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,1,95,109,107,68,59,42,46,59,40,30,24,61,37,41,43,32,22,0,2,1,1,All
Mark B Cohen,,,,,,,,,,,,,,,,18,272,324,244,199,180,154,143,161,117,86,102,114,85,99,41,52,2,1,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,,14,307,192,250,146,129,141,218,69,102,138,128,124,120,74,50,2,2,1,0,All
Deborah Canty,,,,,,,,,,,,,,,,,,14,252,263,133,108,216,194,80,75,163,148,100,125,60,37,3,4,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,,6,192,246,265,168,91,258,223,125,115,73,56,60,40,3,0,1,1,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,3,42,83,128,189,26,36,127,172,104,31,68,54,0,0,1,1,All
John Macoretta,,,,,,,,,,,,,,,,,,,,,3,195,62,83,206,203,50,31,34,79,25,16,2,1,1,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,2,65,52,213,186,60,42,41,41,33,14,1,0,0,0,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,1,40,56,79,165,109,61,55,40,30,1,4,0,1,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,6,19,17,35,65,49,69,40,24,0,0,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,1,204,54,25,30,35,26,10,1,1,0,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,37,37,37,19,11,0,3,0,0,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,0,103,77,45,34,29,0,1,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,75,31,49,48,0,1,1,1,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,35,37,31,0,0,0,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,14,1,1,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,0,0,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,203","1,917","1,538",699,500,"1,847","1,808","1,735","1,540","1,235","1,108","1,085","1,068",951,885,781,769,763,722,552,485,454,423,374,366,355,345,333,275,210,158,117,6,5,3,2,All
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
