col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,City Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Shanese Johnson,Stella Tsai,Deborah Cianfrani,Crystal B Powell,Vikki Kristiansson,Deborah Canty,Zac Shaffer,Danyl S Patterson,Mark B Cohen,Leon Goodman,Rania Major,Lucretia C Clemons,Daniel R Sulman,John Macoretta,David Conroy,Vincent Furlong,Brian Mclaughlin,Vincent Melchiorre,Lawrence J Bozzelli,Jennifer Schultz,Terri M Booker,Henry Mcgregor Sias,Wendi Barish,Mark J Moore,Leonard Deutchman,Bill Rice,Jon Marshall,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,Christian Dicicco,All
Rebecca Rhynhart,48,0,0,316,333,303,227,322,290,190,202,236,211,276,181,117,199,116,194,199,101,163,142,115,152,123,83,81,64,41,2,0,1,0,All
Alan L Butkovitz,,51,0,377,308,308,327,177,209,272,260,212,186,147,187,218,113,198,120,92,178,111,88,115,80,64,74,36,41,47,3,1,0,1,All
Bobbie T Curry,,,0,6,6,7,3,2,3,0,3,5,1,4,4,4,3,2,1,3,3,2,2,4,2,0,0,1,2,1,0,0,0,0,All
Shanese Johnson,,,,11,369,380,379,200,243,269,279,187,163,211,227,240,120,182,121,104,199,127,122,123,85,98,66,40,50,37,2,1,1,0,All
Stella Tsai,,,,,8,403,247,267,176,226,198,136,119,253,163,224,191,169,166,175,173,174,109,78,170,98,44,30,36,26,2,2,0,1,All
Deborah Cianfrani,,,,,,3,270,272,171,214,175,162,131,272,147,172,200,132,179,171,145,195,114,96,171,96,55,28,31,28,4,1,0,0,All
Crystal B Powell,,,,,,,12,137,232,291,322,151,184,114,251,203,50,208,83,50,186,48,112,138,37,86,95,16,54,52,0,0,1,1,All
Vikki Kristiansson,,,,,,,,12,228,199,151,196,194,252,125,59,241,150,181,161,57,174,90,56,166,77,44,81,17,14,3,1,0,1,All
Deborah Canty,,,,,,,,,11,190,202,238,240,166,161,100,102,122,103,65,64,63,138,118,60,104,86,100,45,40,1,2,0,1,All
