col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Mark B Cohen,Stella Tsai,Deborah Cianfrani,Shanese Johnson,Vikki Kristiansson,Zac Shaffer,Deborah Canty,Lucretia C Clemons,Crystal B Powell,David Conroy,Leon Goodman,John Macoretta,Rania Major,Danyl S Patterson,Daniel R Sulman,Vincent Melchiorre,Jennifer Schultz,Vincent Furlong,Brian Mclaughlin,Henry Mcgregor Sias,Leonard Deutchman,Lawrence J Bozzelli,Wendi Barish,Terri M Booker,Mark J Moore,Jon Marshall,Bill Rice,Matthew C Monroe,Christian Dicicco,Dawn M Tancredi,Betsy Wahl,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Michael W Untermeyer,Rich Negrin,John O Neill,Teresa Carr Deni,All
Mark B Cohen,15,332,355,368,447,356,466,251,280,324,389,364,302,326,162,113,217,197,158,149,240,134,115,149,128,69,66,3,0,2,0,357,425,272,112,56,5,6,All
Stella Tsai,,2,697,568,324,365,214,395,315,314,128,256,329,188,378,303,173,249,181,199,48,192,141,91,66,39,28,1,1,1,0,393,213,172,65,110,7,6,All
Deborah Cianfrani,,,1,566,313,359,212,388,342,314,135,239,340,181,353,313,194,235,205,228,51,208,146,113,73,33,23,3,0,1,0,408,195,160,71,102,6,4,All
Shanese Johnson,,,,2,203,366,243,441,385,312,158,141,252,214,347,315,163,143,115,89,47,81,129,127,104,42,46,3,0,0,0,429,230,160,59,51,7,3,All
Vikki Kristiansson,,,,,2,281,375,110,141,244,288,452,318,229,80,35,136,223,182,211,227,208,106,51,46,25,19,3,1,1,0,171,280,123,59,89,3,4,All
Zac Shaffer,,,,,,0,306,314,278,502,315,225,65,345,352,341,88,61,40,25,227,27,76,35,50,26,17,3,1,0,0,339,255,84,26,17,2,1,All
Deborah Canty,,,,,,,4,193,218,242,361,246,200,256,114,67,212,98,64,65,259,70,161,122,99,54,46,3,2,2,0,233,279,118,38,30,5,4,All
Lucretia C Clemons,,,,,,,,4,406,328,159,75,118,203,293,273,145,69,50,52,27,26,123,135,111,45,41,1,1,1,0,371,143,97,27,23,6,3,All
