col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,All
,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Todd Eagen,Irene M Clark,Bryan Barbin,Lawrence S Krasner,Tariq Karim El Shabazz,Rich Negrin,Joe Khan,Michael W Untermeyer,John O Neill,Teresa Carr Deni,All
Ellen Ceisler,7,209,192,323,165,13,588,208,137,136,113,10,20,All
Timothy Barry,,7,150,17,15,4,146,98,124,110,76,2,8,All
Joe Cosgrove,,,9,12,7,6,176,70,85,82,41,11,2,All
Todd Eagen,,,,2,7,1,179,35,73,35,48,3,3,All
Irene M Clark,,,,,1,0,111,43,16,24,14,2,6,All
Bryan Barbin,,,,,,0,15,5,2,3,0,2,1,All
Lawrence S Krasner,,,,,,,206,0,0,0,0,0,0,All
Tariq Karim El Shabazz,,,,,,,,126,0,0,0,0,0,All
Rich Negrin,,,,,,,,,79,0,0,0,0,All
Joe Khan,,,,,,,,,,63,0,0,0,All
Michael W Untermeyer,,,,,,,,,,,73,0,0,All
John O Neill,,,,,,,,,,,,5,0,All
Teresa Carr Deni,,,,,,,,,,,,,2,All
Total,"1,228",579,483,382,219,28,933,418,344,313,252,26,25,All
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,1
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Lawrence S Krasner,Rich Negrin,Michael W Untermeyer,Joe Khan,Tariq Karim El Shabazz,John O Neill,Teresa Carr Deni,1
Ellen Ceisler,0,7,7,13,8,0,22,7,8,5,4,2,1,1
Joe Cosgrove,,1,5,0,0,0,8,5,0,3,0,1,0,1
Timothy Barry,,,0,0,0,0,4,4,4,2,1,0,1,1
Todd Eagen,,,,0,0,0,8,3,2,0,1,0,0,1
Irene M Clark,,,,,0,0,3,2,1,0,1,1,0,1
Bryan Barbin,,,,,,0,0,0,0,0,0,0,0,1
Lawrence S Krasner,,,,,,,6,0,0,0,0,0,0,1
Rich Negrin,,,,,,,,4,0,0,0,0,0,1
Michael W Untermeyer,,,,,,,,,1,0,0,0,0,1
Joe Khan,,,,,,,,,,2,0,0,0,1
Tariq Karim El Shabazz,,,,,,,,,,,3,0,0,1
John O Neill,,,,,,,,,,,,0,0,1
Teresa Carr Deni,,,,,,,,,,,,,0,1
Total,49,18,16,14,8,0,34,16,11,9,7,2,1,1
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,2
,Ellen Ceisler,Joe Cosgrove,Todd Eagen,Timothy Barry,Irene M Clark,Bryan Barbin,Lawrence S Krasner,Joe Khan,Tariq Karim El Shabazz,Michael W Untermeyer,Rich Negrin,John O Neill,Teresa Carr Deni,2
Ellen Ceisler,1,16,26,12,12,0,35,14,16,5,3,1,2,2
Joe Cosgrove,,1,1,7,2,2,13,10,8,1,3,1,1,2
Todd Eagen,,,0,0,0,0,15,6,1,3,2,0,0,2
Timothy Barry,,,,1,1,0,8,9,5,1,1,1,0,2
Irene M Clark,,,,,0,0,8,3,2,1,3,0,1,2
Bryan Barbin,,,,,,0,1,0,1,0,0,0,0,2
Lawrence S Krasner,,,,,,,12,0,0,0,0,0,0,2
Joe Khan,,,,,,,,2,0,0,0,0,0,2
Tariq Karim El Shabazz,,,,,,,,,6,0,0,0,0,2
Michael W Untermeyer,,,,,,,,,,5,0,0,0,2
Rich Negrin,,,,,,,,,,,3,0,0,2
John O Neill,,,,,,,,,,,,0,0,2
Teresa Carr Deni,,,,,,,,,,,,,0,2
Total,77,38,27,26,18,2,58,26,25,12,9,2,2,2
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,3
,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Todd Eagen,Irene M Clark,Bryan Barbin,Lawrence S Krasner,Michael W Untermeyer,Tariq Karim El Shabazz,Joe Khan,Rich Negrin,Teresa Carr Deni,John O Neill,3
Ellen Ceisler,1,7,5,11,8,0,21,7,8,8,0,1,0,3
Timothy Barry,,0,6,0,0,0,4,4,5,3,1,0,0,3
Joe Cosgrove,,,0,0,0,0,6,2,2,1,1,0,0,3
Todd Eagen,,,,0,1,0,4,4,3,1,0,0,0,3
