col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Dwayne Woodruff,Stella Tsai,Deborah Cianfrani,Vikki Kristiansson,Vincent Furlong,Zac Shaffer,Daniel R Sulman,Lucretia C Clemons,Vincent Melchiorre,Deborah Canty,David Conroy,Shanese Johnson,Mark B Cohen,Rania Major,Brian Mclaughlin,John Macoretta,Lawrence J Bozzelli,Leon Goodman,Henry Mcgregor Sias,Crystal B Powell,Jennifer Schultz,Wendi Barish,Terri M Booker,Mark J Moore,Danyl S Patterson,Jon Marshall,Leonard Deutchman,Bill Rice,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,All
Dwayne Woodruff,65,575,510,501,447,306,302,289,268,228,245,228,215,221,189,169,153,145,143,131,127,112,79,62,66,46,44,39,2,1,0,0,All
Stella Tsai,,7,434,430,367,236,248,225,215,108,202,125,92,154,118,117,113,59,122,53,72,67,37,25,20,19,23,13,2,1,0,0,All
Deborah Cianfrani,,,4,402,372,217,220,224,205,102,186,118,102,145,121,114,116,49,113,56,74,61,42,27,19,18,20,17,2,1,0,0,All
Vikki Kristiansson,,,,4,358,237,234,219,204,99,209,102,94,139,111,113,111,61,100,57,67,49,30,17,32,11,13,12,1,0,0,0,All
Vincent Furlong,,,,,0,210,215,194,197,72,188,81,88,110,101,95,89,45,97,38,47,30,21,21,24,18,14,10,2,0,0,0,All
Zac Shaffer,,,,,,4,231,198,216,52,205,29,65,27,19,13,20,43,20,35,29,32,14,14,28,14,17,11,1,1,1,0,All
Daniel R Sulman,,,,,,,2,196,215,63,196,43,53,31,24,25,30,44,30,27,35,37,12,14,16,15,24,5,1,1,2,0,All
Lucretia C Clemons,,,,,,,,7,177,69,190,59,56,38,17,10,13,39,20,58,47,39,34,26,27,17,3,11,3,2,0,0,All
