col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,City Controller - Democrat,,,District Attorney - Democrat,,,,,,,All
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Lawrence S Krasner,Joe Khan,Rich Negrin,Tariq Karim El Shabazz,Michael W Untermeyer,John O Neill,Teresa Carr Deni,All
Rebecca Rhynhart,"1,068",0,0,"29,782","18,333","12,349","7,915","4,890","2,454","1,370",All
Alan L Butkovitz,,"1,705",0,"20,784","9,221","6,575","5,414","5,246","5,335",594,All
Bobbie T Curry,,,61,361,257,566,245,134,44,25,All
Lawrence S Krasner,,,,"7,705",0,0,0,0,0,0,All
Joe Khan,,,,,"3,303",0,0,0,0,0,All
Rich Negrin,,,,,,"2,308",0,0,0,0,All
Tariq Karim El Shabazz,,,,,,,"4,219",0,0,0,All
Michael W Untermeyer,,,,,,,,"2,202",0,0,All
John O Neill,,,,,,,,,"1,257",0,All
Teresa Carr Deni,,,,,,,,,,251,All
Total,"78,161","54,874","1,693","58,632","31,114","21,798","17,793","12,472","9,090","2,240",All
