col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Superior Court - Democrat,,,,,City Controller - Democrat,,,All
,Geoff Moulton,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Bill Caye,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,All
Geoff Moulton,200,"1,500","1,423",705,476,"1,988",904,21,All
Carolyn H Nichols,,106,"1,700",796,549,"1,120","1,142",32,All
Maria Mclaughlin,,,40,789,540,961,977,22,All
Debbie Kunselman,,,,15,199,397,478,10,All
Bill Caye,,,,,18,316,281,7,All
Alan L Butkovitz,,,,,,160,0,0,All
Rebecca Rhynhart,,,,,,,150,0,All
Bobbie T Curry,,,,,,,,7,All
Total,"3,173","2,481","2,060",935,650,"2,606","1,694",47,All
,Judge Of The Superior Court - Democrat,,,,,City Controller - Democrat,,,1
,Geoff Moulton,Carolyn H Nichols,Maria Mclaughlin,Bill Caye,Debbie Kunselman,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,1
Geoff Moulton,8,34,37,14,9,48,26,0,1
Carolyn H Nichols,,1,39,15,10,21,33,0,1
Maria Mclaughlin,,,1,16,11,23,27,0,1
Bill Caye,,,,0,3,7,8,0,1
Debbie Kunselman,,,,,0,4,8,0,1
Alan L Butkovitz,,,,,,6,0,0,1
Rebecca Rhynhart,,,,,,,10,0,1
Bobbie T Curry,,,,,,,,0,1
Total,84,58,53,16,13,65,57,0,1
,Judge Of The Superior Court - Democrat,,,,,City Controller - Democrat,,,2
,Carolyn H Nichols,Geoff Moulton,Maria Mclaughlin,Debbie Kunselman,Bill Caye,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,2
Carolyn H Nichols,2,67,83,47,25,55,56,0,2
Geoff Moulton,,5,64,41,17,61,44,0,2
Maria Mclaughlin,,,3,47,23,44,49,1,2
Debbie Kunselman,,,,0,9,18,33,0,2
Bill Caye,,,,,0,15,14,0,2
Alan L Butkovitz,,,,,,7,0,0,2
Rebecca Rhynhart,,,,,,,4,0,2
Bobbie T Curry,,,,,,,,0,2
Total,113,110,97,51,29,94,79,1,2
,Judge Of The Superior Court - Democrat,,,,,City Controller - Democrat,,,3
,Carolyn H Nichols,Geoff Moulton,Maria Mclaughlin,Debbie Kunselman,Bill Caye,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,3
Carolyn H Nichols,5,51,67,28,22,46,47,0,3
Geoff Moulton,,3,50,26,21,57,32,0,3
Maria Mclaughlin,,,2,29,23,46,34,0,3
Debbie Kunselman,,,,0,9,14,18,0,3
Bill Caye,,,,,4,15,10,0,3
Alan L Butkovitz,,,,,,6,0,0,3
Rebecca Rhynhart,,,,,,,10,0,3
Bobbie T Curry,,,,,,,,1,3
Total,99,94,84,33,31,88,73,1,3
,Judge Of The Superior Court - Democrat,,,,,City Controller - Democrat,,,4
