col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,All
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Marissa Brumbach,Matt Wolf,George Twardy,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Crystal B Powell,Christian Dicicco,All
Ellen Ceisler,"4,972","18,413","10,857","21,100","9,025",885,"52,959","29,944","20,221","15,034","10,656","4,294",77,38,28,All
Joe Cosgrove,,"1,612","9,020","1,868",756,398,"25,168","17,762","11,048","5,060","4,952","1,430",29,14,12,All
Timothy Barry,,,"1,316","1,208",784,292,"15,545","17,079","5,595","3,930","4,051","1,763",35,13,21,All
Todd Eagen,,,,339,352,136,"18,773","10,068","8,847","4,379","2,407",871,35,7,5,All
Irene M Clark,,,,,282,256,"7,868","4,197","1,798","2,871","2,099","1,506",8,18,10,All
Bryan Barbin,,,,,,97,943,776,453,453,516,414,4,4,4,All
Marissa Brumbach,,,,,,,"4,066","26,733","17,911","7,510","5,724","1,749",22,19,5,All
Matt Wolf,,,,,,,,"2,780","4,287","3,783","3,569","1,417",27,9,10,All
George Twardy,,,,,,,,,"1,562","2,130","1,283",439,3,3,2,All
Sherman Toppin,,,,,,,,,,"1,624","1,488",794,15,13,4,All
Jon Marshall,,,,,,,,,,,448,853,28,5,7,All
Bill Rice,,,,,,,,,,,,258,9,4,10,All
Betsy Wahl,,,,,,,,,,,,,6,0,2,All
Crystal B Powell,,,,,,,,,,,,,,3,1,All
Christian Dicicco,,,,,,,,,,,,,,,4,All
Total,"84,247","40,188","30,890","26,469","12,264","2,247","77,562","51,905","31,338","21,500","15,131","6,414",130,62,55,All
