col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Stella Tsai,Deborah Cianfrani,Vikki Kristiansson,Shanese Johnson,Zac Shaffer,Lucretia C Clemons,Deborah Canty,Jennifer Schultz,Daniel R Sulman,Wendi Barish,Crystal B Powell,John Macoretta,Rania Major,Vincent Furlong,Mark B Cohen,David Conroy,Leon Goodman,Vincent Melchiorre,Brian Mclaughlin,Henry Mcgregor Sias,Danyl S Patterson,Lawrence J Bozzelli,Terri M Booker,Leonard Deutchman,Mark J Moore,Jon Marshall,Bill Rice,Christian Dicicco,Matthew C Monroe,Dawn M Tancredi,Betsy Wahl,Lawrence S Krasner,Rich Negrin,Joe Khan,Tariq Karim El Shabazz,Michael W Untermeyer,John O Neill,Teresa Carr Deni,All
Stella Tsai,0,672,591,532,427,337,361,376,422,382,299,289,299,265,192,283,190,271,212,267,242,211,114,117,88,55,25,1,0,1,0,345,408,203,95,41,10,12,All
Deborah Cianfrani,,1,394,541,329,171,246,261,318,249,311,229,295,239,191,235,131,273,172,174,230,168,130,75,68,32,23,2,1,1,0,246,322,148,89,42,16,14,All
Vikki Kristiansson,,,4,287,249,331,354,341,206,346,151,310,278,264,195,142,195,76,202,257,86,204,98,126,79,37,21,1,1,1,0,298,239,184,86,36,15,12,All
Shanese Johnson,,,,5,318,176,224,180,294,177,308,145,221,151,143,225,103,249,89,86,248,94,115,45,52,39,35,3,1,0,0,222,278,116,97,32,8,9,All
Zac Shaffer,,,,,2,172,157,149,364,171,254,139,60,101,115,278,151,280,71,95,264,62,41,79,47,27,13,2,1,0,0,183,246,79,78,20,11,5,All
Lucretia C Clemons,,,,,,3,241,277,139,276,170,120,128,96,105,102,168,71,90,154,78,64,106,71,108,57,30,1,0,0,0,251,135,106,65,19,11,8,All
Deborah Canty,,,,,,,0,313,115,304,160,116,172,119,157,113,190,72,103,97,80,95,114,89,73,51,35,2,0,0,0,223,113,122,87,26,7,11,All
Jennifer Schultz,,,,,,,,0,132,327,131,120,173,107,131,70,169,65,110,151,43,99,99,81,89,53,21,1,2,0,0,255,121,108,49,26,9,14,All
Daniel R Sulman,,,,,,,,,1,157,203,125,55,113,81,234,120,262,68,88,225,78,26,74,40,27,13,1,0,0,0,156,223,81,52,19,9,7,All
Wendi Barish,,,,,,,,,,1,127,129,151,121,95,66,174,51,86,135,40,83,94,111,74,41,18,0,1,0,0,224,118,99,56,28,6,13,All
Crystal B Powell,,,,,,,,,,,1,55,109,44,101,217,111,193,49,42,233,22,112,17,69,40,30,1,0,0,0,162,154,71,68,19,8,10,All
John Macoretta,,,,,,,,,,,,0,141,200,122,58,105,53,168,167,47,180,30,92,44,34,16,0,1,1,0,120,168,90,58,39,6,3,All
Rania Major,,,,,,,,,,,,,2,181,151,32,83,46,148,126,45,137,63,30,34,34,23,1,2,1,0,152,108,104,57,20,6,12,All
Vincent Furlong,,,,,,,,,,,,,,0,157,67,103,70,179,154,35,174,30,79,37,29,26,0,2,0,0,105,163,98,47,24,20,3,All
Mark B Cohen,,,,,,,,,,,,,,,1,73,131,65,113,91,79,89,59,38,50,29,28,2,2,1,0,137,105,96,57,36,8,5,All
David Conroy,,,,,,,,,,,,,,,,0,109,216,58,41,252,49,38,61,48,37,26,2,1,0,0,92,198,59,49,11,14,6,All
Leon Goodman,,,,,,,,,,,,,,,,,0,66,99,105,78,83,75,86,97,46,29,0,0,2,0,148,74,78,90,21,12,7,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,0,53,33,223,38,37,40,37,24,24,1,1,0,0,87,190,57,40,11,13,1,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,2,142,28,162,31,44,48,40,27,0,0,0,0,99,128,90,35,27,14,7,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,0,18,151,37,34,69,27,14,0,1,0,0,159,98,68,34,16,5,3,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,2,20,42,25,36,32,20,1,0,0,0,92,161,45,53,7,4,5,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,0,12,54,30,36,14,0,0,0,0,87,99,73,25,26,9,3,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,1,17,47,26,30,1,2,0,0,80,31,35,58,8,2,4,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,0,34,20,12,0,0,0,0,59,69,36,32,12,7,1,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,0,50,26,1,0,0,0,74,44,43,28,9,8,3,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,0,0,2,0,35,34,31,11,6,4,3,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,17,20,17,15,10,3,2,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,0,0,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,All
Lawrence S Krasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,0,0,0,0,0,0,All
Rich Negrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,0,0,0,0,All
Joe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,0,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,0,All
Michael W Untermeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,All
John O Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,All
Teresa Carr Deni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,131",895,890,782,643,603,597,588,560,550,510,498,470,466,456,439,437,414,406,385,383,331,223,218,212,130,86,3,3,2,0,768,720,485,302,137,45,28,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,1
,Deborah Cianfrani,Stella Tsai,Shanese Johnson,Vikki Kristiansson,Deborah Canty,Zac Shaffer,Danyl S Patterson,David Conroy,Crystal B Powell,Leon Goodman,Terri M Booker,Daniel R Sulman,John Macoretta,Vincent Melchiorre,Wendi Barish,Mark B Cohen,Leonard Deutchman,Jennifer Schultz,Lucretia C Clemons,Rania Major,Brian Mclaughlin,Vincent Furlong,Lawrence J Bozzelli,Henry Mcgregor Sias,Bill Rice,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Mark J Moore,Matthew C Monroe,Tariq Karim El Shabazz,Rich Negrin,Lawrence S Krasner,Michael W Untermeyer,Joe Khan,John O Neill,Teresa Carr Deni,1
