col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Dwayne Woodruff,Stella Tsai,Vikki Kristiansson,Deborah Cianfrani,Lucretia C Clemons,Jennifer Schultz,Wendi Barish,Deborah Canty,Vincent Furlong,Henry Mcgregor Sias,Zac Shaffer,Shanese Johnson,Daniel R Sulman,Rania Major,David Conroy,Leon Goodman,Vincent Melchiorre,Brian Mclaughlin,Lawrence J Bozzelli,Mark B Cohen,John Macoretta,Crystal B Powell,Leonard Deutchman,Mark J Moore,Terri M Booker,Danyl S Patterson,Jon Marshall,Bill Rice,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,Christian Dicicco,All
Dwayne Woodruff,180,"1,019",769,681,656,652,627,544,496,500,478,486,454,367,284,311,292,289,298,249,253,243,178,160,163,151,105,51,4,2,0,0,All
Stella Tsai,,4,645,554,523,487,481,436,358,360,377,404,374,283,218,190,232,181,208,136,179,173,112,89,96,124,57,16,3,2,1,0,All
Vikki Kristiansson,,,2,342,403,453,464,405,221,336,200,208,210,262,77,185,68,168,221,119,182,120,105,84,71,30,53,16,4,2,0,0,All
Deborah Cianfrani,,,,4,246,277,248,233,291,162,233,393,241,266,171,81,216,138,139,117,125,170,44,41,95,113,25,18,1,0,1,0,All
Lucretia C Clemons,,,,,1,386,382,314,146,276,297,220,271,108,205,168,158,65,102,64,64,144,92,128,83,90,61,15,3,1,0,0,All
Jennifer Schultz,,,,,,2,481,406,126,218,177,195,149,188,67,187,66,100,122,107,82,155,121,117,111,24,60,20,2,0,0,0,All
Wendi Barish,,,,,,,2,405,112,241,183,176,161,172,60,180,53,91,135,82,68,131,103,109,93,24,56,11,3,1,0,0,All
Deborah Canty,,,,,,,,2,125,159,131,173,114,169,80,145,57,84,122,74,70,110,109,91,73,25,60,16,3,1,0,0,All
Vincent Furlong,,,,,,,,,26,165,180,203,189,147,154,83,150,171,152,106,148,48,54,38,35,48,36,23,0,1,0,0,All
Henry Mcgregor Sias,,,,,,,,,,2,184,70,155,124,41,152,50,135,144,88,156,46,55,84,38,24,39,10,1,1,0,0,All
Zac Shaffer,,,,,,,,,,,2,192,296,54,203,110,233,64,69,67,42,54,63,49,28,107,31,13,3,1,1,0,All
Shanese Johnson,,,,,,,,,,,,1,198,180,143,45,177,44,46,78,46,140,23,15,73,99,15,17,1,0,0,0,All
Daniel R Sulman,,,,,,,,,,,,,0,57,189,115,208,69,71,60,68,58,45,32,23,98,28,13,2,1,1,0,All
Rania Major,,,,,,,,,,,,,,0,22,54,34,106,113,90,111,96,26,13,59,19,13,13,2,0,0,0,All
David Conroy,,,,,,,,,,,,,,,3,39,183,47,37,29,27,43,50,46,22,90,39,13,0,1,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,2,41,60,79,67,65,45,64,73,46,14,35,15,1,1,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,1,45,32,40,23,54,39,15,16,100,12,16,1,1,0,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,3,138,85,124,24,50,36,29,18,31,17,0,0,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,1,68,146,10,67,31,15,10,43,9,0,0,0,0,All
Mark B Cohen,,,,,,,,,,,,,,,,,,,,5,60,43,33,16,39,29,24,17,1,0,0,0,All
John Macoretta,,,,,,,,,,,,,,,,,,,,,1,7,40,28,13,8,22,6,0,1,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,1,11,32,88,53,14,13,1,0,1,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,1,32,11,10,45,16,0,0,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,2,35,14,47,14,0,1,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,0,19,11,17,0,0,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,11,0,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,0,1,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,750","1,068",812,715,701,683,658,573,573,524,520,496,480,379,325,325,324,314,314,268,263,252,193,175,169,158,118,55,4,2,1,0,All
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Dwayne Woodruff,Stella Tsai,Lucretia C Clemons,Wendi Barish,Vikki Kristiansson,Jennifer Schultz,Deborah Cianfrani,Henry Mcgregor Sias,Zac Shaffer,Deborah Canty,Daniel R Sulman,Leon Goodman,Shanese Johnson,Vincent Furlong,Vincent Melchiorre,Lawrence J Bozzelli,Brian Mclaughlin,Crystal B Powell,Rania Major,Leonard Deutchman,Mark J Moore,David Conroy,John Macoretta,Terri M Booker,Danyl S Patterson,Mark B Cohen,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Dwayne Woodruff,16,88,67,66,65,60,58,52,50,47,42,37,35,25,26,24,23,24,24,22,23,22,14,15,14,12,8,3,0,0,0,0,1
Stella Tsai,,0,55,49,57,42,40,36,37,35,36,22,31,14,21,18,13,14,19,11,10,16,11,7,13,7,2,1,0,0,0,0,1
Lucretia C Clemons,,,0,43,35,38,27,34,31,24,27,25,18,6,17,9,5,15,6,9,19,16,3,8,12,2,6,1,0,0,0,0,1
Wendi Barish,,,,0,47,48,27,30,25,36,16,26,15,9,9,13,9,15,15,11,18,5,2,11,2,5,4,1,0,0,0,0,1
Vikki Kristiansson,,,,,0,40,26,31,20,33,21,21,16,16,6,17,12,9,18,9,13,4,9,5,0,8,2,1,0,0,0,0,1
Jennifer Schultz,,,,,,0,27,26,19,33,14,24,14,8,8,10,9,13,12,13,19,5,5,9,2,5,5,1,0,0,0,0,1
Deborah Cianfrani,,,,,,,0,13,17,19,20,9,29,11,17,10,8,19,16,6,10,12,6,10,12,7,0,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,0,24,14,19,22,4,9,6,10,10,8,5,8,13,4,7,6,1,5,3,2,0,0,0,0,1
Zac Shaffer,,,,,,,,,0,13,30,19,14,9,18,12,11,4,4,7,7,17,4,3,11,6,3,2,0,0,0,0,1
Deborah Canty,,,,,,,,,,1,6,15,13,14,4,9,11,8,14,11,11,7,5,7,2,4,6,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,0,16,14,7,19,7,5,6,2,5,5,15,5,3,11,7,0,1,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,0,2,7,2,8,5,8,2,6,12,3,3,5,0,4,1,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,0,2,16,3,2,13,11,4,0,12,2,5,11,5,0,1,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,0,4,14,15,1,8,9,5,5,10,2,1,4,4,0,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,0,4,2,5,4,7,1,14,1,1,12,2,2,2,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,0,14,2,7,8,2,2,6,0,0,5,1,1,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,0,1,7,8,2,3,9,2,2,4,3,0,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,0,4,2,5,3,1,10,2,3,0,1,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,0,2,1,2,5,3,2,5,1,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,0,3,6,1,0,1,2,6,2,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,0,4,3,6,0,1,5,1,0,0,0,0,1
