col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Vincent Furlong,Brian Mclaughlin,Vincent Melchiorre,Vikki Kristiansson,Zac Shaffer,Stella Tsai,Mark B Cohen,David Conroy,Deborah Cianfrani,Wendi Barish,Deborah Canty,Jennifer Schultz,Rania Major,Lawrence J Bozzelli,Daniel R Sulman,Leon Goodman,John Macoretta,Lucretia C Clemons,Shanese Johnson,Henry Mcgregor Sias,Crystal B Powell,Terri M Booker,Leonard Deutchman,Bill Rice,Jon Marshall,Mark J Moore,Danyl S Patterson,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,All
Maria Mclaughlin,25,690,509,399,224,523,461,457,427,430,403,364,399,370,288,278,264,228,221,213,203,198,200,182,149,135,108,81,79,69,71,62,1,1,2,0,All
Carolyn H Nichols,,16,480,364,199,374,343,238,357,242,359,321,204,315,241,249,241,214,197,153,181,176,174,180,146,130,97,72,71,62,68,58,1,1,2,0,All
Geoff Moulton,,,1,308,163,290,259,172,265,192,264,249,152,237,179,188,190,167,159,137,148,151,121,124,120,102,71,67,60,52,55,50,1,1,2,0,All
Debbie Kunselman,,,,1,102,203,175,144,221,150,211,175,102,192,184,173,186,115,99,113,126,98,114,91,78,83,67,55,44,40,40,30,1,0,1,0,All
Bill Caye,,,,,0,132,136,112,101,87,109,111,94,103,67,85,75,66,74,58,72,74,56,55,48,37,41,38,40,24,28,24,0,1,0,0,All
Vincent Furlong,,,,,,16,275,277,250,225,234,215,219,196,144,116,101,123,137,130,127,146,106,95,100,55,42,44,44,31,35,24,0,1,0,0,All
Brian Mclaughlin,,,,,,,17,195,190,132,196,193,139,215,87,121,119,112,165,87,99,141,54,77,102,40,40,53,51,46,34,28,0,0,0,0,All
Vincent Melchiorre,,,,,,,,9,141,313,141,140,291,117,115,77,60,54,84,115,70,66,95,48,26,26,25,46,39,20,18,24,0,1,0,0,All
Vikki Kristiansson,,,,,,,,,7,170,287,141,148,194,189,158,143,149,125,119,92,128,128,120,113,80,53,36,17,13,28,27,0,0,2,0,All
Zac Shaffer,,,,,,,,,,3,141,142,274,82,142,100,79,59,67,130,113,53,103,40,38,55,28,30,28,31,27,36,1,1,1,0,All
Stella Tsai,,,,,,,,,,,2,126,116,211,169,152,146,158,124,111,88,118,123,125,113,64,45,34,21,16,29,27,1,0,1,0,All
Mark B Cohen,,,,,,,,,,,,9,110,161,105,107,111,118,100,88,120,93,67,81,61,64,50,47,41,33,36,32,1,2,1,0,All
David Conroy,,,,,,,,,,,,,6,67,94,73,52,32,55,91,71,56,95,36,22,40,25,40,34,24,25,32,0,1,1,0,All
Deborah Cianfrani,,,,,,,,,,,,,,1,117,136,148,156,135,59,59,115,54,102,83,64,59,31,30,21,22,22,0,1,1,0,All
