col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Vikki Kristiansson,Brian Mclaughlin,Stella Tsai,David Conroy,Vincent Furlong,Zac Shaffer,Mark B Cohen,Deborah Cianfrani,Crystal B Powell,Vincent Melchiorre,Wendi Barish,Deborah Canty,Jennifer Schultz,Daniel R Sulman,Rania Major,Lawrence J Bozzelli,John Macoretta,Lucretia C Clemons,Leon Goodman,Shanese Johnson,Henry Mcgregor Sias,Leonard Deutchman,Terri M Booker,Bill Rice,Mark J Moore,Danyl S Patterson,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,John O Neill,Rich Negrin,Joe Khan,Lawrence S Krasner,Michael W Untermeyer,Teresa Carr Deni,Tariq Karim El Shabazz,All
Vikki Kristiansson,0,194,361,214,256,217,158,211,178,159,209,176,162,157,165,125,140,168,89,105,107,56,50,29,31,36,24,0,0,0,0,125,118,116,104,52,23,7,All
Brian Mclaughlin,,2,206,158,226,115,194,217,88,155,81,94,113,91,120,151,147,73,87,83,112,61,35,48,48,42,51,0,0,0,0,119,149,119,58,77,19,4,All
Stella Tsai,,,1,182,240,175,143,230,152,166,197,165,156,142,151,118,123,164,80,105,113,46,47,27,21,30,27,0,1,0,0,110,125,98,102,50,22,8,All
David Conroy,,,,0,199,316,115,94,258,196,112,83,64,143,49,59,58,122,59,46,34,38,32,46,42,38,35,1,0,0,0,232,92,76,51,48,10,8,All
Vincent Furlong,,,,,0,171,153,171,124,189,121,89,80,132,110,119,119,104,58,89,98,44,30,41,19,23,34,0,0,0,0,143,129,77,61,63,11,10,All
Zac Shaffer,,,,,,3,131,91,252,181,139,94,88,164,64,68,62,96,86,40,43,45,29,33,28,29,20,1,0,1,0,211,61,89,74,34,13,13,All
Mark B Cohen,,,,,,,1,175,102,101,85,107,112,107,116,105,106,55,104,76,68,65,41,50,30,36,26,0,1,0,0,85,77,115,63,71,22,11,All
Deborah Cianfrani,,,,,,,,0,123,114,109,147,137,59,146,132,135,62,47,94,96,41,53,34,21,40,22,0,1,0,0,71,100,103,64,57,32,8,All
Crystal B Powell,,,,,,,,,0,114,119,108,81,89,63,24,29,106,44,67,17,17,66,39,26,39,19,0,1,0,0,158,58,56,64,35,17,14,All
Vincent Melchiorre,,,,,,,,,,2,106,75,68,128,41,76,58,101,54,49,32,46,27,33,21,33,27,0,0,1,0,141,81,57,34,31,14,10,All
Wendi Barish,,,,,,,,,,,2,144,150,112,80,52,43,117,72,63,40,34,51,25,18,14,19,0,1,0,0,87,55,51,72,31,16,7,All
Deborah Canty,,,,,,,,,,,,2,166,67,99,54,52,93,62,72,44,38,57,27,30,29,25,0,0,1,0,44,55,68,80,27,18,8,All
Jennifer Schultz,,,,,,,,,,,,,0,72,85,63,47,83,78,61,38,52,56,31,33,20,29,0,0,1,0,47,50,65,78,31,16,11,All
Daniel R Sulman,,,,,,,,,,,,,,0,47,37,42,85,66,21,38,39,20,22,23,16,24,0,0,1,0,104,42,53,42,35,7,10,All
Rania Major,,,,,,,,,,,,,,,0,96,96,41,53,94,83,27,32,23,15,15,13,0,0,0,0,35,52,67,55,33,15,8,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,0,138,29,58,45,86,43,13,24,23,11,16,0,0,0,0,41,60,66,50,32,9,2,All
John Macoretta,,,,,,,,,,,,,,,,,0,28,51,49,94,36,13,17,20,12,18,0,0,0,0,38,65,70,39,33,6,8,All
Lucretia C Clemons,,,,,,,,,,,,,,,,,,0,40,54,28,19,38,16,30,22,21,0,0,0,0,60,57,41,61,17,7,7,All
Leon Goodman,,,,,,,,,,,,,,,,,,,1,46,40,53,26,29,35,26,22,0,0,1,0,36,35,57,55,16,5,7,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,1,40,11,39,15,13,14,12,0,1,0,0,20,46,46,51,24,10,9,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,1,22,8,19,13,12,12,0,0,0,0,22,46,40,45,27,2,2,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,0,7,24,15,23,14,0,0,1,0,26,25,30,21,11,8,5,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,0,20,25,13,19,0,1,0,0,17,19,24,28,9,8,9,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,0,21,19,20,0,1,0,0,26,20,18,16,15,5,4,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,0,16,28,0,0,0,0,23,14,19,28,8,1,3,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,22,15,14,15,8,13,4,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,20,15,16,12,2,6,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,All
John O Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0,0,0,0,0,All
Rich Negrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,0,0,0,0,All
Joe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0,0,0,All
Lawrence S Krasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,0,0,All
Michael W Untermeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,All
Teresa Carr Deni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,All
Tariq Karim El Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,All
Total,556,552,529,526,506,501,451,439,408,379,328,307,301,300,270,263,262,254,214,208,188,127,115,106,96,92,88,1,1,1,0,447,382,322,245,201,56,45,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,1
,Brian Mclaughlin,Vincent Furlong,David Conroy,Zac Shaffer,Stella Tsai,Vikki Kristiansson,Crystal B Powell,Mark B Cohen,Lucretia C Clemons,Wendi Barish,Daniel R Sulman,Jennifer Schultz,Deborah Cianfrani,John Macoretta,Deborah Canty,Bill Rice,Rania Major,Vincent Melchiorre,Mark J Moore,Terri M Booker,Henry Mcgregor Sias,Leon Goodman,Lawrence J Bozzelli,Leonard Deutchman,Shanese Johnson,Jon Marshall,Danyl S Patterson,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,John O Neill,Rich Negrin,Michael W Untermeyer,Joe Khan,Lawrence S Krasner,Tariq Karim El Shabazz,Teresa Carr Deni,1
Brian Mclaughlin,0,10,8,9,7,8,7,9,4,5,8,4,4,4,3,4,4,4,3,3,2,3,3,3,0,3,1,0,0,0,0,12,7,4,5,1,0,0,1
Vincent Furlong,,0,7,7,9,10,7,7,4,4,4,4,3,4,1,4,2,5,0,1,2,3,2,2,3,1,0,0,0,0,0,8,6,5,1,1,0,0,1
David Conroy,,,0,14,8,7,10,3,5,4,5,2,0,3,3,3,1,3,5,3,3,2,0,1,1,1,1,0,0,0,0,12,3,1,2,1,1,0,1
Zac Shaffer,,,,0,7,8,12,3,3,3,3,1,2,4,1,2,2,3,3,2,2,1,0,0,1,1,1,0,0,0,0,11,4,0,2,2,1,0,1
Stella Tsai,,,,,0,14,6,3,10,7,3,7,3,2,7,2,5,5,3,4,2,3,1,2,2,0,0,0,0,0,0,4,5,1,5,2,1,1,1
Vikki Kristiansson,,,,,,0,5,5,8,8,5,6,2,4,5,2,3,5,2,2,1,1,0,2,3,2,1,0,0,0,0,6,6,2,3,1,0,1,1
Crystal B Powell,,,,,,,0,1,4,3,1,2,3,1,2,1,4,3,1,2,0,2,1,0,1,0,0,0,0,0,0,12,3,0,3,0,0,0,1
Mark B Cohen,,,,,,,,0,3,2,4,3,1,4,2,5,2,3,3,2,1,2,1,3,1,1,2,0,0,0,0,5,4,4,1,0,1,0,1
Lucretia C Clemons,,,,,,,,,0,5,2,5,3,1,6,0,4,6,2,3,1,2,1,2,1,1,1,0,0,0,0,3,2,1,3,1,0,1,1
Wendi Barish,,,,,,,,,,0,3,5,2,0,4,2,4,2,0,3,1,1,0,0,2,1,0,0,0,0,0,5,1,1,3,0,0,1,1
