col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Mark B Cohen,Stella Tsai,Deborah Cianfrani,Vikki Kristiansson,Brian Mclaughlin,Shanese Johnson,Vincent Furlong,Jennifer Schultz,Lucretia C Clemons,Deborah Canty,Daniel R Sulman,Rania Major,Lawrence J Bozzelli,Wendi Barish,John Macoretta,Zac Shaffer,Leon Goodman,Vincent Melchiorre,Henry Mcgregor Sias,David Conroy,Danyl S Patterson,Crystal B Powell,Terri M Booker,Leonard Deutchman,Mark J Moore,Bill Rice,Jon Marshall,Dawn M Tancredi,Christian Dicicco,Matthew C Monroe,Betsy Wahl,All
Maria Mclaughlin,4,356,281,199,99,211,245,196,177,156,138,140,121,126,114,114,116,111,106,106,110,92,100,90,92,78,81,52,39,38,38,25,1,2,2,0,All
Carolyn H Nichols,,7,284,196,99,204,245,179,162,126,143,136,120,125,113,112,113,103,107,95,107,101,98,86,81,83,85,53,41,42,33,25,2,2,2,1,All
Geoff Moulton,,,0,166,75,137,196,140,130,111,102,107,90,103,84,100,92,93,80,80,93,74,82,73,69,65,69,37,32,32,32,23,1,2,1,0,All
Debbie Kunselman,,,,1,43,98,144,95,87,75,71,59,83,80,70,83,50,60,74,55,74,55,68,42,61,55,58,32,34,20,20,17,1,1,1,1,All
Bill Caye,,,,,1,77,55,48,42,44,36,44,46,25,42,29,39,25,33,35,23,40,34,26,15,22,22,24,18,17,22,14,2,1,0,0,All
Mark B Cohen,,,,,,26,107,96,78,75,63,84,75,47,68,51,62,54,60,54,51,61,48,44,32,36,39,38,24,25,28,19,1,0,0,0,All
Stella Tsai,,,,,,,0,148,139,87,104,81,78,87,68,93,99,85,74,73,77,50,67,66,57,55,55,31,24,19,16,9,2,1,1,1,All
Deborah Cianfrani,,,,,,,,2,95,87,76,79,72,49,53,45,84,80,60,64,38,38,42,62,26,27,35,24,18,10,8,8,1,0,1,0,All
