col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Dwayne Woodruff,Vikki Kristiansson,Stella Tsai,Wendi Barish,Lucretia C Clemons,Leon Goodman,Jennifer Schultz,Henry Mcgregor Sias,Zac Shaffer,Daniel R Sulman,John Macoretta,Deborah Canty,Deborah Cianfrani,Lawrence J Bozzelli,Mark B Cohen,Rania Major,David Conroy,Vincent Furlong,Brian Mclaughlin,Shanese Johnson,Leonard Deutchman,Crystal B Powell,Terri M Booker,Mark J Moore,Vincent Melchiorre,Danyl S Patterson,Jon Marshall,Bill Rice,Matthew C Monroe,Christian Dicicco,Dawn M Tancredi,Betsy Wahl,All
Dwayne Woodruff,410,"2,971","2,979","2,368","2,181","1,631","1,668","1,630","1,597","1,576","1,421","1,372","1,153","1,080",902,929,905,866,862,740,507,470,381,393,324,230,225,126,3,2,2,1,All
Vikki Kristiansson,,21,"2,471","1,896","1,921","1,399","1,257","1,334","1,253","1,284","1,340","1,033",816,760,493,675,741,586,542,553,355,292,250,238,129,167,128,37,2,1,1,1,All
Stella Tsai,,,52,"1,928","1,767","1,190","1,319","1,206","1,285","1,350","1,096","1,077",888,793,514,707,747,574,549,556,334,321,245,259,163,165,135,44,2,0,1,1,All
Wendi Barish,,,,25,"1,513","1,134","1,255",738,"1,113","1,114",834,"1,065",663,552,397,473,715,353,337,427,370,312,248,238,147,109,130,35,1,0,1,1,All
Lucretia C Clemons,,,,,6,"1,205",926,"1,029","1,115","1,043",933,770,354,413,258,275,740,233,214,292,261,294,211,271,104,150,134,42,1,0,0,0,All
Leon Goodman,,,,,,4,499,677,956,948,944,383,205,398,325,178,674,257,258,177,263,93,105,195,108,78,87,42,1,1,1,1,All
Jennifer Schultz,,,,,,,3,602,532,482,399,"1,022",684,358,382,496,215,296,321,454,317,345,287,251,117,87,123,43,2,1,1,0,All
Henry Mcgregor Sias,,,,,,,,15,658,640,753,424,340,450,344,286,178,413,376,196,184,85,72,172,120,124,64,26,2,0,0,0,All
Zac Shaffer,,,,,,,,,4,"1,102",640,350,187,341,372,143,660,200,202,109,181,56,54,125,148,113,82,36,0,0,1,1,All
Daniel R Sulman,,,,,,,,,,8,709,339,179,370,320,152,644,234,224,130,222,58,53,88,133,115,64,33,1,1,0,1,All
John Macoretta,,,,,,,,,,,6,283,302,447,213,272,492,397,376,169,198,40,54,99,79,64,66,27,3,0,0,1,All
Deborah Canty,,,,,,,,,,,,2,582,360,253,444,181,291,276,408,244,286,212,188,98,76,114,33,2,0,0,0,All
Deborah Cianfrani,,,,,,,,,,,,,5,345,367,650,45,343,342,455,90,290,228,60,106,63,41,36,2,0,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,8,243,287,250,440,445,143,225,38,46,111,91,47,79,29,1,0,0,0,All
Mark B Cohen,,,,,,,,,,,,,,,12,292,76,241,259,220,132,89,92,63,104,97,48,47,2,0,0,0,All
Rania Major,,,,,,,,,,,,,,,,3,35,314,286,429,87,213,138,42,75,51,35,37,3,1,0,0,All
