col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Marissa Brumbach,Matt Wolf,George Twardy,Jon Marshall,Sherman Toppin,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,Michael W Untermeyer,Rich Negrin,Joe Khan,John O Neill,Lawrence S Krasner,Tariq Karim El Shabazz,Teresa Carr Deni,All
Marissa Brumbach,9,155,143,44,31,18,0,0,0,81,106,115,92,82,10,17,All
Matt Wolf,,9,55,47,19,28,0,0,0,97,100,91,62,67,16,7,All
George Twardy,,,4,15,19,9,0,0,0,101,57,69,60,40,6,2,All
Jon Marshall,,,,0,7,10,1,0,0,28,32,24,18,26,3,2,All
Sherman Toppin,,,,,2,4,0,0,0,10,14,20,8,31,7,3,All
Bill Rice,,,,,,0,0,0,0,17,18,10,23,9,5,8,All
Betsy Wahl,,,,,,,0,0,0,1,0,0,0,0,0,0,All
Christian Dicicco,,,,,,,,0,0,0,0,0,0,0,0,0,All
Crystal B Powell,,,,,,,,,0,0,0,0,0,0,0,0,All
Michael W Untermeyer,,,,,,,,,,60,0,0,0,0,0,0,All
Rich Negrin,,,,,,,,,,,76,0,0,0,0,0,All
Joe Khan,,,,,,,,,,,,50,0,0,0,0,All
John O Neill,,,,,,,,,,,,,61,0,0,0,All
Lawrence S Krasner,,,,,,,,,,,,,,38,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,,,,,,7,0,All
Teresa Carr Deni,,,,,,,,,,,,,,,,8,All
Total,518,451,344,134,95,90,1,0,0,282,271,253,227,191,41,32,All
,Judge Of The Municipal Court - Democrat,,,,,,,,,District Attorney - Democrat,,,,,,,1
,Matt Wolf,Marissa Brumbach,George Twardy,Bill Rice,Jon Marshall,Sherman Toppin,Betsy Wahl,Christian Dicicco,Crystal B Powell,Joe Khan,Michael W Untermeyer,John O Neill,Rich Negrin,Lawrence S Krasner,Tariq Karim El Shabazz,Teresa Carr Deni,1
