col_1,col_2,col_3,division
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,All
,Michael Tomlinson,Vincent Furlong,All
Michael Tomlinson,19,166,All
Vincent Furlong,,7,All
Total,185,173,All
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,1
,Michael Tomlinson,Vincent Furlong,1
Michael Tomlinson,1,11,1
Vincent Furlong,,0,1
Total,12,11,1
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,2
,Michael Tomlinson,Vincent Furlong,2
Michael Tomlinson,5,11,2
Vincent Furlong,,0,2
Total,16,11,2
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,3
,Michael Tomlinson,Vincent Furlong,3
Michael Tomlinson,0,5,3
Vincent Furlong,,0,3
Total,5,5,3
,Judge Of The Court Of Common Pleas - Republican,City Controller - Republican,4
,Vincent Furlong,Michael Tomlinson,4
Vincent Furlong,1,8,4
Michael Tomlinson,,0,4
Total,9,8,4
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,5
,Michael Tomlinson,Vincent Furlong,5
Michael Tomlinson,3,39,5
Vincent Furlong,,2,5
Total,42,41,5
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,6
,Michael Tomlinson,Vincent Furlong,6
Michael Tomlinson,2,11,6
Vincent Furlong,,0,6
Total,13,11,6
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,7
,Michael Tomlinson,Vincent Furlong,7
Michael Tomlinson,1,12,7
Vincent Furlong,,0,7
Total,13,12,7
,Judge Of The Court Of Common Pleas - Republican,City Controller - Republican,8
,Vincent Furlong,Michael Tomlinson,8
Vincent Furlong,1,7,8
Michael Tomlinson,,0,8
Total,8,7,8
,Judge Of The Court Of Common Pleas - Republican,City Controller - Republican,9
,Vincent Furlong,Michael Tomlinson,9
Vincent Furlong,1,7,9
Michael Tomlinson,,0,9
Total,8,7,9
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,10
,Michael Tomlinson,Vincent Furlong,10
Michael Tomlinson,1,3,10
Vincent Furlong,,0,10
Total,4,3,10
,Judge Of The Court Of Common Pleas - Republican,City Controller - Republican,11
,Vincent Furlong,Michael Tomlinson,11
Vincent Furlong,1,7,11
Michael Tomlinson,,0,11
Total,8,7,11
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,12
,Michael Tomlinson,Vincent Furlong,12
Michael Tomlinson,1,5,12
Vincent Furlong,,0,12
Total,6,5,12
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,13
,Michael Tomlinson,Vincent Furlong,13
Michael Tomlinson,1,1,13
Vincent Furlong,,0,13
Total,2,1,13
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,14
,Michael Tomlinson,Vincent Furlong,14
Michael Tomlinson,0,1,14
Vincent Furlong,,0,14
Total,1,1,14
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,16
,Michael Tomlinson,Vincent Furlong,16
Michael Tomlinson,0,2,16
Vincent Furlong,,0,16
Total,2,2,16
,Judge Of The Court Of Common Pleas - Republican,City Controller - Republican,17
,Vincent Furlong,Michael Tomlinson,17
Vincent Furlong,1,1,17
Michael Tomlinson,,0,17
Total,2,1,17
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,18
,Michael Tomlinson,Vincent Furlong,18
Michael Tomlinson,1,2,18
Vincent Furlong,,0,18
Total,3,2,18
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,20
,Michael Tomlinson,Vincent Furlong,20
Michael Tomlinson,2,7,20
Vincent Furlong,,0,20
Total,9,7,20
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,24
,Michael Tomlinson,Vincent Furlong,24
Michael Tomlinson,0,5,24
Vincent Furlong,,0,24
Total,5,5,24
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,25
,Michael Tomlinson,Vincent Furlong,25
Michael Tomlinson,0,2,25
Vincent Furlong,,0,25
Total,2,2,25
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,26
,Michael Tomlinson,Vincent Furlong,26
Michael Tomlinson,0,2,26
Vincent Furlong,,0,26
Total,2,2,26
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,29
,Michael Tomlinson,Vincent Furlong,29
Michael Tomlinson,0,3,29
Vincent Furlong,,0,29
Total,3,3,29
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,30
,Michael Tomlinson,Vincent Furlong,30
Michael Tomlinson,0,1,30
Vincent Furlong,,0,30
Total,1,1,30
,City Controller - Republican,Judge Of The Court Of Common Pleas - Republican,32
,Michael Tomlinson,Vincent Furlong,32
Michael Tomlinson,1,13,32
Vincent Furlong,,0,32
Total,14,13,32
