col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,All
,Geoff Moulton,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Teresa Carr Deni,All
Geoff Moulton,40,"1,500","1,423",705,476,"1,978",475,393,136,108,17,12,All
Carolyn H Nichols,,26,"1,700",796,549,"1,145",508,409,182,153,23,18,All
Maria Mclaughlin,,,10,789,540,954,435,353,144,113,24,13,All
Debbie Kunselman,,,,3,199,438,203,149,61,57,13,9,All
Bill Caye,,,,,1,301,149,114,37,34,5,8,All
Lawrence S Krasner,,,,,,317,0,0,0,0,0,0,All
Tariq Karim El Shabazz,,,,,,,138,0,0,0,0,0,All
Joe Khan,,,,,,,,95,0,0,0,0,All
Rich Negrin,,,,,,,,,47,0,0,0,All
Michael W Untermeyer,,,,,,,,,,34,0,0,All
John O Neill,,,,,,,,,,,4,0,All
Teresa Carr Deni,,,,,,,,,,,,4,All
Total,"3,173","2,481","2,060",935,650,"2,827",912,709,295,244,38,27,All
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,1
,Geoff Moulton,Carolyn H Nichols,Maria Mclaughlin,Bill Caye,Debbie Kunselman,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Michael W Untermeyer,Rich Negrin,John O Neill,Teresa Carr Deni,1
Geoff Moulton,1,34,37,14,9,43,23,10,5,2,0,0,1
Carolyn H Nichols,,0,39,15,10,21,18,10,5,4,0,0,1
Maria Mclaughlin,,,0,16,11,19,18,9,3,4,0,0,1
Bill Caye,,,,0,3,5,7,2,1,1,0,0,1
Debbie Kunselman,,,,,0,6,4,1,2,0,0,0,1
Lawrence S Krasner,,,,,,12,0,0,0,0,0,0,1
Tariq Karim El Shabazz,,,,,,,5,0,0,0,0,0,1
Joe Khan,,,,,,,,6,0,0,0,0,1
Michael W Untermeyer,,,,,,,,,0,0,0,0,1
Rich Negrin,,,,,,,,,,3,0,0,1
John O Neill,,,,,,,,,,,0,0,1
Teresa Carr Deni,,,,,,,,,,,,0,1
Total,84,58,53,16,13,64,36,25,10,9,0,0,1
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,2
,Carolyn H Nichols,Geoff Moulton,Maria Mclaughlin,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Teresa Carr Deni,2
Carolyn H Nichols,0,67,83,47,25,47,27,23,5,7,2,1,2
Geoff Moulton,,0,64,41,17,52,28,14,5,6,3,1,2
Maria Mclaughlin,,,0,47,23,34,26,22,6,5,2,1,2
Debbie Kunselman,,,,0,9,21,11,11,1,4,2,1,2
Bill Caye,,,,,0,6,10,9,1,1,2,0,2
Lawrence S Krasner,,,,,,11,0,0,0,0,0,0,2
Tariq Karim El Shabazz,,,,,,,8,0,0,0,0,0,2
Joe Khan,,,,,,,,4,0,0,0,0,2
Rich Negrin,,,,,,,,,0,0,0,0,2
Michael W Untermeyer,,,,,,,,,,0,0,0,2
John O Neill,,,,,,,,,,,0,0,2
Teresa Carr Deni,,,,,,,,,,,,0,2
Total,113,110,97,51,29,84,56,31,9,8,4,3,2
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,3
,Carolyn H Nichols,Geoff Moulton,Maria Mclaughlin,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Joe Khan,Tariq Karim El Shabazz,Michael W Untermeyer,Rich Negrin,Teresa Carr Deni,John O Neill,3
Carolyn H Nichols,1,51,67,28,22,41,27,16,7,5,1,0,3
Geoff Moulton,,1,50,26,21,57,17,13,3,2,1,0,3
Maria Mclaughlin,,,1,29,23,34,19,19,5,4,1,0,3
Debbie Kunselman,,,,0,9,16,10,3,2,1,1,0,3
Bill Caye,,,,,0,18,5,7,0,1,0,0,3
Lawrence S Krasner,,,,,,10,0,0,0,0,0,0,3
Joe Khan,,,,,,,5,0,0,0,0,0,3
Tariq Karim El Shabazz,,,,,,,,5,0,0,0,0,3
Michael W Untermeyer,,,,,,,,,2,0,0,0,3
Rich Negrin,,,,,,,,,,2,0,0,3
Teresa Carr Deni,,,,,,,,,,,1,0,3
John O Neill,,,,,,,,,,,,1,3
