col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,District Attorney - Democrat,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lawrence S Krasner,Tariq Karim El Shabazz,Rich Negrin,Joe Khan,Michael W Untermeyer,John O Neill,Teresa Carr Deni,Stella Tsai,Shanese Johnson,Vikki Kristiansson,Deborah Cianfrani,Deborah Canty,Lucretia C Clemons,Mark B Cohen,Crystal B Powell,Zac Shaffer,Leon Goodman,Rania Major,Danyl S Patterson,Jennifer Schultz,John Macoretta,Daniel R Sulman,Vincent Furlong,Wendi Barish,Henry Mcgregor Sias,David Conroy,Brian Mclaughlin,Vincent Melchiorre,Lawrence J Bozzelli,Terri M Booker,Leonard Deutchman,Mark J Moore,Jon Marshall,Bill Rice,Dawn M Tancredi,Betsy Wahl,Christian Dicicco,Matthew C Monroe,All
Lawrence S Krasner,131,0,0,0,0,0,0,365,294,326,258,303,328,211,239,219,227,174,160,242,126,170,149,237,211,111,97,93,102,127,75,103,40,34,4,0,0,0,All
Tariq Karim El Shabazz,,60,0,0,0,0,0,116,137,118,93,146,99,118,90,97,132,87,95,54,89,49,60,52,28,74,49,49,35,50,52,37,21,19,2,0,0,0,All
Rich Negrin,,,26,0,0,0,0,178,150,92,136,56,52,75,80,72,36,87,64,42,72,72,72,23,58,56,66,61,68,30,19,14,3,8,2,1,0,0,All
Joe Khan,,,,33,0,0,0,108,101,104,91,91,61,96,51,62,56,77,44,55,62,43,64,44,49,42,59,29,52,37,30,16,20,11,1,0,1,0,All
Michael W Untermeyer,,,,,27,0,0,102,119,50,106,48,44,60,65,76,24,42,71,28,47,61,40,19,29,57,34,51,27,29,14,9,7,9,0,0,0,0,All
John O Neill,,,,,,2,0,8,12,10,8,7,13,1,14,9,14,3,7,5,6,5,3,2,3,10,5,1,4,3,4,2,0,0,0,0,0,0,All
Teresa Carr Deni,,,,,,,1,12,13,9,12,15,8,6,12,3,8,9,4,11,1,8,3,10,0,4,1,4,0,9,1,5,4,1,0,2,0,0,All
Stella Tsai,,,,,,,,3,445,397,471,287,314,192,248,271,172,295,193,243,198,292,221,230,256,173,168,188,185,120,60,63,38,31,2,1,0,0,All
Shanese Johnson,,,,,,,,,5,244,451,309,248,233,347,235,162,286,254,176,140,235,175,144,96,160,127,188,103,150,26,72,38,48,4,0,1,0,All
Vikki Kristiansson,,,,,,,,,,2,283,332,267,273,152,232,231,256,155,211,290,104,209,198,239,158,151,32,174,69,140,41,21,11,4,0,1,0,All
Deborah Cianfrani,,,,,,,,,,,2,224,194,183,286,208,133,274,182,190,181,202,193,161,177,150,159,172,162,152,31,63,31,26,1,0,0,0,All
Deborah Canty,,,,,,,,,,,,5,267,271,237,216,284,198,191,250,156,125,147,206,74,165,96,65,83,125,143,91,51,38,6,2,2,0,All
Lucretia C Clemons,,,,,,,,,,,,,1,151,242,181,208,129,147,222,53,129,81,231,158,99,48,90,48,137,48,120,38,30,1,1,1,0,All
Mark B Cohen,,,,,,,,,,,,,,2,159,185,235,174,170,114,191,89,166,82,95,121,127,64,94,93,101,46,41,39,2,0,2,0,All
Crystal B Powell,,,,,,,,,,,,,,,2,214,174,124,238,158,45,157,80,125,54,160,42,140,23,165,20,93,40,32,1,1,1,0,All
Zac Shaffer,,,,,,,,,,,,,,,,0,215,55,275,102,133,233,76,107,95,251,54,196,53,55,105,34,29,20,4,0,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,,0,105,173,134,145,106,116,140,94,177,82,65,62,93,124,103,37,31,1,1,2,0,All
