col_1,col_2,col_3,col_4,col_5,division
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,All
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,All
Dwayne Woodruff,386,"1,706","1,093",45,All
Alan L Butkovitz,,155,0,0,All
Rebecca Rhynhart,,,164,0,All
Bobbie T Curry,,,,4,All
Total,"3,230","1,861","1,257",49,All
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,1
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,1
Dwayne Woodruff,11,51,43,0,1
Alan L Butkovitz,,6,0,0,1
Rebecca Rhynhart,,,8,0,1
Bobbie T Curry,,,,0,1
Total,105,57,51,0,1
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,2
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,2
Dwayne Woodruff,20,78,35,2,2
Alan L Butkovitz,,10,0,0,2
Rebecca Rhynhart,,,6,0,2
Bobbie T Curry,,,,0,2
Total,135,88,41,2,2
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,3
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,3
Dwayne Woodruff,10,54,36,0,3
Alan L Butkovitz,,6,0,0,3
Rebecca Rhynhart,,,7,0,3
Bobbie T Curry,,,,1,3
Total,100,60,43,1,3
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,4
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,4
Dwayne Woodruff,18,53,39,3,4
Alan L Butkovitz,,6,0,0,4
Rebecca Rhynhart,,,2,0,4
Bobbie T Curry,,,,0,4
Total,113,59,41,3,4
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,5
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,5
Dwayne Woodruff,13,75,55,2,5
Alan L Butkovitz,,5,0,0,5
Rebecca Rhynhart,,,7,0,5
Bobbie T Curry,,,,0,5
Total,145,80,62,2,5
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,6
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,6
Dwayne Woodruff,13,82,31,1,6
Alan L Butkovitz,,1,0,0,6
Rebecca Rhynhart,,,7,0,6
Bobbie T Curry,,,,0,6
Total,127,83,38,1,6
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,7
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,7
Dwayne Woodruff,17,59,37,1,7
Alan L Butkovitz,,7,0,0,7
Rebecca Rhynhart,,,5,0,7
Bobbie T Curry,,,,0,7
Total,114,66,42,1,7
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,8
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,8
Dwayne Woodruff,5,53,34,1,8
Alan L Butkovitz,,3,0,0,8
Rebecca Rhynhart,,,9,0,8
Bobbie T Curry,,,,0,8
Total,93,56,43,1,8
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,9
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,9
Dwayne Woodruff,16,51,43,0,9
Alan L Butkovitz,,6,0,0,9
Rebecca Rhynhart,,,7,0,9
Bobbie T Curry,,,,0,9
Total,110,57,50,0,9
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,10
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,10
Dwayne Woodruff,9,50,24,1,10
Alan L Butkovitz,,2,0,0,10
Rebecca Rhynhart,,,4,0,10
Bobbie T Curry,,,,0,10
Total,84,52,28,1,10
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,11
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,11
Dwayne Woodruff,5,33,23,0,11
Alan L Butkovitz,,2,0,0,11
Rebecca Rhynhart,,,10,0,11
Bobbie T Curry,,,,0,11
Total,61,35,33,0,11
,Justice Of The Supreme Court - Democrat,City Controller - Democrat,,,12
,Dwayne Woodruff,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,12
Dwayne Woodruff,9,56,39,0,12
Alan L Butkovitz,,6,0,0,12
Rebecca Rhynhart,,,4,0,12
Bobbie T Curry,,,,1,12
Total,104,62,43,1,12
