col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 4th District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Curtis Jones Jr,Ron Adams,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Jen Devor,Annette Thompson,Luigi Borda,Carla Cain,Dennis Lee,Moira Bohannon,Robin Trent,Lewis Harris Jr,Warren Bloom,All
Curtis Jones Jr,191,0,846,734,494,183,188,141,81,74,62,43,39,40,22,All
Ron Adams,,75,185,185,128,144,65,48,52,48,30,32,23,9,18,All
Omar Sabir,,,49,538,131,63,6,37,16,21,24,7,6,8,5,All
Lisa Deeley,,,,20,155,63,18,52,18,21,6,11,8,7,7,All
Kahlil Williams,,,,,25,36,178,28,17,18,23,8,9,13,3,All
Marwan Kreidie,,,,,,18,11,9,21,4,8,11,9,1,1,All
Jen Devor,,,,,,,3,8,19,7,4,7,2,1,0,All
Annette Thompson,,,,,,,,3,2,20,3,7,5,3,2,All
Luigi Borda,,,,,,,,,15,10,10,1,4,2,6,All
Carla Cain,,,,,,,,,,0,1,8,5,3,0,All
Dennis Lee,,,,,,,,,,,5,3,4,3,5,All
Moira Bohannon,,,,,,,,,,,,2,5,0,2,All
Robin Trent,,,,,,,,,,,,,1,3,1,All
Lewis Harris Jr,,,,,,,,,,,,,,0,3,All
Warren Bloom,,,,,,,,,,,,,,,0,All
Total,"1,885",669,"1,181","1,062",711,356,278,195,159,127,106,80,65,51,42,All
,City Commissioners - Democrat,,,,,,,,,,,,,District Council 4th District - Democrat,,1
,Omar Sabir,Lisa Deeley,Marwan Kreidie,Dennis Lee,Kahlil Williams,Carla Cain,Lewis Harris Jr,Luigi Borda,Robin Trent,Annette Thompson,Jen Devor,Moira Bohannon,Warren Bloom,Curtis Jones Jr,Ron Adams,1
Omar Sabir,6,46,3,2,1,1,0,1,0,0,0,0,0,60,8,1
Lisa Deeley,,0,0,0,1,1,0,0,0,0,0,0,0,39,5,1
Marwan Kreidie,,,0,1,0,0,0,0,0,0,0,0,0,3,4,1
Dennis Lee,,,,0,0,0,0,0,0,0,0,0,0,2,1,1
Kahlil Williams,,,,,1,0,0,0,0,0,0,0,0,2,0,1
Carla Cain,,,,,,0,0,0,0,0,0,0,0,0,2,1
Lewis Harris Jr,,,,,,,0,0,1,0,0,0,0,1,0,1
Luigi Borda,,,,,,,,0,0,0,0,0,0,1,0,1
Robin Trent,,,,,,,,,0,0,0,0,0,1,0,1
Annette Thompson,,,,,,,,,,0,0,0,0,0,0,1
Jen Devor,,,,,,,,,,,0,0,0,0,0,1
Moira Bohannon,,,,,,,,,,,,0,0,0,0,1
Warren Bloom,,,,,,,,,,,,,0,0,0,1
Curtis Jones Jr,,,,,,,,,,,,,,6,0,1
Ron Adams,,,,,,,,,,,,,,,0,1
Total,80,50,7,3,3,2,1,1,1,0,0,0,0,71,12,1
,District Council 4th District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,2
,Curtis Jones Jr,Ron Adams,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Dennis Lee,Carla Cain,Annette Thompson,Luigi Borda,Lewis Harris Jr,Robin Trent,Warren Bloom,Jen Devor,Moira Bohannon,2
Curtis Jones Jr,14,0,68,30,16,7,6,5,5,3,3,3,2,1,0,2
Ron Adams,,6,14,8,6,7,1,3,2,2,1,1,1,0,0,2
Omar Sabir,,,6,21,12,6,4,1,3,1,1,2,0,1,0,2
Lisa Deeley,,,,1,2,2,1,3,1,0,0,0,0,0,0,2
Kahlil Williams,,,,,3,1,2,0,1,0,2,0,1,0,0,2
Marwan Kreidie,,,,,,0,0,0,0,1,0,0,0,0,0,2
Dennis Lee,,,,,,,0,0,0,2,1,0,0,0,0,2
Carla Cain,,,,,,,,0,1,0,0,2,0,0,0,2
Annette Thompson,,,,,,,,,0,0,0,0,0,0,0,2
Luigi Borda,,,,,,,,,,0,0,0,1,0,0,2
Lewis Harris Jr,,,,,,,,,,,0,0,0,0,0,2
Robin Trent,,,,,,,,,,,,0,0,0,0,2
Warren Bloom,,,,,,,,,,,,,0,0,0,2
Jen Devor,,,,,,,,,,,,,,0,0,2
Moira Bohannon,,,,,,,,,,,,,,,0,2
Total,109,38,93,40,29,14,10,8,7,7,5,4,3,1,0,2
,District Council 4th District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,3
,Curtis Jones Jr,Ron Adams,Omar Sabir,Lisa Deeley,Marwan Kreidie,Kahlil Williams,Annette Thompson,Dennis Lee,Luigi Borda,Robin Trent,Carla Cain,Lewis Harris Jr,Jen Devor,Moira Bohannon,Warren Bloom,3
Curtis Jones Jr,7,0,63,46,10,12,9,3,2,1,2,2,0,0,0,3
Ron Adams,,5,18,13,9,2,1,3,2,3,1,0,0,0,0,3
Omar Sabir,,,6,54,3,6,5,2,3,1,0,0,0,0,0,3
Lisa Deeley,,,,2,3,3,0,0,1,1,1,0,0,0,0,3
Marwan Kreidie,,,,,2,1,0,0,0,0,2,0,0,0,0,3
Kahlil Williams,,,,,,1,1,2,0,0,0,1,0,0,0,3
Annette Thompson,,,,,,,0,1,0,0,0,1,0,0,0,3
Dennis Lee,,,,,,,,0,1,1,0,0,0,0,0,3
Luigi Borda,,,,,,,,,1,1,0,0,0,0,0,3
Robin Trent,,,,,,,,,,0,0,0,0,0,0,3
Carla Cain,,,,,,,,,,,0,0,0,0,0,3
Lewis Harris Jr,,,,,,,,,,,,0,0,0,0,3
Jen Devor,,,,,,,,,,,,,0,0,0,3
Moira Bohannon,,,,,,,,,,,,,,0,0,3
Warren Bloom,,,,,,,,,,,,,,,0,3
Total,96,36,96,72,21,18,10,7,7,4,3,2,0,0,0,3
,City Commissioners - Democrat,,,,,,,,,,,,,District Council 4th District - Democrat,,4
,Omar Sabir,Lisa Deeley,Marwan Kreidie,Kahlil Williams,Annette Thompson,Carla Cain,Dennis Lee,Luigi Borda,Lewis Harris Jr,Robin Trent,Warren Bloom,Jen Devor,Moira Bohannon,Curtis Jones Jr,Ron Adams,4
Omar Sabir,5,23,3,7,0,3,1,0,1,0,0,0,0,38,12,4
Lisa Deeley,,1,2,1,1,1,1,1,0,0,0,0,0,23,9,4
Marwan Kreidie,,,1,0,0,0,0,0,0,0,0,0,0,3,7,4
Kahlil Williams,,,,0,1,0,1,0,0,0,0,0,0,7,2,4
Annette Thompson,,,,,1,2,0,0,0,0,0,0,0,4,1,4
Carla Cain,,,,,,0,0,0,0,0,0,0,0,5,1,4
Dennis Lee,,,,,,,1,0,0,1,0,0,0,2,2,4
Luigi Borda,,,,,,,,0,0,0,1,0,0,1,1,4
Lewis Harris Jr,,,,,,,,,0,0,0,0,0,1,0,4
Robin Trent,,,,,,,,,,0,0,0,0,1,0,4
Warren Bloom,,,,,,,,,,,0,0,0,1,0,4
Jen Devor,,,,,,,,,,,,0,0,0,0,4
Moira Bohannon,,,,,,,,,,,,,0,0,0,4
Curtis Jones Jr,,,,,,,,,,,,,,7,0,4
Ron Adams,,,,,,,,,,,,,,,8,4
Total,61,37,12,10,6,6,5,2,1,1,1,0,0,59,32,4
,District Council 4th District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,5
,Curtis Jones Jr,Ron Adams,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Lewis Harris Jr,Luigi Borda,Carla Cain,Warren Bloom,Dennis Lee,Jen Devor,Moira Bohannon,Robin Trent,5
Curtis Jones Jr,2,0,48,34,13,6,1,2,1,1,0,0,0,0,0,5
Ron Adams,,1,10,1,1,6,0,0,1,0,1,0,0,0,0,5
Omar Sabir,,,1,29,4,6,1,1,0,1,0,0,0,0,0,5
Lisa Deeley,,,,3,5,0,1,0,1,0,0,0,0,0,0,5
Kahlil Williams,,,,,0,0,0,1,0,0,0,0,0,0,0,5
Marwan Kreidie,,,,,,1,0,0,0,0,1,0,0,0,0,5
Annette Thompson,,,,,,,0,0,0,0,0,0,0,0,0,5
