col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Sandra Dungee Glenn,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Eryn Santamoor,Ogbonna Paul Hagins,Fareed Abdullah,Asa Khalif,Billy Thompson,Ethelind Baylor,Erika Almirón,Latrice Y Bryant,Justin Diberardinis,Edwin Santana,Joseph A Diorio,Fernando Treviño,Beth Finn,Hena Veit,Mark Ross,Vinny Black,Bobbie Curry,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Theresa Brunson,David H Conroy,All
Helen Gym,75,572,602,572,439,228,219,161,151,99,138,82,71,82,89,88,61,74,49,30,30,37,40,18,23,17,21,15,14,0,585,580,All
Isaiah Thomas,,18,508,572,437,200,80,79,44,98,27,101,81,52,74,64,54,53,37,28,21,35,10,23,19,7,23,15,18,2,407,403,All
Allan Domb,,,50,537,374,168,77,74,42,100,26,80,45,43,46,31,23,34,39,25,23,23,20,20,19,21,24,20,17,0,338,395,All
Derek S Green,,,,21,460,220,66,62,32,132,15,67,63,43,64,37,37,52,35,12,21,28,7,16,14,11,20,12,6,0,384,376,All
Katherine Gilmore Richardson,,,,,9,183,41,27,19,100,11,33,30,47,28,42,27,23,18,8,7,19,14,16,11,10,4,11,3,1,264,310,All
Sandra Dungee Glenn,,,,,,20,45,33,14,78,10,27,36,56,39,53,34,42,45,44,38,31,14,7,4,14,8,7,2,0,342,90,All
Adrián Rivera-reyes,,,,,,,11,142,144,31,120,18,23,24,14,24,22,14,14,17,33,32,17,11,7,14,9,12,7,0,227,207,All
Willie Floyd Singletary,,,,,,,,23,134,18,94,30,32,28,11,13,25,5,12,13,12,7,7,12,15,15,11,7,2,1,221,146,All
Deja Lynn Alvarez,,,,,,,,,15,26,110,19,23,21,11,14,33,5,10,23,17,9,13,7,8,6,6,4,10,0,171,130,All
Eryn Santamoor,,,,,,,,,,2,5,17,7,11,12,12,20,20,4,14,13,10,20,9,7,10,4,10,4,1,158,42,All
Ogbonna Paul Hagins,,,,,,,,,,,8,13,6,15,2,6,8,1,5,3,8,5,9,1,7,3,2,1,5,0,96,98,All
Fareed Abdullah,,,,,,,,,,,,6,55,18,15,14,23,11,20,10,7,6,8,8,15,5,5,8,8,0,125,51,All
Asa Khalif,,,,,,,,,,,,,2,9,9,17,27,6,18,9,6,7,7,3,16,7,7,5,4,0,116,27,All
Billy Thompson,,,,,,,,,,,,,,2,6,31,14,5,9,12,7,11,7,6,12,6,5,9,6,0,117,30,All
Ethelind Baylor,,,,,,,,,,,,,,,6,20,9,23,9,8,5,10,3,3,3,1,5,4,1,0,79,43,All
Erika Almirón,,,,,,,,,,,,,,,,0,17,18,7,5,4,13,12,5,4,7,6,8,3,0,105,21,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,3,5,12,11,5,7,15,8,8,7,9,5,13,0,96,24,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,1,33,30,28,6,0,8,2,3,2,1,2,2,77,42,All
Edwin Santana,,,,,,,,,,,,,,,,,,,2,32,32,6,8,1,3,6,3,3,5,0,87,25,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,1,37,10,8,7,6,6,1,7,9,0,69,26,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,1,6,7,3,5,2,5,1,2,1,69,23,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,3,11,11,3,6,4,1,4,0,61,23,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,1,3,6,3,0,5,6,0,51,10,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,2,3,8,4,3,4,1,33,13,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,4,4,0,44,15,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,3,1,35,15,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,26,17,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,29,14,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,19,12,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,All
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,All
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,All
Total,"1,420",972,946,934,679,525,486,429,343,246,226,210,177,170,159,155,148,141,130,114,107,101,79,68,65,59,55,55,47,3,"1,307",931,All
,Judge Of The Municipal Court - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Theresa Brunson,David H Conroy,Helen Gym,Derek S Green,Allan Domb,Adrián Rivera-reyes,Isaiah Thomas,Willie Floyd Singletary,Katherine Gilmore Richardson,Deja Lynn Alvarez,Ethelind Baylor,Sandra Dungee Glenn,Fareed Abdullah,Ogbonna Paul Hagins,Latrice Y Bryant,Vinny Black,Billy Thompson,Bobbie Curry,Fernando Treviño,Justin Diberardinis,Erika Almirón,Eryn Santamoor,Beth Finn,Hena Veit,Joseph A Diorio,Wayne Allen,Asa Khalif,Edwin Santana,Wayne Edmund Dorsey,Devon Cade,Mark Ross,Sherrie Cohen,1
Theresa Brunson,4,0,13,14,12,16,11,14,3,7,3,7,4,6,3,5,4,4,3,1,2,1,2,2,1,0,2,2,2,1,1,0,1
David H Conroy,,0,13,11,10,8,10,8,8,7,4,2,5,4,4,2,2,2,3,3,0,2,1,1,0,2,0,0,0,0,0,0,1
Helen Gym,,,3,19,14,10,16,7,7,4,6,3,4,6,4,3,2,0,2,3,4,0,2,2,2,2,0,1,0,0,1,0,1
Derek S Green,,,,0,17,5,19,3,10,2,3,4,5,0,3,2,3,0,2,1,1,2,2,1,0,1,1,1,1,0,0,0,1
Allan Domb,,,,,1,6,16,4,8,2,1,5,5,2,0,2,2,3,2,1,0,1,1,0,0,0,1,1,0,1,1,0,1
Adrián Rivera-reyes,,,,,,0,4,7,1,4,4,3,2,5,0,2,2,2,3,2,3,1,0,1,0,0,1,0,1,1,0,0,1
Isaiah Thomas,,,,,,,0,4,9,1,2,3,6,0,2,3,4,0,0,1,2,2,0,0,0,2,1,1,1,0,1,0,1
Willie Floyd Singletary,,,,,,,,1,0,9,2,2,0,6,2,3,3,4,2,1,0,2,0,0,1,0,0,0,1,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,,3,1,2,1,2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,,1,1,1,2,5,2,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,,,,,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,,1,0,2,2,0,0,3,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,0,0,2,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,0,2,2,0,0,2,0,0,0,1,1,1,0,1,1,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,0,3,0,1,0,0,0,0,0,0,0,0,0,1
Erika Almirón,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
Eryn Santamoor,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,47,34,43,34,30,28,28,24,17,16,12,12,10,10,9,7,6,6,6,6,5,4,3,3,3,3,2,2,2,1,1,0,1
,Judge Of The Municipal Court - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Theresa Brunson,David H Conroy,Helen Gym,Derek S Green,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Adrián Rivera-reyes,Sandra Dungee Glenn,Willie Floyd Singletary,Eryn Santamoor,Fareed Abdullah,Deja Lynn Alvarez,Ogbonna Paul Hagins,Edwin Santana,Justin Diberardinis,Latrice Y Bryant,Bobbie Curry,Asa Khalif,Billy Thompson,Erika Almirón,Beth Finn,Ethelind Baylor,Fernando Treviño,Mark Ross,Vinny Black,Wayne Allen,Joseph A Diorio,Devon Cade,Hena Veit,Wayne Edmund Dorsey,Sherrie Cohen,2
Theresa Brunson,2,0,33,29,19,17,14,10,19,12,14,8,8,6,6,7,5,3,3,4,4,2,2,2,0,4,2,2,2,1,0,0,2
David H Conroy,,4,22,15,20,17,11,14,3,9,4,2,3,4,0,0,1,2,1,1,0,1,1,2,4,0,1,0,0,0,1,0,2
Helen Gym,,,2,31,28,29,20,8,12,9,8,4,6,7,2,5,4,2,1,2,3,1,3,2,1,1,1,1,1,0,0,0,2
Derek S Green,,,,1,26,32,22,5,18,3,13,1,1,1,1,4,3,1,2,3,1,3,3,2,1,1,2,0,1,0,0,0,2
