col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Justin Diberardinis,Allan Domb,Isaiah Thomas,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Adrián Rivera-reyes,Eryn Santamoor,Deja Lynn Alvarez,Ethelind Baylor,Beth Finn,Fernando Treviño,Joseph A Diorio,Ogbonna Paul Hagins,Willie Floyd Singletary,Sandra Dungee Glenn,Billy Thompson,Asa Khalif,Latrice Y Bryant,Hena Veit,Fareed Abdullah,Vinny Black,Edwin Santana,Mark Ross,Bobbie Curry,Wayne Allen,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Nicola Serianni,Jennifer Schultz,Anthony Kyriakakis,Tiffany Palmer,James C Crumlish,Joshua Roberts,Wendi Barish,Henry Mcgregor Sias,Kay Yu,Carmella Jacquinto,Craig Levin,Beth Grossman,Cateria R Mccabe,Chris Hall,James F Berardinelli,Janine D Momasso,Kendra Mccrae,Vicki Markovitz,Laurie Dow,Jon Marshall,Leon Goodman,Terri M Booker,Robert Trimble,Sherman Toppin,Gregory Weyer,All
Helen Gym,54,"1,036",576,751,507,916,470,599,586,460,421,283,200,103,150,95,150,80,102,76,87,62,41,45,32,34,22,21,14,1,919,"1,076",887,"1,141",592,352,743,513,721,344,322,426,579,363,209,303,261,231,217,151,139,144,88,77,51,All
Justin Diberardinis,,22,757,815,615,573,520,236,367,145,320,118,87,131,30,17,68,55,43,30,25,21,32,20,36,23,17,14,9,1,880,593,867,717,639,433,402,583,432,428,222,249,458,234,248,230,120,124,96,51,86,70,47,25,38,All
Allan Domb,,,90,464,657,101,527,130,374,93,35,104,90,136,30,32,74,74,28,17,27,31,48,27,39,29,18,22,19,0,621,285,664,266,677,532,210,414,170,519,298,315,169,143,242,125,91,113,103,69,96,83,73,51,34,All
Isaiah Thomas,,,,3,534,494,488,156,156,67,316,61,41,32,27,21,52,22,34,27,16,38,7,12,20,5,13,14,4,0,656,494,661,567,481,394,316,456,340,366,140,142,422,143,85,175,78,65,53,34,76,87,33,53,22,All
Derek S Green,,,,,6,140,537,140,225,124,54,64,51,34,18,16,25,34,28,33,13,29,26,14,12,14,10,5,4,0,476,198,639,320,575,444,207,430,172,402,183,169,162,161,78,72,90,89,71,45,86,84,37,53,20,All
Erika Almirón,,,,,,2,146,259,212,201,358,117,86,22,30,8,58,13,51,33,25,29,14,16,11,9,8,4,4,0,509,552,478,792,216,36,414,300,454,109,47,136,413,183,58,196,118,97,85,19,47,38,16,18,29,All
Katherine Gilmore Richardson,,,,,,,3,100,229,80,52,110,80,39,20,16,75,25,20,41,36,13,18,12,15,11,13,4,6,1,496,261,542,283,513,420,208,391,152,408,130,193,162,134,86,75,102,93,95,33,50,75,34,46,14,All
Adrián Rivera-reyes,,,,,,,,16,208,353,80,134,108,45,130,100,42,29,49,41,39,22,18,36,12,12,13,5,6,0,309,464,296,391,246,162,268,188,236,129,177,171,139,159,56,82,137,104,103,105,77,67,53,32,20,All
Eryn Santamoor,,,,,,,,,5,127,66,119,116,45,36,18,62,37,29,32,48,23,22,20,20,16,7,13,9,1,337,308,408,412,303,112,293,186,278,142,120,208,125,210,150,91,110,122,94,54,70,58,42,27,19,All
Deja Lynn Alvarez,,,,,,,,,,7,60,87,95,33,122,92,33,28,50,46,37,30,8,21,11,10,8,5,3,0,236,350,216,315,200,136,225,163,171,116,148,136,103,135,53,65,131,94,80,96,53,36,27,26,11,All
Ethelind Baylor,,,,,,,,,,,2,46,23,3,11,7,12,8,18,12,6,13,1,3,7,3,8,1,3,0,294,307,219,374,82,26,224,95,218,48,19,52,259,72,28,135,51,35,29,10,33,28,7,8,15,All
Beth Finn,,,,,,,,,,,,1,35,43,17,13,63,43,33,25,42,20,18,14,15,15,14,9,5,0,194,205,154,202,108,46,186,86,117,87,54,150,68,79,55,58,93,89,95,29,29,43,37,17,17,All
