col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Erika Almirón,Deja Lynn Alvarez,Willie Floyd Singletary,Justin Diberardinis,Sandra Dungee Glenn,Fareed Abdullah,Ethelind Baylor,Ogbonna Paul Hagins,Eryn Santamoor,Asa Khalif,Billy Thompson,Latrice Y Bryant,Beth Finn,Fernando Treviño,Joseph A Diorio,Hena Veit,Vinny Black,Edwin Santana,Wayne Allen,Mark Ross,Wayne Edmund Dorsey,Devon Cade,Bobbie Curry,Sherrie Cohen,David H Conroy,Theresa Brunson,All
Helen Gym,103,883,642,656,522,314,438,248,189,373,140,92,220,161,144,89,66,51,70,50,33,29,25,27,19,17,15,20,14,0,938,629,All
Isaiah Thomas,,39,594,647,544,92,302,84,75,261,146,152,189,29,49,91,71,47,28,26,26,21,18,27,30,20,14,18,16,0,652,420,All
Allan Domb,,,58,581,470,64,44,49,70,71,125,91,31,24,78,49,44,29,35,20,47,14,25,23,26,22,22,10,14,0,510,281,All
Derek S Green,,,,5,492,47,92,51,52,99,121,97,51,16,61,53,53,29,20,16,7,5,22,19,20,14,11,11,10,0,519,273,All
Katherine Gilmore Richardson,,,,,12,37,70,37,38,56,85,58,20,14,50,25,45,37,32,14,15,10,10,20,10,12,5,7,10,1,458,213,All
Adrián Rivera-reyes,,,,,,24,96,201,161,60,19,27,31,136,50,29,23,21,37,34,22,14,14,7,13,8,5,4,9,0,268,231,All
Erika Almirón,,,,,,,4,81,19,284,60,40,183,16,72,42,17,27,36,16,10,14,10,5,9,5,1,7,4,1,216,239,All
Deja Lynn Alvarez,,,,,,,,22,169,34,20,22,19,140,39,30,19,21,30,34,18,14,6,6,4,8,7,3,5,0,202,207,All
Willie Floyd Singletary,,,,,,,,,41,9,27,32,0,121,25,17,31,23,12,23,25,7,10,4,9,9,6,8,9,0,184,188,All
Justin Diberardinis,,,,,,,,,,4,40,17,171,7,72,26,10,8,13,14,14,4,7,16,7,3,5,4,4,0,186,184,All
Sandra Dungee Glenn,,,,,,,,,,,6,57,28,10,29,38,38,17,18,19,30,8,6,19,7,5,3,11,4,1,76,180,All
Fareed Abdullah,,,,,,,,,,,,13,36,14,11,41,39,27,13,8,10,6,13,12,12,6,10,6,4,0,72,161,All
Ethelind Baylor,,,,,,,,,,,,,4,7,11,11,20,9,9,2,2,7,8,8,5,4,2,4,3,0,87,138,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,6,15,11,14,7,7,20,7,11,5,6,4,4,1,2,2,1,114,106,All
Eryn Santamoor,,,,,,,,,,,,,,,3,12,22,19,22,18,12,16,8,5,5,6,4,6,7,0,83,125,All
Asa Khalif,,,,,,,,,,,,,,,,1,18,20,12,11,5,9,10,6,10,4,6,9,2,0,44,116,All
Billy Thompson,,,,,,,,,,,,,,,,,3,13,14,18,14,17,14,10,13,10,7,4,7,0,45,116,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,1,18,7,9,7,12,5,10,8,8,7,7,1,31,89,All
Beth Finn,,,,,,,,,,,,,,,,,,,4,9,12,7,7,3,7,4,3,0,3,2,43,82,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,0,23,13,7,13,8,4,3,1,4,0,45,56,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,2,12,4,10,1,4,1,8,8,0,35,50,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,2,7,2,1,2,4,5,5,0,17,43,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,1,2,9,8,1,6,2,1,21,42,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,4,3,2,1,15,50,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,8,7,1,27,35,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,0,16,32,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,0,17,21,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1,15,30,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,23,15,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,All
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,All
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,All
Total,"1,918","1,317","1,023",936,756,579,572,478,468,465,324,296,293,257,244,186,184,142,138,115,106,77,76,75,75,54,54,52,49,3,"1,391","1,249",All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,1
