col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Council At Large - Republican,,,,,,,All
,Dan Tinney,Al Taubenberger,Matt Wolfe,Bill Heeney,David Oh,Drew Murray,Irina M Goldstein,All
Dan Tinney,"1,177","9,834","9,114","9,615","4,202","2,727","2,590",All
Al Taubenberger,,826,"8,491","8,975","3,926","2,444","2,418",All
Matt Wolfe,,,"1,227","8,440","4,160","2,215","1,756",All
Bill Heeney,,,,647,"3,531","2,437","2,235",All
David Oh,,,,,440,"2,024","1,639",All
Drew Murray,,,,,,65,"1,627",All
Irina M Goldstein,,,,,,,198,All
Total,"13,483","12,375","12,225","11,852","6,340","3,853","3,712",All
