col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Sandra Dungee Glenn,Ogbonna Paul Hagins,Fareed Abdullah,Billy Thompson,Eryn Santamoor,Latrice Y Bryant,Asa Khalif,Erika Almirón,Justin Diberardinis,Fernando Treviño,Beth Finn,Wayne Allen,Ethelind Baylor,Joseph A Diorio,Edwin Santana,Vinny Black,Hena Veit,Mark Ross,Wayne Edmund Dorsey,Bobbie Curry,Devon Cade,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Helen Gym,72,730,749,737,630,276,201,183,154,170,80,99,116,68,79,118,91,60,53,47,64,41,31,29,38,19,23,21,23,0,590,613,278,54,All
Isaiah Thomas,,14,688,717,561,72,62,73,142,23,111,86,62,76,93,72,54,27,38,50,54,32,23,27,22,29,21,12,30,1,317,570,156,51,All
Allan Domb,,,25,704,559,96,62,58,129,22,98,69,97,43,74,40,37,35,37,40,23,22,41,25,23,23,20,23,20,0,272,592,147,39,All
Derek S Green,,,,6,568,79,43,52,119,23,81,70,69,64,67,63,67,28,22,42,47,7,23,20,13,16,18,16,13,0,251,547,130,33,All
Katherine Gilmore Richardson,,,,,1,51,28,27,119,14,43,49,63,44,33,55,29,22,24,15,17,7,15,16,7,8,6,5,17,0,196,434,100,21,All
Adrián Rivera-reyes,,,,,,6,209,182,41,145,38,44,49,39,32,31,26,46,38,24,12,33,25,13,21,11,12,8,5,0,334,98,116,26,All
Deja Lynn Alvarez,,,,,,,17,167,25,132,33,21,37,44,27,31,13,27,15,9,7,16,16,16,19,13,12,7,6,1,217,75,99,25,All
Willie Floyd Singletary,,,,,,,,11,24,116,28,33,23,22,21,13,11,20,10,18,4,16,8,17,14,7,15,8,2,0,212,84,88,10,All
Sandra Dungee Glenn,,,,,,,,,2,9,37,28,23,40,33,45,29,27,25,11,23,26,31,10,9,6,11,12,8,0,135,115,57,7,All
Ogbonna Paul Hagins,,,,,,,,,,5,13,16,12,15,10,11,4,8,9,5,6,7,4,4,10,6,2,6,0,0,147,34,54,9,All
Fareed Abdullah,,,,,,,,,,,2,20,15,28,64,18,8,13,9,15,17,12,12,16,3,13,4,8,11,0,85,83,57,10,All
Billy Thompson,,,,,,,,,,,,7,20,20,18,23,7,17,17,14,12,22,8,11,10,6,10,9,4,0,75,73,38,24,All
Eryn Santamoor,,,,,,,,,,,,,2,22,12,24,23,23,21,4,6,17,4,16,16,10,4,10,5,0,68,61,56,20,All
Latrice Y Bryant,,,,,,,,,,,,,,2,26,24,11,11,13,15,17,10,6,16,16,10,9,12,11,1,69,64,44,12,All
Asa Khalif,,,,,,,,,,,,,,,0,20,6,8,10,23,8,4,10,18,7,8,10,5,5,0,77,57,53,10,All
Erika Almirón,,,,,,,,,,,,,,,,3,27,18,12,7,17,10,7,6,8,6,6,3,2,0,72,38,62,9,All
Justin Diberardinis,,,,,,,,,,,,,,,,,0,22,8,4,21,21,20,7,2,4,3,4,1,0,54,44,32,7,All
Fernando Treviño,,,,,,,,,,,,,,,,,,1,16,9,2,35,33,4,7,4,3,4,2,0,55,25,35,17,All
Beth Finn,,,,,,,,,,,,,,,,,,,1,11,5,10,11,11,12,8,3,4,2,0,43,39,26,12,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,3,6,5,9,8,2,4,8,6,4,0,27,52,23,8,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,3,2,4,4,4,0,3,3,3,0,40,29,27,5,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,0,21,6,9,1,6,2,4,0,38,30,27,10,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,1,3,3,0,4,5,1,0,33,26,27,6,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,4,7,5,0,17,41,19,12,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,0,0,30,21,17,8,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,4,0,18,25,11,11,All
