col_1,col_2,col_3,division
,Judge Of The Municipal Court - Democrat,,All
,David H Conroy,Theresa Brunson,All
David H Conroy,"1,150",0,All
Theresa Brunson,,555,All
Total,"1,150",555,All
,Judge Of The Municipal Court - Democrat,,1
,David H Conroy,Theresa Brunson,1
David H Conroy,39,0,1
Theresa Brunson,,21,1
Total,39,21,1
,Judge Of The Municipal Court - Democrat,,2
,David H Conroy,Theresa Brunson,2
David H Conroy,51,0,2
Theresa Brunson,,22,2
Total,51,22,2
,Judge Of The Municipal Court - Democrat,,3
,David H Conroy,Theresa Brunson,3
David H Conroy,43,0,3
Theresa Brunson,,19,3
Total,43,19,3
,Judge Of The Municipal Court - Democrat,,4
,David H Conroy,Theresa Brunson,4
David H Conroy,47,0,4
Theresa Brunson,,7,4
Total,47,7,4
,Judge Of The Municipal Court - Democrat,,5
,David H Conroy,Theresa Brunson,5
David H Conroy,56,0,5
Theresa Brunson,,17,5
Total,56,17,5
,Judge Of The Municipal Court - Democrat,,6
,David H Conroy,Theresa Brunson,6
David H Conroy,87,0,6
Theresa Brunson,,22,6
Total,87,22,6
,Judge Of The Municipal Court - Democrat,,7
,David H Conroy,Theresa Brunson,7
David H Conroy,35,0,7
Theresa Brunson,,12,7
Total,35,12,7
,Judge Of The Municipal Court - Democrat,,8
,David H Conroy,Theresa Brunson,8
David H Conroy,64,0,8
Theresa Brunson,,23,8
Total,64,23,8
,Judge Of The Municipal Court - Democrat,,9
,David H Conroy,Theresa Brunson,9
David H Conroy,60,0,9
Theresa Brunson,,21,9
Total,60,21,9
,Judge Of The Municipal Court - Democrat,,10
,David H Conroy,Theresa Brunson,10
David H Conroy,34,0,10
Theresa Brunson,,24,10
Total,34,24,10
,Judge Of The Municipal Court - Democrat,,11
,David H Conroy,Theresa Brunson,11
David H Conroy,52,0,11
Theresa Brunson,,31,11
Total,52,31,11
,Judge Of The Municipal Court - Democrat,,12
,David H Conroy,Theresa Brunson,12
David H Conroy,53,0,12
Theresa Brunson,,24,12
Total,53,24,12
,Judge Of The Municipal Court - Democrat,,13
,David H Conroy,Theresa Brunson,13
David H Conroy,68,0,13
Theresa Brunson,,17,13
Total,68,17,13
,Judge Of The Municipal Court - Democrat,,14
,David H Conroy,Theresa Brunson,14
David H Conroy,44,0,14
Theresa Brunson,,24,14
Total,44,24,14
,Judge Of The Municipal Court - Democrat,,15
,David H Conroy,Theresa Brunson,15
David H Conroy,49,0,15
Theresa Brunson,,18,15
Total,49,18,15
,Judge Of The Municipal Court - Democrat,,16
,David H Conroy,Theresa Brunson,16
David H Conroy,45,0,16
Theresa Brunson,,45,16
Total,45,45,16
,Judge Of The Municipal Court - Democrat,,17
,David H Conroy,Theresa Brunson,17
David H Conroy,46,0,17
Theresa Brunson,,32,17
Total,46,32,17
,Judge Of The Municipal Court - Democrat,,18
,David H Conroy,Theresa Brunson,18
David H Conroy,44,0,18
Theresa Brunson,,24,18
Total,44,24,18
,Judge Of The Municipal Court - Democrat,,19
,David H Conroy,Theresa Brunson,19
David H Conroy,50,0,19
Theresa Brunson,,27,19
Total,50,27,19
,Judge Of The Municipal Court - Democrat,,20
,David H Conroy,Theresa Brunson,20
David H Conroy,16,0,20
Theresa Brunson,,6,20
Total,16,6,20
,Judge Of The Municipal Court - Democrat,,21
,David H Conroy,Theresa Brunson,21
David H Conroy,31,0,21
Theresa Brunson,,19,21
Total,31,19,21
,Judge Of The Municipal Court - Democrat,,22
,Theresa Brunson,David H Conroy,22
Theresa Brunson,45,0,22
David H Conroy,,29,22
Total,45,29,22
,Judge Of The Municipal Court - Democrat,,23
,David H Conroy,Theresa Brunson,23
David H Conroy,107,0,23
Theresa Brunson,,55,23
Total,107,55,23
