col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Jen Devor,Luigi Borda,Robin Trent,Lewis Harris Jr,Warren Bloom,Moira Bohannon,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Eryn Santamoor,Willie Floyd Singletary,Erika Almirón,Ogbonna Paul Hagins,Justin Diberardinis,Beth Finn,Sandra Dungee Glenn,Fernando Treviño,Latrice Y Bryant,Fareed Abdullah,Asa Khalif,Billy Thompson,Vinny Black,Ethelind Baylor,Joseph A Diorio,Wayne Allen,Edwin Santana,Mark Ross,Hena Veit,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Omar Sabir,41,459,123,97,53,39,10,2,13,13,8,9,13,551,503,570,451,335,274,228,176,202,102,130,48,50,73,59,66,92,73,40,41,38,39,32,29,18,19,24,17,8,0,All
Lisa Deeley,,23,37,45,45,14,23,3,10,13,6,5,8,445,387,350,367,306,149,140,148,111,83,70,66,77,56,39,27,25,27,33,34,30,22,22,15,21,20,14,11,14,0,All
Kahlil Williams,,,4,9,38,12,11,35,1,9,11,11,4,177,142,159,122,83,58,45,80,35,63,16,34,29,42,36,31,55,48,23,25,17,18,17,14,18,13,17,6,6,0,All
Marwan Kreidie,,,,6,5,14,3,1,11,2,0,2,4,153,44,39,28,24,165,108,23,99,29,80,15,23,9,25,20,6,9,16,8,8,12,11,9,2,7,6,4,2,0,All
Annette Thompson,,,,,2,3,14,4,2,8,5,7,7,93,76,91,60,57,41,33,37,29,37,17,17,26,37,21,29,14,30,22,14,13,4,13,12,11,18,7,10,13,0,All
Dennis Lee,,,,,,1,3,6,5,4,5,5,0,51,55,49,38,20,27,19,25,19,10,7,17,14,11,16,21,11,7,16,6,6,16,10,4,14,8,8,7,2,0,All
Carla Cain,,,,,,,1,5,3,4,2,2,3,43,33,24,15,30,19,21,22,10,27,5,10,22,20,12,18,5,11,5,10,4,4,4,5,3,6,3,1,4,0,All
Jen Devor,,,,,,,,0,6,5,1,1,1,56,22,30,15,27,11,4,36,5,30,1,22,16,15,14,7,2,7,1,6,12,2,4,2,3,4,3,4,1,0,All
