col_1,col_2,col_3,col_4,division
,District Council 10th District - Democrat,Judge Of The Municipal Court - Democrat,,All
,Judy Moore,David H Conroy,Theresa Brunson,All
Judy Moore,281,"1,132",764,All
David H Conroy,,325,0,All
Theresa Brunson,,,117,All
Total,"2,177","1,457",881,All
,District Council 10th District - Democrat,Judge Of The Municipal Court - Democrat,,1
,Judy Moore,David H Conroy,Theresa Brunson,1
Judy Moore,4,31,11,1
David H Conroy,,4,0,1
Theresa Brunson,,,3,1
Total,46,35,14,1
,District Council 10th District - Democrat,Judge Of The Municipal Court - Democrat,,2
,Judy Moore,David H Conroy,Theresa Brunson,2
Judy Moore,5,19,13,2
David H Conroy,,1,0,2
Theresa Brunson,,,2,2
Total,37,20,15,2
,District Council 10th District - Democrat,Judge Of The Municipal Court - Democrat,,3
,Judy Moore,David H Conroy,Theresa Brunson,3
Judy Moore,1,17,10,3
David H Conroy,,4,0,3
Theresa Brunson,,,2,3
Total,28,21,12,3
,Judge Of The Municipal Court - Democrat,,District Council 10th District - Democrat,4
,David H Conroy,Theresa Brunson,Judy Moore,4
David H Conroy,10,0,15,4
Theresa Brunson,,2,8,4
Judy Moore,,,1,4
Total,25,10,24,4
,District Council 10th District - Democrat,Judge Of The Municipal Court - Democrat,,5
,Judy Moore,David H Conroy,Theresa Brunson,5
Judy Moore,5,21,13,5
David H Conroy,,3,0,5
Theresa Brunson,,,3,5
Total,39,24,16,5
,District Council 10th District - Democrat,Judge Of The Municipal Court - Democrat,,6
,Judy Moore,David H Conroy,Theresa Brunson,6
Judy Moore,7,25,14,6
David H Conroy,,16,0,6
Theresa Brunson,,,4,6
Total,46,41,18,6
,District Council 10th District - Democrat,Judge Of The Municipal Court - Democrat,,7
,Judy Moore,David H Conroy,Theresa Brunson,7
Judy Moore,7,10,12,7
David H Conroy,,4,0,7
Theresa Brunson,,,1,7
Total,29,14,13,7
,District Council 10th District - Democrat,Judge Of The Municipal Court - Democrat,,8
,Judy Moore,David H Conroy,Theresa Brunson,8
Judy Moore,13,32,28,8
David H Conroy,,6,0,8
Theresa Brunson,,,2,8
Total,73,38,30,8
,District Council 10th District - Democrat,Judge Of The Municipal Court - Democrat,,9
,Judy Moore,David H Conroy,Theresa Brunson,9
Judy Moore,4,18,15,9
David H Conroy,,5,0,9
Theresa Brunson,,,2,9
Total,37,23,17,9
,District Council 10th District - Democrat,Judge Of The Municipal Court - Democrat,,10
,Judy Moore,David H Conroy,Theresa Brunson,10
Judy Moore,7,36,29,10
David H Conroy,,8,0,10
Theresa Brunson,,,2,10
Total,72,44,31,10
,District Council 10th District - Democrat,Judge Of The Municipal Court - Democrat,,11
,Judy Moore,David H Conroy,Theresa Brunson,11
