col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Adrián Rivera-reyes,Derek S Green,Deja Lynn Alvarez,Erika Almirón,Justin Diberardinis,Katherine Gilmore Richardson,Willie Floyd Singletary,Eryn Santamoor,Ogbonna Paul Hagins,Ethelind Baylor,Sandra Dungee Glenn,Beth Finn,Fernando Treviño,Asa Khalif,Fareed Abdullah,Billy Thompson,Joseph A Diorio,Latrice Y Bryant,Hena Veit,Bobbie Curry,Wayne Allen,Edwin Santana,Vinny Black,Mark Ross,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Jen Devor,Luigi Borda,Annette Thompson,Dennis Lee,Carla Cain,Lewis Harris Jr,Moira Bohannon,Robin Trent,Warren Bloom,All
Helen Gym,37,502,364,340,352,251,344,334,294,151,160,162,163,91,85,69,68,49,41,36,46,30,20,8,21,14,16,12,10,0,589,456,271,212,226,94,89,50,60,25,45,27,8,All
Isaiah Thomas,,16,287,78,316,49,202,188,257,35,54,16,126,75,34,17,45,51,28,12,31,9,9,15,11,8,9,12,4,1,374,269,157,49,106,48,44,26,32,27,16,14,6,All
Allan Domb,,,25,68,285,42,38,100,187,40,104,12,23,76,42,31,26,41,33,34,18,10,19,20,12,17,12,9,10,0,293,236,124,43,49,54,57,27,20,30,7,12,9,All
Adrián Rivera-reyes,,,,15,54,225,123,91,34,143,74,151,31,18,53,47,37,18,16,14,22,14,7,7,11,12,3,4,5,0,221,125,105,192,90,52,27,16,31,15,23,25,5,All
Derek S Green,,,,,3,44,55,111,236,25,65,10,38,47,25,13,23,36,24,14,15,4,8,13,6,6,9,2,4,0,296,233,108,38,59,24,34,25,17,22,5,8,4,All
Deja Lynn Alvarez,,,,,,7,92,55,30,141,50,123,28,16,34,34,26,17,20,22,27,15,7,7,10,5,4,3,2,1,182,108,64,143,69,29,35,15,24,12,23,12,5,All
Erika Almirón,,,,,,,1,176,50,7,49,18,124,24,37,29,46,18,12,5,26,11,6,5,12,4,5,3,4,0,83,70,157,54,156,50,32,13,24,11,27,20,6,All
Justin Diberardinis,,,,,,,,3,68,2,78,12,111,26,32,20,17,11,12,20,10,4,6,2,5,6,7,3,4,0,85,97,127,48,145,79,26,14,22,7,24,13,4,All
Katherine Gilmore Richardson,,,,,,,,,8,17,58,6,16,47,24,16,17,13,16,9,18,12,8,5,6,4,7,4,2,1,224,201,68,36,46,23,32,15,22,15,13,10,6,All
Willie Floyd Singletary,,,,,,,,,,8,19,108,4,12,4,16,12,17,19,13,13,11,5,6,1,8,6,5,5,0,213,97,28,104,4,13,27,10,10,12,0,5,1,All
Eryn Santamoor,,,,,,,,,,,3,9,15,26,37,47,16,12,26,32,19,22,6,8,8,8,2,3,2,0,56,53,85,34,82,54,26,23,23,14,14,4,5,All
Ogbonna Paul Hagins,,,,,,,,,,,,1,8,6,8,10,5,5,4,7,7,7,5,1,3,5,1,5,1,0,126,59,18,98,11,7,8,7,5,7,7,10,1,All
Ethelind Baylor,,,,,,,,,,,,,2,10,16,8,10,11,2,2,15,2,0,1,2,1,3,3,0,0,41,41,61,28,59,33,9,11,20,4,16,7,1,All
Sandra Dungee Glenn,,,,,,,,,,,,,,2,18,7,17,11,11,12,15,10,5,5,7,5,3,2,3,0,81,56,43,10,18,6,25,11,17,7,8,6,0,All
Beth Finn,,,,,,,,,,,,,,,3,7,14,7,9,13,15,16,4,5,4,3,6,5,0,0,28,33,33,22,45,26,25,12,21,8,14,4,4,All
Fernando Treviño,,,,,,,,,,,,,,,,1,9,8,30,32,12,22,3,7,6,4,2,7,2,1,44,20,35,23,24,39,26,19,7,8,3,3,5,All
Asa Khalif,,,,,,,,,,,,,,,,,1,36,9,2,19,9,5,6,2,5,3,2,3,0,60,22,60,11,22,11,26,4,12,9,8,5,4,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,0,10,8,17,4,4,6,4,6,2,6,1,0,86,21,49,9,7,5,17,8,10,10,3,4,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,2,27,11,18,9,6,3,6,5,6,7,1,32,15,24,12,5,32,37,30,4,10,4,7,6,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,1,8,15,13,4,4,4,9,5,6,0,31,23,14,12,10,47,17,27,7,6,2,1,4,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,2,5,8,5,4,5,3,6,2,0,40,24,31,15,15,10,24,10,17,6,8,3,2,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,0,0,20,15,12,11,4,16,21,14,6,2,5,3,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,5,6,0,0,15,15,8,6,3,9,8,10,4,4,1,2,3,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,4,0,3,0,15,12,13,3,5,6,6,5,1,13,2,0,1,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,2,0,15,7,9,7,6,6,5,5,0,9,6,3,1,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,0,21,9,13,1,1,8,4,8,2,5,2,3,2,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,14,9,10,5,1,7,7,6,3,4,3,1,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,14,4,6,5,1,2,4,3,4,5,1,3,4,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,6,8,2,1,3,6,4,4,3,1,2,2,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,307,103,90,19,20,34,19,13,15,4,3,7,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,32,42,20,22,32,7,13,4,5,1,1,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,22,109,9,28,13,18,15,6,9,1,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,23,18,7,9,7,0,6,11,2,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,44,6,6,5,7,11,3,1,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,14,6,3,5,2,3,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,10,7,8,4,2,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,4,3,4,0,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,2,1,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,All
Robin Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"1,358",729,622,575,524,447,422,417,405,346,277,217,209,177,159,139,138,130,120,115,111,70,49,47,43,43,39,31,26,2,"1,015",668,426,361,292,191,176,103,98,74,64,47,24,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Helen Gym,Isaiah Thomas,Allan Domb,Adrián Rivera-reyes,Erika Almirón,Derek S Green,Deja Lynn Alvarez,Katherine Gilmore Richardson,Justin Diberardinis,Asa Khalif,Eryn Santamoor,Willie Floyd Singletary,Fareed Abdullah,Sandra Dungee Glenn,Beth Finn,Fernando Treviño,Joseph A Diorio,Ogbonna Paul Hagins,Ethelind Baylor,Latrice Y Bryant,Wayne Edmund Dorsey,Edwin Santana,Mark Ross,Billy Thompson,Hena Veit,Wayne Allen,Devon Cade,Vinny Black,Bobbie Curry,Sherrie Cohen,Omar Sabir,Lisa Deeley,Kahlil Williams,Jen Devor,Luigi Borda,Marwan Kreidie,Dennis Lee,Moira Bohannon,Annette Thompson,Carla Cain,Lewis Harris Jr,Robin Trent,Warren Bloom,1
Helen Gym,6,25,21,18,19,16,11,13,15,7,9,5,2,5,2,4,4,4,6,4,3,3,3,2,0,1,2,2,1,0,22,22,18,15,13,12,3,5,3,3,1,2,0,1
Isaiah Thomas,,0,10,9,16,12,3,9,7,8,2,3,2,3,1,1,1,0,4,4,0,2,2,1,0,1,0,0,0,0,11,11,8,8,5,3,1,5,2,1,1,0,0,1
Allan Domb,,,2,4,3,12,3,8,7,0,4,1,2,2,2,1,3,0,0,0,1,0,0,1,0,0,2,1,0,0,9,11,8,5,6,1,1,0,0,1,1,1,0,1
Adrián Rivera-reyes,,,,0,8,5,11,2,6,3,6,4,3,1,3,2,0,4,1,3,0,0,0,1,0,2,0,0,0,0,8,4,7,8,3,6,2,1,0,1,0,1,0,1
Erika Almirón,,,,,1,3,3,2,6,7,0,1,3,1,1,1,0,0,5,3,1,3,1,1,1,0,0,0,0,0,6,5,8,11,4,2,1,3,1,1,0,1,0,1
Derek S Green,,,,,,0,3,9,3,3,4,2,0,4,0,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9,9,6,6,2,2,0,0,0,0,1,0,0,1
Deja Lynn Alvarez,,,,,,,1,3,2,0,5,5,0,0,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,5,3,4,7,3,6,0,1,0,0,0,1,1,1
Katherine Gilmore Richardson,,,,,,,,3,4,1,4,1,1,2,2,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,8,8,4,3,1,3,0,1,1,0,0,1,0,1
Justin Diberardinis,,,,,,,,,0,2,6,0,0,0,2,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,1,4,3,7,8,1,1,2,1,2,0,0,0,1
Asa Khalif,,,,,,,,,,0,2,1,5,1,2,1,0,1,0,3,0,0,1,0,2,0,0,1,0,0,9,2,5,3,1,0,0,4,2,1,0,0,0,1
Eryn Santamoor,,,,,,,,,,,0,0,1,0,5,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,4,8,4,3,0,1,0,1,0,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,0,1,0,0,0,1,2,0,0,1,1,0,1,0,1,0,1,0,0,6,3,2,0,0,2,2,0,0,0,1,0,0,1
Fareed Abdullah,,,,,,,,,,,,,0,0,1,1,2,1,0,1,1,0,0,0,1,1,1,0,0,0,8,1,4,1,0,0,1,1,0,0,1,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,,,,0,1,2,2,0,0,1,2,0,1,1,1,0,0,0,0,0,4,4,0,1,3,1,1,0,0,0,1,0,0,1
Beth Finn,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,3,4,2,1,1,0,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,4,2,3,1,2,1,0,0,0,0,0,1,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,0,1,1,0,0,0,2,2,1,1,3,0,1,1,1,0,1,0,0,1
