col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lisa Deeley,Luigi Borda,Omar Sabir,Kahlil Williams,Jen Devor,Marwan Kreidie,Annette Thompson,Carla Cain,Dennis Lee,Moira Bohannon,Robin Trent,Warren Bloom,Lewis Harris Jr,Jennifer Schultz,James C Crumlish,Tiffany Palmer,Anthony Kyriakakis,Nicola Serianni,Joshua Roberts,Carmella Jacquinto,James F Berardinelli,Beth Grossman,Cateria R Mccabe,Craig Levin,Wendi Barish,Kay Yu,Henry Mcgregor Sias,Chris Hall,Janine D Momasso,Vicki Markovitz,Kendra Mccrae,Sherman Toppin,Laurie Dow,Leon Goodman,Jon Marshall,Terri M Booker,Robert Trimble,Gregory Weyer,All
Lisa Deeley,30,150,221,27,25,31,36,21,12,8,8,6,3,209,204,111,194,139,273,238,162,168,168,154,116,42,91,54,69,85,51,115,59,47,63,36,23,18,All
Luigi Borda,,92,31,55,58,28,31,20,14,10,9,11,9,155,176,132,142,229,96,135,244,137,109,113,86,75,76,71,113,72,44,43,39,52,33,21,46,20,All
Omar Sabir,,,5,23,2,28,5,3,10,7,3,1,4,89,128,54,122,45,225,178,66,52,134,99,46,27,75,25,33,27,23,104,15,29,30,25,10,4,All
Kahlil Williams,,,,11,118,23,11,5,5,7,9,3,2,120,88,172,134,86,30,45,59,56,69,38,78,109,74,76,37,32,52,15,31,38,16,25,12,12,All
Jen Devor,,,,,5,6,9,17,4,5,4,0,2,119,78,189,119,84,14,36,35,56,75,23,62,127,85,68,27,37,43,3,40,24,3,13,6,17,All
Marwan Kreidie,,,,,,8,3,6,5,2,4,2,1,100,47,50,34,48,48,14,18,25,23,56,32,24,18,33,18,17,19,10,14,18,40,3,7,4,All
Annette Thompson,,,,,,,3,12,3,8,3,1,2,67,20,48,26,50,17,34,30,62,24,11,53,20,8,19,34,38,25,5,31,12,10,17,6,5,All
Carla Cain,,,,,,,,0,0,6,4,1,0,48,19,35,14,41,15,29,24,38,30,15,30,18,6,13,24,30,24,8,18,10,8,7,5,4,All
Dennis Lee,,,,,,,,,0,1,4,0,3,24,21,16,17,20,24,17,17,18,12,17,12,10,6,16,11,12,6,9,8,15,16,4,7,4,All
Moira Bohannon,,,,,,,,,,3,1,1,0,32,16,29,13,18,7,16,14,21,9,4,20,17,8,13,11,16,16,4,16,7,1,8,3,3,All
Robin Trent,,,,,,,,,,,0,2,0,25,10,25,10,20,8,15,12,13,12,7,17,11,7,6,9,11,15,3,9,7,1,3,3,1,All
Warren Bloom,,,,,,,,,,,,2,0,10,6,6,5,8,8,5,14,10,5,8,6,4,2,3,10,6,2,2,0,4,2,4,3,4,All
Lewis Harris Jr,,,,,,,,,,,,,0,8,6,7,6,6,6,5,10,10,8,7,4,3,2,7,7,7,2,2,0,5,6,2,1,1,All
Jennifer Schultz,,,,,,,,,,,,,,18,82,200,74,214,101,88,78,162,142,103,144,123,88,52,85,98,79,19,65,40,72,35,26,24,All
James C Crumlish,,,,,,,,,,,,,,,12,184,243,76,160,145,150,83,69,121,69,51,36,178,27,37,37,41,25,48,33,24,25,7,All
Tiffany Palmer,,,,,,,,,,,,,,,,4,229,151,32,89,82,93,123,40,131,169,123,179,63,65,83,10,61,40,7,25,2,16,All
