col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Judge Of The Superior Court - Democrat,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Beth Tarasi,Amanda Green-hawkins,Helen Gym,Adrián Rivera-reyes,Deja Lynn Alvarez,Isaiah Thomas,Allan Domb,Willie Floyd Singletary,Erika Almirón,Justin Diberardinis,Derek S Green,Katherine Gilmore Richardson,Fernando Treviño,Ogbonna Paul Hagins,Eryn Santamoor,Beth Finn,Edwin Santana,Sandra Dungee Glenn,Billy Thompson,Fareed Abdullah,Ethelind Baylor,Joseph A Diorio,Latrice Y Bryant,Asa Khalif,Hena Veit,Vinny Black,Bobbie Curry,Devon Cade,Wayne Allen,Mark Ross,Wayne Edmund Dorsey,Sherrie Cohen,All
Daniel D Mccaffery,314,82,88,156,140,126,82,59,70,59,53,62,60,47,43,26,21,27,19,22,20,17,22,19,19,17,9,11,9,12,9,7,0,All
Beth Tarasi,,53,42,77,78,69,17,20,37,21,10,17,15,19,35,15,13,8,12,11,9,3,5,7,6,6,4,4,3,4,3,3,0,All
Amanda Green-hawkins,,,9,90,63,52,47,35,25,45,28,31,36,20,13,23,14,14,20,11,14,23,14,13,16,11,8,11,7,8,7,3,0,All
Helen Gym,,,,5,63,63,46,49,43,38,36,29,22,25,43,23,13,7,10,10,4,17,8,10,11,11,5,1,5,7,3,1,0,All
Adrián Rivera-reyes,,,,,16,63,16,16,37,24,9,11,11,31,38,16,8,23,7,6,6,6,9,8,7,1,1,9,3,3,2,1,0,All
Deja Lynn Alvarez,,,,,,9,12,18,42,17,5,5,11,25,36,11,5,17,3,7,5,1,9,4,7,10,3,3,5,0,2,1,0,All
Isaiah Thomas,,,,,,,2,27,9,46,42,48,39,12,4,6,4,6,4,5,11,17,5,5,13,7,2,3,3,5,4,0,0,All
Allan Domb,,,,,,,,14,6,7,14,25,11,12,1,13,10,8,4,13,7,2,8,4,2,4,4,1,5,3,5,3,0,All
Willie Floyd Singletary,,,,,,,,,3,5,2,3,6,1,31,5,0,2,4,4,3,0,7,5,4,3,4,2,3,1,0,2,0,All
Erika Almirón,,,,,,,,,,3,43,28,28,17,4,11,5,5,9,3,3,13,2,6,7,2,2,2,0,1,2,0,0,All
Justin Diberardinis,,,,,,,,,,,5,32,23,8,1,9,5,1,1,0,1,14,1,2,3,1,0,0,1,1,1,0,0,All
Derek S Green,,,,,,,,,,,,0,39,6,4,6,6,5,3,8,7,6,1,4,1,0,1,3,0,3,1,2,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,,1,8,4,8,9,6,11,1,4,2,3,7,4,5,2,4,2,1,2,0,0,All
