col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jennifer Schultz,Joshua Roberts,Leon Goodman,Carmella Jacquinto,Anthony Kyriakakis,Craig Levin,Henry Mcgregor Sias,Jon Marshall,Terri M Booker,Kendra Mccrae,Tiffany Palmer,Wendi Barish,Laurie Dow,James C Crumlish,Cateria R Mccabe,Sherman Toppin,Nicola Serianni,Beth Grossman,Chris Hall,Janine D Momasso,Kay Yu,Robert Trimble,Vicki Markovitz,James F Berardinelli,Gregory Weyer,Isaiah Thomas,Derek S Green,Helen Gym,Sandra Dungee Glenn,Allan Domb,Justin Diberardinis,Adrián Rivera-reyes,Ethelind Baylor,Willie Floyd Singletary,Deja Lynn Alvarez,Katherine Gilmore Richardson,Ogbonna Paul Hagins,Fareed Abdullah,Eryn Santamoor,Latrice Y Bryant,Billy Thompson,Asa Khalif,Erika Almirón,Wayne Allen,Fernando Treviño,Beth Finn,Joseph A Diorio,Edwin Santana,Mark Ross,Hena Veit,Bobbie Curry,Wayne Edmund Dorsey,Devon Cade,Vinny Black,Sherrie Cohen,All
Jennifer Schultz,26,521,294,303,296,160,244,156,47,55,49,77,42,45,33,28,69,42,25,19,21,18,25,9,5,388,368,251,309,106,272,199,273,156,157,59,115,41,38,34,35,28,26,18,18,23,12,11,16,14,13,9,5,4,1,All
Joshua Roberts,,19,305,309,299,153,251,154,56,40,30,52,26,63,25,36,50,25,25,9,7,16,15,10,5,400,371,249,294,123,260,163,267,145,143,76,110,36,40,27,34,17,14,17,21,8,13,10,15,13,14,7,3,8,0,All
Leon Goodman,,,4,252,240,50,207,48,78,74,74,38,49,44,45,35,39,30,40,26,14,29,19,22,9,350,311,127,243,96,205,48,220,50,45,72,25,43,25,30,32,33,19,20,15,11,12,9,15,13,4,13,6,9,0,All
Carmella Jacquinto,,,,1,281,27,251,12,59,42,32,28,32,39,37,32,17,14,15,22,16,17,18,15,7,340,324,89,283,84,237,22,237,20,19,59,9,24,16,18,14,16,16,15,17,12,13,20,7,4,7,5,3,10,0,All
Anthony Kyriakakis,,,,,2,19,249,12,18,18,21,14,7,13,23,25,12,6,11,8,6,6,7,7,2,308,284,55,253,52,227,18,240,12,16,29,8,16,10,8,10,15,6,3,6,8,5,4,4,2,6,2,6,4,0,All
Craig Levin,,,,,,11,13,121,33,26,27,27,30,33,15,20,32,14,17,17,15,12,11,9,5,63,53,150,36,59,26,118,14,116,112,32,83,23,19,18,21,13,7,15,12,7,19,14,7,5,7,5,6,8,0,All
Henry Mcgregor Sias,,,,,,,1,5,6,5,12,7,4,6,25,18,7,4,0,9,6,5,5,13,2,261,241,38,225,31,216,8,216,5,8,17,6,10,7,4,3,9,7,3,0,1,0,2,4,1,5,1,5,1,0,All
Jon Marshall,,,,,,,,4,20,24,18,29,16,32,9,14,33,25,14,7,8,10,8,5,6,40,45,144,13,47,11,127,15,117,108,22,94,21,23,21,22,8,11,6,14,4,13,3,7,7,7,10,5,7,0,All
Terri M Booker,,,,,,,,,3,67,74,39,40,30,28,37,21,31,40,13,22,19,16,5,4,104,95,97,44,89,25,29,24,28,26,56,6,40,19,27,13,26,20,17,5,13,8,9,11,6,6,4,10,13,0,All
Kendra Mccrae,,,,,,,,,,2,75,36,41,24,38,37,34,37,35,19,19,15,13,7,6,74,84,88,34,73,13,42,15,33,28,45,18,34,23,33,20,25,21,11,8,14,12,10,13,11,8,11,6,7,0,All
Tiffany Palmer,,,,,,,,,,,1,27,35,14,41,29,28,34,36,19,16,13,18,16,7,91,81,94,41,74,24,31,11,24,23,42,14,37,16,21,20,27,20,12,6,15,7,10,9,3,3,5,5,5,0,All
Wendi Barish,,,,,,,,,,,,0,27,32,24,20,39,39,10,15,11,6,15,7,1,47,49,76,24,45,22,30,17,28,26,24,17,19,24,20,15,15,15,7,14,10,11,5,5,10,7,1,6,3,0,All
