col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Judge Of The Superior Court - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Joshua Roberts,James C Crumlish,Jennifer Schultz,Wendi Barish,Carmella Jacquinto,Anthony Kyriakakis,Cateria R Mccabe,Craig Levin,Jon Marshall,Tiffany Palmer,Kendra Mccrae,Leon Goodman,Beth Grossman,Terri M Booker,Nicola Serianni,Chris Hall,Kay Yu,Laurie Dow,Vicki Markovitz,Sherman Toppin,Janine D Momasso,James F Berardinelli,Henry Mcgregor Sias,Robert Trimble,Gregory Weyer,All
Daniel D Mccaffery,96,316,183,893,526,338,393,383,397,389,234,202,163,131,126,115,121,112,102,87,85,75,79,68,62,63,44,22,All
Amanda Green-hawkins,,7,96,245,161,174,169,157,132,142,102,101,135,93,107,92,102,78,67,74,59,61,65,48,31,38,26,15,All
Beth Tarasi,,,21,171,83,219,88,62,46,52,123,116,63,53,30,73,37,60,38,50,47,45,17,27,28,16,20,10,All
Joshua Roberts,,,,25,519,171,343,318,339,335,159,159,61,44,56,41,58,58,42,40,27,33,40,21,26,31,25,7,All
James C Crumlish,,,,,7,77,307,287,336,304,57,48,69,41,48,38,31,36,51,37,22,27,16,20,21,14,17,5,All
Jennifer Schultz,,,,,,8,94,55,39,46,139,135,68,64,42,77,36,92,36,48,40,47,20,31,16,18,21,5,All
Wendi Barish,,,,,,,0,250,273,271,53,46,55,50,45,55,46,49,26,25,40,36,14,22,22,18,10,2,All
Carmella Jacquinto,,,,,,,,2,237,266,25,16,73,61,31,43,32,40,22,48,35,30,30,27,13,25,15,9,All
Anthony Kyriakakis,,,,,,,,,1,285,28,16,68,20,32,18,19,21,52,42,14,17,29,13,28,28,11,10,All
Cateria R Mccabe,,,,,,,,,,1,23,27,49,44,36,22,41,26,17,21,23,23,32,33,15,24,9,2,All
Craig Levin,,,,,,,,,,,0,131,23,22,40,29,18,36,24,11,15,19,19,6,13,10,17,5,All
Jon Marshall,,,,,,,,,,,,1,24,25,29,21,26,34,22,14,22,16,18,5,9,10,10,3,All
Tiffany Palmer,,,,,,,,,,,,,0,75,46,58,61,40,69,60,40,33,26,26,21,17,15,11,All
Kendra Mccrae,,,,,,,,,,,,,,2,46,47,49,31,32,23,24,15,23,25,13,11,13,6,All
Leon Goodman,,,,,,,,,,,,,,,3,25,55,25,31,19,18,14,31,25,17,11,10,7,All
Beth Grossman,,,,,,,,,,,,,,,,1,28,40,27,26,42,41,10,20,11,10,10,6,All
Terri M Booker,,,,,,,,,,,,,,,,,3,16,35,29,29,19,29,20,10,6,13,9,All
Nicola Serianni,,,,,,,,,,,,,,,,,,0,14,29,24,33,20,23,14,14,8,8,All
Chris Hall,,,,,,,,,,,,,,,,,,,0,27,18,12,19,6,11,7,12,5,All
Kay Yu,,,,,,,,,,,,,,,,,,,,0,20,24,13,16,17,12,5,9,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,2,18,16,18,10,8,9,2,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,1,10,17,15,12,5,4,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,1,16,7,16,7,4,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,3,16,8,5,2,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,1,21,5,6,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,483",540,408,"1,085",653,495,468,454,447,439,287,262,236,180,174,173,163,158,137,137,117,113,104,96,81,77,59,32,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Superior Court - Democrat,,,1
,Joshua Roberts,James C Crumlish,Jennifer Schultz,Jon Marshall,Craig Levin,Carmella Jacquinto,Anthony Kyriakakis,Cateria R Mccabe,Wendi Barish,Kendra Mccrae,James F Berardinelli,Beth Grossman,Chris Hall,Gregory Weyer,Janine D Momasso,Kay Yu,Laurie Dow,Leon Goodman,Nicola Serianni,Sherman Toppin,Terri M Booker,Tiffany Palmer,Vicki Markovitz,Henry Mcgregor Sias,Robert Trimble,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,1
Joshua Roberts,0,17,6,5,4,4,3,3,3,2,2,0,0,0,1,1,1,1,0,1,1,0,0,0,0,20,8,5,1
James C Crumlish,,0,1,2,2,4,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,5,0,1
Jennifer Schultz,,,0,5,6,0,0,0,1,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,7,5,6,1
Jon Marshall,,,,0,5,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,5,3,1
Craig Levin,,,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,4,1
Carmella Jacquinto,,,,,,0,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1
Anthony Kyriakakis,,,,,,,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
Cateria R Mccabe,,,,,,,,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1
Wendi Barish,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1
Kendra Mccrae,,,,,,,,,,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1
James F Berardinelli,,,,,,,,,,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,1,1
Beth Grossman,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Chris Hall,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Gregory Weyer,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Janine D Momasso,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
Kay Yu,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,1
