col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Joshua Roberts,Jennifer Schultz,Cateria R Mccabe,Carmella Jacquinto,Sherman Toppin,Craig Levin,Anthony Kyriakakis,Kendra Mccrae,Jon Marshall,Henry Mcgregor Sias,Leon Goodman,Tiffany Palmer,Terri M Booker,Laurie Dow,Wendi Barish,Janine D Momasso,Beth Grossman,Nicola Serianni,James C Crumlish,Chris Hall,Kay Yu,James F Berardinelli,Vicki Markovitz,Robert Trimble,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Joshua Roberts,125,251,429,383,437,234,374,116,246,345,139,91,122,56,96,24,49,89,106,49,32,23,25,37,19,324,502,183,36,All
Jennifer Schultz,,34,64,69,49,228,53,107,232,36,75,107,78,59,126,56,89,123,75,45,41,29,47,24,10,325,129,180,28,All
Cateria R Mccabe,,,7,402,443,43,411,176,39,357,122,115,112,68,63,99,37,37,23,34,50,30,19,20,10,153,389,80,14,All
Carmella Jacquinto,,,,6,365,76,363,133,22,309,114,79,79,81,60,101,49,34,65,17,28,36,23,14,9,124,356,77,10,All
Sherman Toppin,,,,,3,56,382,84,40,348,99,53,96,49,36,57,17,34,35,26,26,25,19,15,8,120,373,63,14,All
Craig Levin,,,,,,19,37,81,204,15,91,71,75,84,68,72,41,83,99,39,27,65,30,27,12,230,125,134,23,All
Anthony Kyriakakis,,,,,,,4,82,25,346,75,68,39,27,30,49,23,28,37,41,38,14,5,8,5,98,324,57,15,All
Kendra Mccrae,,,,,,,,14,57,27,148,172,174,79,99,100,99,64,31,60,58,26,28,32,20,153,173,103,17,All
Jon Marshall,,,,,,,,,11,11,87,60,53,41,63,17,48,77,63,37,12,21,22,25,9,186,100,115,24,All
Henry Mcgregor Sias,,,,,,,,,,3,33,41,18,19,23,19,23,23,11,7,29,19,10,5,4,69,285,31,10,All
Leon Goodman,,,,,,,,,,,6,112,144,71,59,85,55,58,69,63,38,39,23,34,16,129,146,88,23,All
Tiffany Palmer,,,,,,,,,,,,0,142,94,113,47,102,59,45,83,72,41,41,36,20,157,132,98,24,All
Terri M Booker,,,,,,,,,,,,,4,95,82,62,74,46,54,75,52,10,23,38,18,120,165,90,19,All
Laurie Dow,,,,,,,,,,,,,,8,80,81,70,36,58,47,32,61,20,14,18,113,90,61,13,All
Wendi Barish,,,,,,,,,,,,,,,2,58,80,83,47,36,42,21,35,15,6,133,73,74,14,All
Janine D Momasso,,,,,,,,,,,,,,,,3,54,40,49,7,34,66,28,6,6,92,79,53,5,All
Beth Grossman,,,,,,,,,,,,,,,,,0,58,22,33,23,23,40,12,12,85,85,55,11,All
Nicola Serianni,,,,,,,,,,,,,,,,,,1,56,18,30,23,38,8,9,98,60,65,12,All
James C Crumlish,,,,,,,,,,,,,,,,,,,3,39,13,43,8,14,7,78,75,46,17,All
Chris Hall,,,,,,,,,,,,,,,,,,,,2,29,24,12,25,13,53,69,43,18,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,0,19,20,11,10,71,47,39,8,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,3,18,10,6,49,56,18,10,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,0,9,6,42,37,32,4,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,1,12,30,38,20,7,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,20,19,11,2,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,All
Total,"1,263",736,723,650,641,582,568,492,461,445,429,429,416,314,311,275,252,249,246,193,178,156,121,98,59,973,969,605,109,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Joshua Roberts,Cateria R Mccabe,Sherman Toppin,Carmella Jacquinto,Jennifer Schultz,Henry Mcgregor Sias,Anthony Kyriakakis,Leon Goodman,Craig Levin,Tiffany Palmer,Jon Marshall,Kendra Mccrae,Wendi Barish,Beth Grossman,James F Berardinelli,Laurie Dow,Terri M Booker,Chris Hall,Vicki Markovitz,Janine D Momasso,Kay Yu,James C Crumlish,Nicola Serianni,Robert Trimble,Gregory Weyer,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,1
Joshua Roberts,7,21,20,18,11,18,18,6,7,0,6,1,3,0,0,1,1,3,0,1,2,3,1,2,0,19,11,8,1,1
