col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
Justin Diberardinis,,,,,,,,,0,17,14,7,2,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
Eryn Santamoor,,,,,,,,,,0,3,6,2,2,0,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,,,,,0,2,2,2,2,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,,0,1,3,1,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,0,3,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,1,1,0,1,2,0,1,1,0,0,0,1,0,0,0,0,1
Beth Finn,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,2,1,2,1,1,1,1,1,0,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,0,0,0,0,0,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,104,64,46,45,45,40,39,36,35,29,26,21,13,13,12,11,10,9,9,8,6,4,3,3,2,1,1,0,0,0,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Eryn Santamoor,Fernando Treviño,Ogbonna Paul Hagins,Erika Almirón,Justin Diberardinis,Edwin Santana,Sandra Dungee Glenn,Bobbie Curry,Joseph A Diorio,Beth Finn,Billy Thompson,Devon Cade,Hena Veit,Latrice Y Bryant,Ethelind Baylor,Wayne Edmund Dorsey,Asa Khalif,Fareed Abdullah,Mark Ross,Vinny Black,Wayne Allen,Sherrie Cohen,2
Helen Gym,16,25,16,17,16,9,6,5,6,3,4,4,5,2,2,0,1,0,3,0,2,0,2,0,1,1,0,1,0,0,2
Allan Domb,,3,20,18,18,4,1,2,6,3,0,2,3,2,2,2,1,0,1,2,1,1,2,0,0,1,0,0,0,0,2
Katherine Gilmore Richardson,,,1,16,16,0,0,0,3,0,0,1,1,2,1,2,0,1,0,1,0,2,0,0,1,0,0,1,0,0,2
Isaiah Thomas,,,,1,17,2,2,2,1,0,0,1,2,0,1,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,2
Derek S Green,,,,,0,1,0,1,3,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Adrián Rivera-reyes,,,,,,7,6,5,2,3,5,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
Deja Lynn Alvarez,,,,,,,2,4,1,2,5,1,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2
Willie Floyd Singletary,,,,,,,,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Eryn Santamoor,,,,,,,,,0,2,0,2,2,1,0,2,1,0,0,1,1,1,0,0,0,0,1,0,1,0,2
Fernando Treviño,,,,,,,,,,0,1,2,1,1,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,2
Ogbonna Paul Hagins,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Erika Almirón,,,,,,,,,,,,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
Justin Diberardinis,,,,,,,,,,,,,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Edwin Santana,,,,,,,,,,,,,,0,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Bobbie Curry,,,,,,,,,,,,,,,,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,2
Joseph A Diorio,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
Beth Finn,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,2
Billy Thompson,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2
Devon Cade,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2
Hena Veit,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,0,1,0,2
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,2
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,2
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,2
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,55,38,25,23,21,20,14,12,10,7,7,6,6,5,5,4,4,3,3,3,3,3,2,2,1,1,1,1,1,0,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Helen Gym,Isaiah Thomas,Erika Almirón,Derek S Green,Justin Diberardinis,Allan Domb,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Eryn Santamoor,Fareed Abdullah,Sandra Dungee Glenn,Ethelind Baylor,Willie Floyd Singletary,Latrice Y Bryant,Asa Khalif,Fernando Treviño,Ogbonna Paul Hagins,Billy Thompson,Edwin Santana,Joseph A Diorio,Beth Finn,Wayne Edmund Dorsey,Mark Ross,Bobbie Curry,Wayne Allen,Hena Veit,Devon Cade,Vinny Black,Sherrie Cohen,3
Helen Gym,15,42,36,32,33,28,28,19,14,17,13,8,18,6,9,7,4,10,5,1,2,4,2,3,0,0,1,2,1,0,3
Isaiah Thomas,,5,18,27,19,18,25,9,3,5,10,7,10,3,4,6,4,3,3,3,2,1,2,2,2,1,0,1,1,0,3
Erika Almirón,,,0,8,26,2,8,11,10,10,6,7,13,0,6,3,3,2,0,1,0,3,0,1,0,1,1,0,0,0,3
Derek S Green,,,,2,9,16,22,3,5,4,4,3,3,2,3,4,1,3,2,3,2,0,1,1,0,1,0,1,0,0,3
Justin Diberardinis,,,,,0,6,6,8,4,13,1,7,10,1,0,1,2,0,0,2,3,1,2,1,0,0,1,1,0,0,3
Allan Domb,,,,,,1,11,6,1,6,8,7,2,4,3,4,1,3,3,1,3,1,1,1,1,1,0,1,1,0,3
Katherine Gilmore Richardson,,,,,,,0,1,2,7,6,5,2,3,6,3,2,1,2,1,0,3,1,1,0,1,0,0,0,0,3
Adrián Rivera-reyes,,,,,,,,3,11,4,4,2,5,6,1,3,7,5,4,4,1,1,1,0,3,2,1,0,0,0,3
Deja Lynn Alvarez,,,,,,,,,1,0,3,2,4,4,4,2,4,4,2,1,1,1,2,2,0,1,1,0,1,0,3
Eryn Santamoor,,,,,,,,,,0,2,4,0,1,1,0,3,0,3,0,2,1,0,0,0,0,1,0,0,0,3
Fareed Abdullah,,,,,,,,,,,0,4,2,1,4,9,2,4,0,0,0,1,0,0,0,1,0,0,0,0,3
Sandra Dungee Glenn,,,,,,,,,,,,0,3,2,5,2,4,1,1,3,3,2,1,0,0,0,0,0,0,0,3
Ethelind Baylor,,,,,,,,,,,,,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
Willie Floyd Singletary,,,,,,,,,,,,,,5,3,3,1,3,2,1,0,0,2,2,1,2,1,0,1,0,3
Latrice Y Bryant,,,,,,,,,,,,,,,0,2,0,0,2,0,1,3,1,2,0,1,0,1,0,0,3
Asa Khalif,,,,,,,,,,,,,,,,0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,3
Fernando Treviño,,,,,,,,,,,,,,,,,0,2,3,4,3,1,0,0,2,0,1,0,0,0,3
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,0,2,1,2,0,0,0,2,0,0,0,0,0,3
Billy Thompson,,,,,,,,,,,,,,,,,,,0,1,2,0,0,1,0,0,2,1,1,0,3
Edwin Santana,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,1,2,0,0,0,0,3
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,0,0,3
Beth Finn,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,3
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,3
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,3
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,111,65,46,45,42,41,39,36,25,23,22,22,21,20,16,15,14,14,11,10,9,8,6,5,4,4,3,2,2,0,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Deja Lynn Alvarez,Adrián Rivera-reyes,Sandra Dungee Glenn,Justin Diberardinis,Willie Floyd Singletary,Erika Almirón,Eryn Santamoor,Fernando Treviño,Ogbonna Paul Hagins,Asa Khalif,Latrice Y Bryant,Fareed Abdullah,Billy Thompson,Edwin Santana,Joseph A Diorio,Ethelind Baylor,Wayne Allen,Hena Veit,Vinny Black,Beth Finn,Devon Cade,Wayne Edmund Dorsey,Bobbie Curry,Mark Ross,Sherrie Cohen,4
Helen Gym,7,22,16,18,19,12,10,4,8,5,6,5,5,8,4,3,2,1,2,0,4,1,0,2,0,0,0,0,0,0,4
Isaiah Thomas,,2,16,23,20,2,2,6,6,1,7,1,2,1,3,1,2,3,1,0,3,2,1,1,0,1,0,0,1,0,4
Allan Domb,,,7,18,14,2,2,4,4,1,1,2,1,1,2,2,0,2,1,0,0,0,1,1,1,1,1,0,0,0,4
Derek S Green,,,,2,17,0,1,4,6,0,3,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,4
Katherine Gilmore Richardson,,,,,0,3,2,4,3,1,4,4,2,1,1,2,2,2,1,0,1,1,0,1,0,1,0,0,1,0,4
Deja Lynn Alvarez,,,,,,2,14,1,1,7,3,3,5,9,1,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4
Adrián Rivera-reyes,,,,,,,3,2,1,8,2,3,5,9,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,4
Sandra Dungee Glenn,,,,,,,,1,8,2,5,5,3,0,3,2,1,0,3,3,0,1,0,1,1,0,1,0,1,0,4
Justin Diberardinis,,,,,,,,,0,0,6,5,3,0,1,2,1,0,2,2,1,0,1,0,0,0,0,0,0,0,4
Willie Floyd Singletary,,,,,,,,,,4,0,2,2,5,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,4
Erika Almirón,,,,,,,,,,,0,5,3,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,4
Eryn Santamoor,,,,,,,,,,,,0,2,0,1,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,4
Fernando Treviño,,,,,,,,,,,,,0,1,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,4
Ogbonna Paul Hagins,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Asa Khalif,,,,,,,,,,,,,,,0,3,3,1,0,0,0,2,0,2,0,0,0,0,0,0,4
Latrice Y Bryant,,,,,,,,,,,,,,,,0,1,2,0,1,0,1,1,0,1,1,1,0,0,0,4
Fareed Abdullah,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,1,0,0,0,0,0,0,4
Billy Thompson,,,,,,,,,,,,,,,,,,0,0,1,0,2,1,0,1,0,0,0,0,0,4
Edwin Santana,,,,,,,,,,,,,,,,,,,0,3,1,0,0,0,0,0,0,0,0,0,4
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,4
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,4
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,4
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,4
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,52,36,34,29,27,23,22,18,17,15,14,12,11,11,8,8,7,5,5,5,4,4,3,3,2,2,2,1,1,0,4
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Ogbonna Paul Hagins,Eryn Santamoor,Katherine Gilmore Richardson,Beth Finn,Billy Thompson,Justin Diberardinis,Sandra Dungee Glenn,Erika Almirón,Bobbie Curry,Fareed Abdullah,Latrice Y Bryant,Asa Khalif,Ethelind Baylor,Mark Ross,Wayne Allen,Joseph A Diorio,Devon Cade,Hena Veit,Vinny Black,Wayne Edmund Dorsey,Edwin Santana,Fernando Treviño,Sherrie Cohen,5
Helen Gym,4,11,12,8,10,6,8,8,4,6,7,4,5,4,6,3,2,1,1,2,2,1,1,0,0,0,0,0,0,0,5
Allan Domb,,3,7,9,3,2,1,1,4,4,2,2,4,4,2,2,3,0,0,0,1,2,0,0,0,0,0,0,0,0,5
Isaiah Thomas,,,3,10,1,3,1,1,2,6,3,2,2,1,3,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,5
Derek S Green,,,,0,2,2,1,2,3,4,1,1,2,1,0,1,1,0,1,0,1,3,0,0,0,0,1,0,0,0,5
Adrián Rivera-reyes,,,,,2,4,7,5,2,0,3,0,1,1,0,1,2,2,0,1,0,0,1,1,0,0,0,0,0,0,5
Willie Floyd Singletary,,,,,,4,6,4,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5
Deja Lynn Alvarez,,,,,,,0,5,3,1,2,0,0,2,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,5
Ogbonna Paul Hagins,,,,,,,,0,0,0,0,2,0,0,0,1,0,2,2,2,0,1,0,0,0,0,0,0,0,0,5
Eryn Santamoor,,,,,,,,,0,1,0,0,2,2,1,1,1,2,0,0,0,1,1,1,1,1,0,0,0,0,5
Katherine Gilmore Richardson,,,,,,,,,,1,2,1,1,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5
Beth Finn,,,,,,,,,,,0,1,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5
Billy Thompson,,,,,,,,,,,,0,1,1,1,1,1,2,2,2,1,0,0,0,0,0,1,0,0,0,5
Justin Diberardinis,,,,,,,,,,,,,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5
Sandra Dungee Glenn,,,,,,,,,,,,,,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5
Erika Almirón,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
Bobbie Curry,,,,,,,,,,,,,,,,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,5
Fareed Abdullah,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,5
Latrice Y Bryant,,,,,,,,,,,,,,,,,,0,2,2,0,0,1,1,0,0,0,0,0,0,5
Asa Khalif,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,0,0,0,0,0,0,5
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,5
Mark Ross,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,5
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,5
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,36,22,20,16,14,13,12,11,10,10,7,7,7,7,6,5,5,5,4,4,3,3,2,1,1,1,1,0,0,0,5
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,Helen Gym,Allan Domb,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Fareed Abdullah,Asa Khalif,Ogbonna Paul Hagins,Eryn Santamoor,Erika Almirón,Justin Diberardinis,Sandra Dungee Glenn,Billy Thompson,Fernando Treviño,Beth Finn,Edwin Santana,Ethelind Baylor,Latrice Y Bryant,Wayne Edmund Dorsey,Devon Cade,Hena Veit,Mark Ross,Bobbie Curry,Joseph A Diorio,Wayne Allen,Vinny Black,Sherrie Cohen,6
Helen Gym,11,43,42,42,36,17,9,11,7,5,9,7,8,8,5,2,5,4,2,0,1,3,3,3,1,0,0,1,0,0,6
Allan Domb,,3,41,34,31,7,4,1,8,6,1,9,1,1,4,3,1,2,4,2,1,2,1,0,2,0,1,1,0,0,6
Derek S Green,,,1,43,31,2,4,0,4,4,1,7,2,6,3,0,1,1,2,0,2,1,0,0,2,0,0,2,0,0,6
Isaiah Thomas,,,,2,36,1,3,0,7,6,0,0,2,7,1,3,2,3,2,1,1,0,1,1,0,0,0,1,0,0,6
Katherine Gilmore Richardson,,,,,0,2,0,2,3,1,0,4,3,7,2,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,6
Adrián Rivera-reyes,,,,,,2,9,11,1,1,7,1,3,1,0,1,3,2,3,2,0,2,2,1,0,0,1,0,0,0,6
Willie Floyd Singletary,,,,,,,3,7,2,1,8,2,0,0,2,1,2,0,1,1,0,0,0,0,0,1,2,0,0,0,6
Deja Lynn Alvarez,,,,,,,,2,1,2,7,0,4,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,6
Fareed Abdullah,,,,,,,,,0,4,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,6
Asa Khalif,,,,,,,,,,0,1,0,3,0,2,3,1,1,0,0,1,0,0,1,0,1,0,1,0,0,6
