col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 8th District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Cindy Bass,Tonya Bah,Omar Sabir,Kahlil Williams,Lisa Deeley,Marwan Kreidie,Jen Devor,Dennis Lee,Annette Thompson,Carla Cain,Luigi Borda,Robin Trent,Lewis Harris Jr,Warren Bloom,Moira Bohannon,All
Cindy Bass,"1,978",0,"9,449","6,057","6,127","2,656","1,572","1,943","1,734","1,488",563,493,458,371,319,All
Tonya Bah,,16,61,53,41,39,28,8,6,7,5,2,3,3,4,All
Omar Sabir,,,648,"1,623","3,860",793,66,422,466,351,82,114,111,90,38,All
Kahlil Williams,,,,436,734,608,"1,921","1,067",388,330,149,111,153,89,80,All
Lisa Deeley,,,,,242,414,179,132,371,207,58,54,33,39,53,All
Marwan Kreidie,,,,,,225,139,132,92,98,131,31,11,22,27,All
Jen Devor,,,,,,,61,31,33,66,116,21,22,10,42,All
Dennis Lee,,,,,,,,68,72,135,69,39,42,31,22,All
Annette Thompson,,,,,,,,,44,183,30,67,44,35,40,All
Carla Cain,,,,,,,,,,96,52,59,35,32,39,All
Luigi Borda,,,,,,,,,,,65,15,5,10,13,All
Robin Trent,,,,,,,,,,,,15,18,15,19,All
Lewis Harris Jr,,,,,,,,,,,,,19,19,5,All
Warren Bloom,,,,,,,,,,,,,,17,5,All
Moira Bohannon,,,,,,,,,,,,,,,15,All
Total,"21,432",165,"11,249","8,389","7,376","3,461","2,786","2,390","1,996","1,855",860,605,551,451,418,All
