col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Lewis Harris Jr,Carla Cain,Dennis Lee,Warren Bloom,Jen Devor,Luigi Borda,Robin Trent,Moira Bohannon,Joshua Roberts,Jennifer Schultz,Sherman Toppin,Cateria R Mccabe,Carmella Jacquinto,Craig Levin,Anthony Kyriakakis,Henry Mcgregor Sias,Jon Marshall,Tiffany Palmer,Terri M Booker,Leon Goodman,Kendra Mccrae,Wendi Barish,Nicola Serianni,Beth Grossman,James C Crumlish,Laurie Dow,Kay Yu,Vicki Markovitz,Chris Hall,Janine D Momasso,Robert Trimble,James F Berardinelli,Gregory Weyer,All
Omar Sabir,38,266,77,51,24,15,11,17,3,3,3,2,2,399,158,238,228,222,140,195,183,120,77,75,72,50,53,40,42,44,41,32,27,38,28,18,19,9,All
Lisa Deeley,,9,14,20,12,3,8,5,2,1,0,1,4,280,96,185,186,175,70,166,154,53,35,27,30,26,32,26,26,28,24,10,17,9,11,8,5,2,All
Kahlil Williams,,,22,14,23,10,11,8,5,6,1,7,3,64,55,43,49,41,36,22,11,29,64,65,48,50,37,25,35,19,31,22,20,24,35,20,17,5,All
Marwan Kreidie,,,,9,3,1,4,0,0,1,3,1,0,74,107,12,10,6,61,8,5,64,6,6,16,8,10,15,4,19,5,5,0,7,4,2,4,3,All
Annette Thompson,,,,,6,6,8,1,1,1,0,2,0,22,39,19,19,14,16,10,5,15,27,27,26,19,21,23,20,9,16,15,15,12,11,8,6,5,All
Lewis Harris Jr,,,,,,6,1,2,1,0,0,0,2,16,17,12,6,7,8,3,3,9,21,17,11,12,8,9,9,3,6,7,6,10,5,3,3,2,All
Carla Cain,,,,,,,1,4,0,0,2,2,0,13,23,19,21,9,7,5,5,6,13,14,17,20,11,17,12,8,12,9,7,5,8,3,6,3,All
Dennis Lee,,,,,,,,1,4,0,3,0,1,15,11,16,9,8,12,8,4,6,11,16,13,13,11,8,16,11,8,9,7,7,9,7,5,2,All
Warren Bloom,,,,,,,,,1,0,1,0,0,7,7,5,7,3,12,3,1,4,4,6,5,3,5,3,8,0,2,3,0,3,2,4,0,1,All
Jen Devor,,,,,,,,,,0,3,0,0,3,4,3,5,1,2,0,3,1,8,4,5,3,3,5,4,3,5,5,1,3,2,2,0,1,All
Luigi Borda,,,,,,,,,,,0,0,1,5,7,1,5,2,5,3,1,3,3,3,7,6,2,8,2,8,1,5,1,3,2,5,2,1,All
Robin Trent,,,,,,,,,,,,0,0,1,4,5,5,2,4,3,1,4,5,6,4,3,0,3,2,2,1,1,5,2,8,3,1,3,All
Moira Bohannon,,,,,,,,,,,,,0,5,2,1,1,2,1,1,3,2,6,0,2,5,2,3,3,1,2,3,7,2,1,1,1,0,All
Joshua Roberts,,,,,,,,,,,,,,14,110,219,202,210,118,193,185,111,31,40,45,28,44,43,29,43,25,18,17,16,12,13,13,5,All
Jennifer Schultz,,,,,,,,,,,,,,,19,33,38,18,117,11,9,99,52,31,36,32,42,49,41,31,23,19,24,24,14,18,10,7,All
Sherman Toppin,,,,,,,,,,,,,,,,5,205,194,28,186,171,14,36,40,30,24,24,24,14,13,21,19,7,15,17,12,10,10,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,1,182,22,194,170,12,37,32,39,31,20,23,18,8,19,16,11,10,23,11,11,2,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,2,24,173,160,9,32,31,25,23,22,11,19,15,9,17,14,10,14,5,5,2,All
Craig Levin,,,,,,,,,,,,,,,,,,,5,11,6,93,25,20,29,14,30,30,22,31,15,9,14,16,12,15,6,5,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,1,170,7,17,7,21,13,8,3,9,10,4,3,6,7,10,6,7,2,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,0,6,12,7,9,3,6,8,7,0,4,6,9,2,6,4,8,2,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,5,17,19,28,10,19,28,14,23,14,9,5,10,6,4,9,5,All
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,,,,1,46,37,51,35,24,35,13,29,23,17,21,17,9,10,5,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,4,50,43,25,23,24,20,27,27,18,20,24,12,9,7,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,0,38,22,29,28,33,28,17,10,18,22,16,10,5,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,24,23,13,25,23,11,19,23,9,5,2,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,28,23,22,8,17,11,15,10,4,1,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,24,15,11,17,9,14,6,9,2,All
Beth Grossman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,23,12,21,12,15,9,6,3,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,9,11,5,9,7,3,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,11,14,11,5,5,5,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,10,5,3,4,2,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,13,9,11,2,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,10,8,6,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,7,2,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,708,420,231,166,106,60,56,49,23,17,17,17,13,554,351,315,299,278,239,237,210,207,159,152,144,117,109,105,101,91,83,69,68,67,67,47,41,21,All
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
