col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Justin Diberardinis,Erika Almirón,Eryn Santamoor,Isaiah Thomas,Adrián Rivera-reyes,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Deja Lynn Alvarez,Ethelind Baylor,Beth Finn,Fernando Treviño,Sandra Dungee Glenn,Asa Khalif,Ogbonna Paul Hagins,Willie Floyd Singletary,Billy Thompson,Latrice Y Bryant,Hena Veit,Fareed Abdullah,Edwin Santana,Joseph A Diorio,Vinny Black,Mark Ross,Wayne Allen,Bobbie Curry,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Kahlil Williams,Lisa Deeley,Jen Devor,Marwan Kreidie,Omar Sabir,Annette Thompson,Luigi Borda,Carla Cain,Moira Bohannon,Robin Trent,Dennis Lee,Warren Bloom,Lewis Harris Jr,All
Helen Gym,11,"1,075",780,582,580,498,516,495,288,287,353,221,106,82,87,88,47,49,45,55,39,21,21,24,17,20,13,7,10,0,794,578,600,292,196,143,146,101,105,44,37,17,14,All
Justin Diberardinis,,50,586,484,473,307,398,320,248,133,284,118,44,40,49,30,10,33,21,12,13,14,15,15,6,12,12,8,9,0,657,405,467,186,70,73,115,56,70,28,23,17,13,All
Erika Almirón,,,6,202,395,255,152,151,62,152,302,92,50,50,55,19,2,6,21,21,13,18,5,8,4,4,4,1,3,0,409,183,403,147,62,68,105,65,61,30,10,7,3,All
Eryn Santamoor,,,,1,130,177,310,303,202,88,41,104,55,40,26,14,6,18,19,18,10,13,11,8,4,5,8,4,7,0,428,280,273,102,43,55,43,43,49,16,16,10,8,All
Isaiah Thomas,,,,,0,141,232,172,143,79,242,33,28,25,27,15,5,13,19,8,24,10,6,6,7,7,5,3,4,0,327,237,229,92,138,53,69,39,41,21,14,5,4,All
Adrián Rivera-reyes,,,,,,11,107,81,84,209,78,105,87,28,39,75,49,23,22,21,25,23,20,15,5,6,10,3,6,0,260,164,215,193,97,60,60,36,43,29,23,8,7,All
Derek S Green,,,,,,,2,346,187,118,49,56,26,22,23,22,5,31,16,5,13,5,8,6,9,12,9,7,3,0,370,350,175,86,115,41,24,31,32,21,18,8,4,All
Katherine Gilmore Richardson,,,,,,,,0,127,94,44,86,40,47,25,19,3,25,26,21,15,12,4,2,9,4,4,5,5,0,311,344,177,58,116,61,22,40,35,19,12,6,5,All
Allan Domb,,,,,,,,,12,68,17,58,29,27,12,7,17,42,7,11,18,5,21,16,13,8,11,8,8,0,178,195,109,61,94,37,35,29,17,13,25,14,8,All
Deja Lynn Alvarez,,,,,,,,,,9,45,61,49,27,43,59,47,11,23,23,19,23,7,9,2,10,3,6,5,0,136,172,106,114,116,34,33,45,36,22,13,4,8,All
Ethelind Baylor,,,,,,,,,,,1,29,14,9,11,12,0,4,12,3,6,6,1,5,3,5,1,2,2,0,154,89,144,71,27,21,79,36,27,15,7,7,6,All
Beth Finn,,,,,,,,,,,,4,28,50,18,14,6,25,25,30,11,7,12,9,9,5,6,10,6,0,84,114,102,54,30,66,36,35,42,21,12,7,5,All
Fernando Treviño,,,,,,,,,,,,,1,6,13,9,8,10,10,10,8,19,12,8,3,5,4,2,2,0,61,37,49,36,45,23,21,16,17,8,13,2,3,All
Sandra Dungee Glenn,,,,,,,,,,,,,,0,19,2,3,5,15,17,4,3,2,6,3,3,3,1,1,0,41,48,30,15,22,42,9,24,14,8,6,1,2,All
Asa Khalif,,,,,,,,,,,,,,,0,6,2,3,13,12,21,11,4,4,1,4,1,2,0,0,60,34,43,16,32,18,10,16,6,5,3,2,5,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,3,29,4,7,5,4,2,1,3,2,1,0,2,0,0,31,37,17,57,25,13,4,5,7,6,4,0,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,3,10,2,3,1,2,7,5,6,2,4,2,2,0,8,37,1,39,38,10,7,2,1,4,5,2,2,All
Billy Thompson,,,,,,,,,,,,,,,,,,0,5,6,5,3,11,7,8,3,6,5,1,0,23,37,10,23,13,21,6,10,1,7,13,7,8,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,0,11,8,2,2,4,6,7,4,2,2,0,20,29,15,15,18,23,6,15,11,5,5,2,5,All
Hena Veit,,,,,,,,,,,,,,,,,,,,0,9,5,2,3,8,1,2,1,1,0,10,25,18,15,18,23,9,11,10,6,5,1,2,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,2,5,1,4,2,4,1,0,0,0,20,14,11,13,24,15,1,14,8,3,2,3,5,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,4,3,2,0,18,16,3,15,13,8,7,10,5,5,1,3,1,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,10,2,5,0,6,16,2,15,11,17,8,3,1,2,8,4,2,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,2,1,2,0,14,13,7,10,11,10,3,5,2,2,5,4,3,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,0,7,6,3,2,0,8,11,1,9,4,5,4,4,2,4,8,3,4,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,0,14,13,6,3,7,6,3,5,1,0,5,3,2,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,0,8,10,6,6,6,11,3,4,1,2,4,1,4,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,6,7,0,2,5,6,3,4,1,3,3,1,1,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,5,4,5,6,7,5,1,1,2,2,0,2,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,291,389,70,30,29,24,16,14,16,9,2,5,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,51,47,123,69,18,37,22,10,8,8,4,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,13,14,75,20,21,6,4,2,4,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,50,19,22,17,26,12,13,7,2,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,11,11,9,3,8,3,4,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,16,16,8,4,1,4,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,6,3,3,1,1,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,3,2,3,1,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,1,0,All
Robin Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,837","1,379",920,771,743,724,711,654,521,501,409,339,186,144,139,125,104,100,93,85,76,61,58,48,43,40,39,26,25,0,965,847,704,433,358,222,204,157,146,75,71,38,33,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Helen Gym,Justin Diberardinis,Erika Almirón,Eryn Santamoor,Adrián Rivera-reyes,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Beth Finn,Allan Domb,Deja Lynn Alvarez,Sandra Dungee Glenn,Ethelind Baylor,Fernando Treviño,Hena Veit,Ogbonna Paul Hagins,Asa Khalif,Billy Thompson,Edwin Santana,Joseph A Diorio,Latrice Y Bryant,Wayne Edmund Dorsey,Willie Floyd Singletary,Bobbie Curry,Devon Cade,Fareed Abdullah,Vinny Black,Wayne Allen,Mark Ross,Sherrie Cohen,Kahlil Williams,Lisa Deeley,Jen Devor,Marwan Kreidie,Moira Bohannon,Annette Thompson,Omar Sabir,Luigi Borda,Carla Cain,Robin Trent,Warren Bloom,Dennis Lee,Lewis Harris Jr,1
Helen Gym,0,46,32,26,22,27,27,26,17,14,14,6,9,6,3,4,1,1,1,0,2,0,1,0,0,0,1,0,0,0,35,24,26,16,11,4,4,5,4,2,1,0,0,1
Justin Diberardinis,,1,26,22,17,15,18,17,8,15,8,2,8,2,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,29,16,21,12,5,2,0,5,0,1,1,0,0,1
Erika Almirón,,,0,14,13,7,18,11,9,1,12,4,11,5,2,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,21,5,18,11,6,2,1,5,4,2,0,0,0,1
Eryn Santamoor,,,,0,14,15,6,12,6,13,7,3,3,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,21,12,13,11,7,2,0,3,1,1,1,0,0,1
Adrián Rivera-reyes,,,,,1,6,7,2,6,6,9,3,3,2,0,2,1,0,1,2,0,0,1,1,1,0,1,0,0,0,13,6,9,12,5,5,2,1,1,1,1,0,0,1
Derek S Green,,,,,,0,12,14,8,12,7,3,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,23,15,11,4,3,1,3,0,0,1,0,0,0,1
Isaiah Thomas,,,,,,,0,10,4,6,4,3,7,0,0,2,0,0,1,1,1,0,0,0,0,1,1,0,0,0,15,9,7,8,3,1,3,2,2,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,0,7,6,6,4,0,2,4,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,18,16,11,3,2,2,2,1,3,2,0,0,0,1
Beth Finn,,,,,,,,,0,3,6,5,0,1,4,1,2,1,1,1,2,0,0,1,1,0,0,0,0,0,7,10,9,3,10,4,2,1,2,1,1,0,0,1
Allan Domb,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,12,6,2,2,2,2,1,1,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,,,0,3,0,0,1,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,12,5,6,4,3,1,0,1,1,2,1,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2,2,3,2,1,3,0,0,1,0,1
Ethelind Baylor,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,0,0,0,3,1,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,0,1,1,1,0,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,2,1,0,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
