col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Mayor - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Dennis Lee,Annette Thompson,Carla Cain,Robin Trent,Lewis Harris Jr,Warren Bloom,Jen Devor,Luigi Borda,Moira Bohannon,All
Jim Kenney,640,0,0,"3,010","2,199",602,328,199,206,196,78,70,56,54,44,17,All
Anthony Hardy Williams,,195,0,927,471,313,77,152,125,105,37,40,26,18,11,11,All
Alan Butkovitz,,,24,80,45,27,14,9,14,14,5,4,1,4,3,3,All
Omar Sabir,,,,65,"2,159",414,138,147,103,96,29,18,17,15,13,7,All
Lisa Deeley,,,,,19,141,82,37,58,45,12,9,8,6,9,2,All
Kahlil Williams,,,,,,7,21,46,62,47,25,22,14,25,9,5,All
Marwan Kreidie,,,,,,,12,10,13,7,1,6,3,6,10,2,All
Dennis Lee,,,,,,,,5,17,33,5,9,9,3,7,1,All
Annette Thompson,,,,,,,,,2,19,16,13,7,0,2,3,All
Carla Cain,,,,,,,,,,2,5,9,3,6,2,1,All
Robin Trent,,,,,,,,,,,2,8,2,0,1,2,All
Lewis Harris Jr,,,,,,,,,,,,2,4,2,1,1,All
Warren Bloom,,,,,,,,,,,,,1,1,1,4,All
Jen Devor,,,,,,,,,,,,,,0,1,1,All
Luigi Borda,,,,,,,,,,,,,,,2,0,All
Moira Bohannon,,,,,,,,,,,,,,,,1,All
Total,"4,772","1,590",160,"4,227","2,862",969,436,379,354,321,122,118,85,78,63,33,All
,Mayor - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,1
