col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Dennis Lee,Marwan Kreidie,Annette Thompson,Robin Trent,Carla Cain,Jen Devor,Lewis Harris Jr,Luigi Borda,Warren Bloom,Moira Bohannon,Joshua Roberts,Cateria R Mccabe,Carmella Jacquinto,James C Crumlish,Anthony Kyriakakis,Jennifer Schultz,Kendra Mccrae,Henry Mcgregor Sias,Tiffany Palmer,Leon Goodman,Craig Levin,Terri M Booker,Laurie Dow,Jon Marshall,Beth Grossman,Wendi Barish,Janine D Momasso,Kay Yu,Sherman Toppin,Nicola Serianni,Chris Hall,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Omar Sabir,138,978,346,227,82,95,69,29,10,17,14,16,5,"1,219",966,955,827,743,433,478,629,357,422,370,373,266,279,193,200,232,156,210,144,129,117,85,79,35,All
Lisa Deeley,,27,71,45,68,54,21,27,4,10,9,9,6,907,686,703,643,582,316,192,533,148,171,203,171,144,135,132,149,88,89,90,117,52,81,42,24,16,All
Kahlil Williams,,,45,113,28,93,53,25,67,29,11,16,6,249,312,240,235,188,202,288,132,333,263,153,287,203,118,133,133,123,169,137,97,155,74,87,64,42,All
Dennis Lee,,,,23,25,17,23,38,3,12,8,14,7,149,235,197,140,142,98,177,69,91,189,117,107,137,67,80,77,137,75,97,51,45,39,55,32,15,All
Marwan Kreidie,,,,,19,8,11,6,0,0,11,4,6,147,43,44,83,42,205,56,16,54,46,116,30,29,110,34,45,15,32,23,58,36,24,15,16,6,All
Annette Thompson,,,,,,4,20,22,4,9,5,7,3,87,94,67,68,33,129,146,18,129,90,60,120,75,56,92,98,51,57,47,82,53,43,13,21,17,All
Robin Trent,,,,,,,12,13,6,4,2,2,3,75,85,56,63,53,55,84,31,84,53,44,70,62,30,47,50,25,49,26,25,33,34,14,17,8,All
Carla Cain,,,,,,,,1,7,7,6,3,6,38,48,74,63,30,49,63,15,52,35,58,48,74,22,44,46,66,44,18,30,25,28,43,6,9,All
Jen Devor,,,,,,,,,2,4,8,0,3,18,31,23,45,57,41,26,28,66,17,11,12,17,5,27,25,14,40,13,17,43,8,9,2,9,All
Lewis Harris Jr,,,,,,,,,,1,1,6,2,27,17,19,24,17,27,25,11,31,26,30,46,23,22,15,16,14,21,19,19,30,8,12,15,13,All
Luigi Borda,,,,,,,,,,,2,3,2,19,17,16,32,25,33,22,9,34,22,21,10,19,11,21,17,10,19,11,22,15,11,12,7,4,All
Warren Bloom,,,,,,,,,,,,1,1,24,21,15,19,8,26,20,7,18,33,24,27,22,15,26,17,12,15,12,7,10,16,13,8,9,All
