col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Sandra Dungee Glenn,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Eryn Santamoor,Ogbonna Paul Hagins,Fareed Abdullah,Asa Khalif,Billy Thompson,Ethelind Baylor,Erika Almirón,Latrice Y Bryant,Justin Diberardinis,Edwin Santana,Joseph A Diorio,Fernando Treviño,Beth Finn,Hena Veit,Mark Ross,Vinny Black,Bobbie Curry,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,All
Helen Gym,71,572,602,572,439,228,219,161,151,99,138,82,71,82,89,88,61,74,49,30,30,37,40,18,23,17,21,15,14,0,535,408,245,34,All
Isaiah Thomas,,12,508,572,437,200,80,79,44,98,27,101,81,52,74,64,54,53,37,28,21,35,10,23,19,7,23,15,18,2,491,184,142,27,All
Allan Domb,,,37,537,374,168,77,74,42,100,26,80,45,43,46,31,23,34,39,25,23,23,20,20,19,21,24,20,17,0,482,190,108,30,All
Derek S Green,,,,16,460,220,66,62,32,132,15,67,63,43,64,37,37,52,35,12,21,28,7,16,14,11,20,12,6,0,485,169,110,28,All
Katherine Gilmore Richardson,,,,,10,183,41,27,19,100,11,33,30,47,28,42,27,23,18,8,7,19,14,16,11,10,4,11,3,1,363,105,81,14,All
Sandra Dungee Glenn,,,,,,23,45,33,14,78,10,27,36,56,39,53,34,42,45,44,38,31,14,7,4,14,8,7,2,0,173,136,70,14,All
Adrián Rivera-reyes,,,,,,,15,142,144,31,120,18,23,24,14,24,22,14,14,17,33,32,17,11,7,14,9,12,7,0,73,230,129,17,All
Willie Floyd Singletary,,,,,,,,12,134,18,94,30,32,28,11,13,25,5,12,13,12,7,7,12,15,15,11,7,2,1,66,165,146,20,All
Deja Lynn Alvarez,,,,,,,,,11,26,110,19,23,21,11,14,33,5,10,23,17,9,13,7,8,6,6,4,10,0,42,162,105,6,All
Eryn Santamoor,,,,,,,,,,0,5,17,7,11,12,12,20,20,4,14,13,10,20,9,7,10,4,10,4,1,60,69,44,19,All
Ogbonna Paul Hagins,,,,,,,,,,,3,13,6,15,2,6,8,1,5,3,8,5,9,1,7,3,2,1,5,0,33,123,57,2,All
Fareed Abdullah,,,,,,,,,,,,3,55,18,15,14,23,11,20,10,7,6,8,8,15,5,5,8,8,0,63,68,52,11,All
Asa Khalif,,,,,,,,,,,,,2,9,9,17,27,6,18,9,6,7,7,3,16,7,7,5,4,0,43,58,55,7,All
Billy Thompson,,,,,,,,,,,,,,3,6,31,14,5,9,12,7,11,7,6,12,6,5,9,6,0,48,49,32,12,All
Ethelind Baylor,,,,,,,,,,,,,,,4,20,9,23,9,8,5,10,3,3,3,1,5,4,1,0,50,38,34,8,All
Erika Almirón,,,,,,,,,,,,,,,,0,17,18,7,5,4,13,12,5,4,7,6,8,3,0,23,56,40,7,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,0,5,12,11,5,7,15,8,8,7,9,5,13,0,39,36,44,12,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,1,33,30,28,6,0,8,2,3,2,1,2,2,51,34,22,8,All
Edwin Santana,,,,,,,,,,,,,,,,,,,1,32,32,6,8,1,3,6,3,3,5,0,45,27,33,4,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,1,37,10,8,7,6,6,1,7,9,0,33,19,27,10,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,1,6,7,3,5,2,5,1,2,1,29,26,21,8,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,2,11,11,3,6,4,1,4,0,24,33,23,8,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,1,3,6,3,0,5,6,0,17,22,22,10,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,1,3,8,4,3,4,1,16,17,14,8,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,4,4,0,23,17,17,7,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,3,1,17,18,14,8,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,19,13,10,6,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,14,12,12,5,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,12,9,11,6,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,420",972,946,934,679,525,486,429,343,246,226,210,177,170,159,155,148,141,130,114,107,101,79,68,65,59,55,55,47,3,882,796,630,99,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Helen Gym,Derek S Green,Allan Domb,Adrián Rivera-reyes,Isaiah Thomas,Willie Floyd Singletary,Katherine Gilmore Richardson,Deja Lynn Alvarez,Ethelind Baylor,Sandra Dungee Glenn,Fareed Abdullah,Ogbonna Paul Hagins,Latrice Y Bryant,Vinny Black,Billy Thompson,Bobbie Curry,Fernando Treviño,Justin Diberardinis,Erika Almirón,Eryn Santamoor,Beth Finn,Hena Veit,Joseph A Diorio,Wayne Allen,Asa Khalif,Edwin Santana,Wayne Edmund Dorsey,Devon Cade,Mark Ross,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,1
Helen Gym,0,19,14,10,16,7,7,4,6,3,4,6,4,3,2,0,2,3,4,0,2,2,2,2,0,1,0,0,1,0,10,16,9,1,1
Derek S Green,,0,17,5,19,3,10,2,3,4,5,0,3,2,3,0,2,1,1,2,2,1,0,1,1,1,1,0,0,0,8,12,6,2,1
Allan Domb,,,0,6,16,4,8,2,1,5,5,2,0,2,2,3,2,1,0,1,1,0,0,0,1,1,0,1,1,0,9,12,3,2,1
Adrián Rivera-reyes,,,,0,4,7,1,4,4,3,2,5,0,2,2,2,3,2,3,1,0,1,0,0,1,0,1,1,0,0,12,3,9,2,1
Isaiah Thomas,,,,,0,4,9,1,2,3,6,0,2,3,4,0,0,1,2,2,0,0,0,2,1,1,1,0,1,0,6,12,5,1,1
Willie Floyd Singletary,,,,,,0,0,9,2,2,0,6,2,3,3,4,2,1,0,2,0,0,1,0,0,0,1,0,0,0,9,4,6,4,1
Katherine Gilmore Richardson,,,,,,,4,1,2,1,2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,8,2,0,1
Deja Lynn Alvarez,,,,,,,,0,1,1,2,5,2,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,8,2,4,1,1
Ethelind Baylor,,,,,,,,,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,3,2,4,1,1
Sandra Dungee Glenn,,,,,,,,,,1,0,2,2,0,0,3,1,1,1,1,1,0,0,0,1,1,1,0,0,0,3,3,1,1,1
Fareed Abdullah,,,,,,,,,,,0,0,2,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,5,3,0,1,1
Ogbonna Paul Hagins,,,,,,,,,,,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,7,2,1,0,1
Latrice Y Bryant,,,,,,,,,,,,,0,2,2,0,0,2,0,0,0,1,1,1,0,1,1,0,0,0,1,1,3,1,1
Vinny Black,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2,3,1
Billy Thompson,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,3,1,1
Bobbie Curry,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,2,1,1,2,1
Fernando Treviño,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,3,1,1
Justin Diberardinis,,,,,,,,,,,,,,,,,,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1
Erika Almirón,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1
Eryn Santamoor,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
Beth Finn,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,0,1
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,1
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,43,34,30,28,28,24,17,16,12,12,10,10,9,7,6,6,6,6,5,4,3,3,3,3,2,2,2,1,1,0,33,30,25,6,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,2
,Helen Gym,Derek S Green,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Adrián Rivera-reyes,Sandra Dungee Glenn,Willie Floyd Singletary,Eryn Santamoor,Fareed Abdullah,Deja Lynn Alvarez,Ogbonna Paul Hagins,Edwin Santana,Justin Diberardinis,Latrice Y Bryant,Bobbie Curry,Asa Khalif,Billy Thompson,Erika Almirón,Beth Finn,Ethelind Baylor,Fernando Treviño,Mark Ross,Vinny Black,Wayne Allen,Joseph A Diorio,Devon Cade,Hena Veit,Wayne Edmund Dorsey,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,2
Helen Gym,1,31,28,29,20,8,12,9,8,4,6,7,2,5,4,2,1,2,3,1,3,2,1,1,1,1,1,0,0,0,21,22,12,3,2
Derek S Green,,1,26,32,22,5,18,3,13,1,1,1,1,4,3,1,2,3,1,3,3,2,1,1,2,0,1,0,0,0,14,23,5,2,2
Allan Domb,,,2,23,17,5,6,4,10,5,0,1,2,3,2,5,2,4,3,2,2,3,2,1,3,0,0,0,0,0,11,16,9,4,2
Isaiah Thomas,,,,1,20,4,11,3,6,3,0,1,1,3,3,0,1,0,2,2,2,1,1,0,2,0,0,0,0,0,9,22,1,2,2
Katherine Gilmore Richardson,,,,,0,3,9,1,9,4,1,0,0,2,0,1,2,1,1,0,0,1,1,0,0,0,0,0,1,0,7,14,3,1,2
Adrián Rivera-reyes,,,,,,2,4,10,2,0,5,5,1,0,2,1,0,0,1,1,1,1,2,0,0,0,1,0,1,0,7,4,9,2,2
Sandra Dungee Glenn,,,,,,,0,0,7,4,0,0,1,3,2,0,0,1,2,2,2,1,0,0,0,1,0,0,0,0,8,9,3,0,2
Willie Floyd Singletary,,,,,,,,1,2,1,7,6,0,1,2,2,2,0,1,0,0,0,1,1,2,1,0,0,0,0,9,2,10,0,2
Eryn Santamoor,,,,,,,,,0,3,1,0,0,1,2,1,0,1,0,1,1,1,3,0,0,0,0,2,1,0,7,5,3,3,2
