col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
Asa Khalif,,,,,,,,,,,,,,,,,,48,582,"1,138",282,467,512,524,418,284,286,270,242,1,"4,624","1,800","4,008",872,784,"1,487",677,358,855,398,449,258,468,All
Billy Thompson,,,,,,,,,,,,,,,,,,,110,708,"1,177",511,348,533,582,604,609,309,434,5,"3,342","2,265","2,049",341,998,"1,683","1,786",746,565,214,473,533,541,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,53,480,660,413,665,427,483,483,361,285,5,"3,479","2,385","2,435",613,941,"1,916",789,474,"1,151",437,486,293,366,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,91,542,642,345,565,604,601,430,300,7,"1,957","2,577","1,045",391,958,939,"1,423","1,369",868,296,402,483,346,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,22,184,141,338,223,265,179,148,2,"1,359","2,014",853,462,893,"1,281",629,609,697,389,343,183,163,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,54,309,205,180,251,131,162,2,"1,896","1,096","1,369",306,549,623,"1,055",433,722,200,281,194,269,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,146,310,352,321,197,227,2,"1,745","1,105","1,334",292,506,702,560,311,412,143,268,281,415,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,74,360,280,327,166,3,"1,430","1,440",976,281,407,670,507,404,414,217,313,240,313,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,79,502,156,246,3,"1,178","1,103",858,299,413,598,640,407,405,186,319,395,315,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,34,254,216,9,"1,117","1,188",789,229,481,645,549,405,366,192,333,249,290,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,154,2,963,731,682,208,316,382,415,223,272,128,209,170,229,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,3,936,675,674,136,236,435,385,189,216,120,191,214,241,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,12,10,3,9,7,4,5,3,1,3,2,3,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,311","26,745","8,202",557,"4,945","2,641","2,900",787,"1,224",390,581,515,659,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,457","5,421","1,436","3,383","3,516","1,258","1,947","1,568",672,589,453,282,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,"14,512","3,007","2,290","2,124","1,386","1,171",790,821,490,797,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,"1,016",409,302,"1,640",723,581,228,123,198,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,543,656,"1,195",552,470,447,245,93,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,418,344,"1,053",435,487,285,298,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,504,744,143,316,306,276,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,461,273,163,217,98,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,439,316,151,161,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,212,85,66,All
Robin Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,153,141,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,168,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,All
Total,"106,997","66,000","63,227","60,148","44,814","41,717","35,081","34,416","33,683","26,245","17,841","17,731","13,949","13,696","12,454","11,390","10,466","9,586","8,962","8,742","7,602","5,398","5,150","4,838","4,418","4,137","3,825","2,794","2,698",44,"70,651","60,485","47,961","23,293","22,839","14,106","11,362","11,110","9,367","4,886","4,787","3,671","3,644",All
