col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Marwan Kreidie,Kahlil Williams,Annette Thompson,Dennis Lee,Carla Cain,Jen Devor,Luigi Borda,Warren Bloom,Moira Bohannon,Lewis Harris Jr,Robin Trent,Adrián Rivera-reyes,Helen Gym,Deja Lynn Alvarez,Allan Domb,Willie Floyd Singletary,Isaiah Thomas,Fernando Treviño,Erika Almirón,Katherine Gilmore Richardson,Derek S Green,Ogbonna Paul Hagins,Justin Diberardinis,Edwin Santana,Eryn Santamoor,Beth Finn,Latrice Y Bryant,Sandra Dungee Glenn,Joseph A Diorio,Billy Thompson,Fareed Abdullah,Ethelind Baylor,Hena Veit,Asa Khalif,Wayne Allen,Devon Cade,Bobbie Curry,Vinny Black,Wayne Edmund Dorsey,Mark Ross,Sherrie Cohen,All
Omar Sabir,14,96,45,15,4,10,3,0,6,3,0,1,1,95,140,95,58,69,64,16,22,51,54,48,15,13,16,3,9,7,7,8,11,4,8,10,5,5,6,3,2,1,0,All
Lisa Deeley,,18,22,10,10,4,3,1,2,5,1,1,1,87,102,79,39,30,53,21,28,50,42,26,19,15,17,13,10,14,9,3,6,2,4,3,1,5,3,4,2,1,0,All
Marwan Kreidie,,,10,10,2,2,0,4,2,1,0,0,0,92,63,62,9,55,8,17,10,5,6,38,6,8,5,7,4,3,1,2,1,3,1,1,5,0,1,3,1,1,0,All
Kahlil Williams,,,,6,2,3,0,6,1,0,2,2,3,22,34,20,21,9,16,10,19,6,13,6,11,8,11,7,5,3,1,4,5,1,1,8,5,2,4,3,2,1,0,All
Annette Thompson,,,,,2,3,6,0,0,1,0,1,2,14,11,14,6,3,6,7,6,9,3,0,3,7,5,12,9,7,4,10,2,0,5,2,2,3,2,0,1,0,0,All
Dennis Lee,,,,,,0,2,0,2,0,1,1,0,13,8,16,9,3,7,13,9,6,3,1,4,7,6,1,2,2,9,7,3,1,5,1,2,4,1,1,2,1,0,All
Carla Cain,,,,,,,1,0,1,0,1,0,0,10,4,6,4,2,1,6,6,3,0,0,4,3,0,2,3,5,2,3,1,0,0,0,3,0,3,1,2,0,0,All
Jen Devor,,,,,,,,0,0,0,1,2,0,7,11,5,1,1,2,5,13,2,2,0,9,1,2,4,2,3,1,0,0,2,0,0,0,1,0,0,0,1,0,All
