col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 6th District - Democrat,City Commissioners - Democrat,,,,,,,,,,,,,All
,Bobby Henon,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Luigi Borda,Jen Devor,Dennis Lee,Carla Cain,Robin Trent,Moira Bohannon,Warren Bloom,Lewis Harris Jr,All
Bobby Henon,825,"3,653","2,146",845,915,667,556,387,440,369,251,246,225,154,All
Lisa Deeley,,459,"1,285",263,277,329,256,116,137,145,75,84,60,26,All
Omar Sabir,,,177,195,214,83,46,20,60,27,11,13,15,22,All
Kahlil Williams,,,,57,50,89,32,201,32,38,28,27,23,26,All
Marwan Kreidie,,,,,70,35,139,25,39,21,24,20,12,5,All
Annette Thompson,,,,,,22,28,20,34,60,37,23,24,13,All
Luigi Borda,,,,,,,51,29,47,27,16,27,16,12,All
Jen Devor,,,,,,,,10,16,38,14,27,12,19,All
Dennis Lee,,,,,,,,,29,24,36,15,29,28,All
Carla Cain,,,,,,,,,,13,15,22,13,6,All
Robin Trent,,,,,,,,,,,8,15,26,6,All
Moira Bohannon,,,,,,,,,,,,6,11,10,All
Warren Bloom,,,,,,,,,,,,,6,10,All
Lewis Harris Jr,,,,,,,,,,,,,,4,All
Total,"7,325","4,665","2,605","1,158","1,149",830,779,574,562,468,330,318,284,196,All
