col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 1st District - Democrat,,Register Of Wills - Democrat,,,All
,Mark F Squilla,Lou Lanni,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Mark F Squilla,12,0,40,39,9,All
Lou Lanni,,2,19,7,2,All
Tracey Gordon,,,4,0,0,All
Ronald R Donatucci,,,,3,0,All
Jacque P Whaumbush,,,,,1,All
Total,100,30,63,49,12,All
,District Council 1st District - Democrat,,Register Of Wills - Democrat,,,5
,Mark F Squilla,Lou Lanni,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,5
Mark F Squilla,12,0,40,39,9,5
Lou Lanni,,2,19,7,2,5
Tracey Gordon,,,4,0,0,5
Ronald R Donatucci,,,,3,0,5
Jacque P Whaumbush,,,,,1,5
Total,100,30,63,49,12,5
