col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Quiñones Sánchez,Angel L Cruz,Jennifer Schultz,Joshua Roberts,Craig Levin,Jon Marshall,Wendi Barish,James C Crumlish,Nicola Serianni,Carmella Jacquinto,Tiffany Palmer,Sherman Toppin,Anthony Kyriakakis,Terri M Booker,Beth Grossman,Kendra Mccrae,Leon Goodman,Laurie Dow,Cateria R Mccabe,Kay Yu,Chris Hall,Janine D Momasso,Vicki Markovitz,James F Berardinelli,Robert Trimble,Henry Mcgregor Sias,Gregory Weyer,All
Maria Quiñones Sánchez,223,0,139,123,69,75,84,62,75,77,54,50,35,33,38,40,41,27,28,26,26,23,20,14,17,15,10,All
Angel L Cruz,,162,127,118,79,71,30,38,26,18,19,18,35,30,26,16,19,18,15,17,11,10,17,12,11,9,4,All
Jennifer Schultz,,,6,83,88,92,30,23,40,20,29,15,20,19,30,25,14,19,10,18,14,13,15,7,10,6,2,All
Joshua Roberts,,,,6,74,87,60,70,54,52,17,44,30,15,20,12,15,9,15,7,6,3,9,7,11,9,3,All
Craig Levin,,,,,1,80,15,19,16,11,7,7,14,11,13,9,6,7,5,11,6,7,3,6,8,6,3,All
Jon Marshall,,,,,,2,14,13,16,15,17,11,10,17,21,12,19,10,5,6,9,10,4,2,9,2,1,All
Wendi Barish,,,,,,,1,43,54,44,20,38,17,20,22,22,12,19,11,8,9,12,11,11,9,1,2,All
James C Crumlish,,,,,,,,3,48,42,13,35,27,8,9,12,8,6,4,4,10,6,5,6,8,4,4,All
Nicola Serianni,,,,,,,,,0,41,21,34,9,6,17,17,12,13,12,9,9,8,16,7,2,9,1,All
Carmella Jacquinto,,,,,,,,,,2,18,41,10,12,12,16,17,10,14,15,8,10,13,3,8,6,3,All
Tiffany Palmer,,,,,,,,,,,0,9,12,22,17,20,23,11,17,9,10,8,10,8,6,5,5,All
Sherman Toppin,,,,,,,,,,,,1,13,9,6,11,12,5,4,3,2,4,5,2,2,7,3,All
Anthony Kyriakakis,,,,,,,,,,,,,0,9,12,5,12,5,9,11,12,7,4,6,5,9,2,All
Terri M Booker,,,,,,,,,,,,,,2,14,15,22,4,7,9,12,8,5,6,5,4,2,All
Beth Grossman,,,,,,,,,,,,,,,0,16,15,15,10,14,7,8,10,3,1,9,2,All
Kendra Mccrae,,,,,,,,,,,,,,,,0,13,14,12,10,8,7,7,6,7,1,5,All
