col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Kay Yu,Henry Mcgregor Sias,Wendi Barish,Nicola Serianni,Cateria R Mccabe,James C Crumlish,Chris Hall,Carmella Jacquinto,Beth Grossman,Joshua Roberts,Janine D Momasso,Vicki Markovitz,Kendra Mccrae,Craig Levin,Laurie Dow,Leon Goodman,James F Berardinelli,Terri M Booker,Sherman Toppin,Jon Marshall,Robert Trimble,Gregory Weyer,Kahlil Williams,Lisa Deeley,Jen Devor,Marwan Kreidie,Omar Sabir,Annette Thompson,Luigi Borda,Carla Cain,Moira Bohannon,Robin Trent,Dennis Lee,Warren Bloom,Lewis Harris Jr,All
Tiffany Palmer,5,878,652,699,613,499,471,436,379,386,161,167,74,207,150,158,46,107,112,84,61,17,15,12,23,783,442,570,218,96,88,131,85,85,39,24,15,13,All
Anthony Kyriakakis,,8,303,535,545,271,211,228,370,370,175,109,149,33,98,81,58,47,94,86,32,83,15,8,13,647,429,395,153,105,41,57,42,67,33,19,14,9,All
Jennifer Schultz,,,9,370,280,408,455,400,135,122,131,210,111,207,138,122,106,110,55,37,47,16,69,25,19,359,311,357,216,126,125,119,73,70,37,32,11,8,All
Kay Yu,,,,2,490,189,209,251,139,155,102,92,22,61,77,91,28,49,49,42,26,9,11,8,22,496,254,400,114,40,42,87,49,45,22,10,10,5,All
Henry Mcgregor Sias,,,,,4,163,174,279,83,87,125,46,115,41,68,35,17,24,64,28,16,78,11,8,21,451,320,321,74,105,15,72,28,23,7,6,11,6,All
Wendi Barish,,,,,,2,363,239,111,85,116,166,60,188,143,94,49,100,67,41,48,16,25,12,7,297,241,203,127,78,99,63,60,63,28,18,12,6,All
Nicola Serianni,,,,,,,2,297,71,60,116,136,88,209,94,95,63,71,37,34,39,23,30,14,8,273,216,203,120,80,96,102,58,55,27,22,9,5,All
Cateria R Mccabe,,,,,,,,0,52,40,120,66,96,177,41,77,22,39,34,22,30,86,6,6,4,241,178,252,82,117,54,80,47,40,11,10,6,6,All
James C Crumlish,,,,,,,,,5,306,54,72,58,10,28,52,44,41,44,35,18,12,15,10,2,228,112,182,118,42,25,42,22,42,21,18,4,7,All
Chris Hall,,,,,,,,,,0,40,50,25,8,22,48,20,31,34,43,16,9,6,12,1,234,99,190,92,28,26,30,18,33,12,16,2,9,All
Carmella Jacquinto,,,,,,,,,,,5,99,122,51,60,74,30,73,29,15,35,81,18,10,10,110,189,60,59,114,64,25,43,32,17,11,9,9,All
Beth Grossman,,,,,,,,,,,,4,43,49,105,86,51,89,45,33,44,11,23,11,6,114,140,82,68,43,89,31,50,35,23,28,10,10,All
Joshua Roberts,,,,,,,,,,,,,13,14,38,23,76,17,33,23,20,89,64,17,2,63,184,24,68,164,25,18,20,13,8,14,7,7,All
Janine D Momasso,,,,,,,,,,,,,,1,37,37,17,26,20,15,26,18,6,6,12,99,82,85,43,44,45,29,27,20,15,11,4,3,All
Vicki Markovitz,,,,,,,,,,,,,,,0,55,22,50,60,21,21,9,5,9,1,88,116,67,46,33,55,26,37,30,12,10,7,5,All
Kendra Mccrae,,,,,,,,,,,,,,,,1,21,48,40,8,37,12,11,10,2,93,73,67,61,44,61,21,42,29,18,8,2,4,All
Craig Levin,,,,,,,,,,,,,,,,,14,15,37,26,19,14,56,15,3,55,70,23,65,62,27,18,10,11,12,16,9,7,All
Laurie Dow,,,,,,,,,,,,,,,,,,1,31,8,29,10,9,10,4,43,67,59,44,33,50,17,25,23,14,16,3,5,All
Leon Goodman,,,,,,,,,,,,,,,,,,,0,20,27,18,21,14,9,92,64,41,31,35,26,25,20,7,9,20,7,12,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,2,9,5,5,9,5,62,41,37,19,19,21,11,10,8,6,12,6,7,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,1,16,14,8,5,43,43,19,23,36,33,9,18,11,8,11,5,9,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,1,7,6,3,17,78,10,9,90,11,6,10,4,7,13,1,3,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,3,13,9,22,37,6,41,37,16,7,9,4,2,9,4,8,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,4,15,13,5,11,13,9,11,6,1,1,7,4,4,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,15,7,13,10,6,4,8,2,1,1,1,4,1,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,9,291,389,70,30,29,24,16,14,16,9,2,5,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,29,51,47,123,69,18,37,22,10,8,8,4,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,52,13,14,75,20,21,6,4,2,4,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,50,19,22,17,26,12,13,7,2,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,23,11,11,9,3,8,3,4,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,16,16,8,4,1,4,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,6,3,3,1,1,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,3,2,3,1,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,1,0,All
