col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 1st District - Republican,Council At Large - Republican,,,,,,,All
,Daniel Orsino,Matt Wolfe,Bill Heeney,Dan Tinney,Al Taubenberger,David Oh,Drew Murray,Irina M Goldstein,All
Daniel Orsino,25,"1,482","1,319","1,284","1,273",688,458,353,All
Matt Wolfe,,51,"1,191","1,142","1,137",608,384,259,All
Bill Heeney,,,43,"1,224","1,203",501,406,331,All
Dan Tinney,,,,38,"1,247",475,390,342,All
Al Taubenberger,,,,,32,477,366,364,All
David Oh,,,,,,39,346,218,All
Drew Murray,,,,,,,8,268,All
Irina M Goldstein,,,,,,,,9,All
Total,"2,001","1,729","1,647","1,619","1,590",883,636,523,All
