col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Eryn Santamoor,Justin Diberardinis,Allan Domb,Erika Almirón,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Fernando Treviño,Ethelind Baylor,Sandra Dungee Glenn,Ogbonna Paul Hagins,Willie Floyd Singletary,Asa Khalif,Hena Veit,Fareed Abdullah,Latrice Y Bryant,Billy Thompson,Joseph A Diorio,Edwin Santana,Mark Ross,Wayne Allen,Vinny Black,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Helen Gym,47,"1,506","1,301",954,"1,133",767,688,606,544,315,308,257,220,177,111,85,89,81,60,47,42,25,39,22,26,21,23,24,3,0,"1,452",691,207,76,All
Eryn Santamoor,,41,921,889,595,666,547,392,284,144,211,208,66,116,28,27,41,55,39,42,24,30,27,13,16,14,10,12,1,0,906,543,166,63,All
Justin Diberardinis,,,6,575,636,498,222,514,279,107,135,86,169,73,21,11,29,12,25,11,15,28,20,13,6,7,3,7,9,0,887,339,117,47,All
Allan Domb,,,,34,234,544,335,226,135,70,124,85,27,81,14,24,30,35,34,15,35,37,32,36,20,20,17,13,8,0,531,306,176,78,All
Erika Almirón,,,,,3,207,253,334,247,154,136,161,169,73,32,7,40,24,18,27,10,9,11,10,7,6,8,6,4,0,780,342,55,18,All
Derek S Green,,,,,,5,314,316,123,86,61,45,30,43,12,13,26,12,22,10,14,9,16,13,7,7,7,5,2,0,495,196,108,39,All
Katherine Gilmore Richardson,,,,,,,1,131,85,66,103,116,24,75,19,16,20,28,28,27,13,4,10,6,12,8,8,10,4,0,323,260,88,30,All
Isaiah Thomas,,,,,,,,3,99,46,41,31,142,37,15,18,29,13,31,17,13,5,14,10,10,5,6,8,1,0,483,128,86,19,All
Adrián Rivera-reyes,,,,,,,,,6,223,94,88,38,53,90,66,38,20,23,24,9,15,17,3,6,10,5,2,5,0,397,192,57,22,All
Deja Lynn Alvarez,,,,,,,,,,9,72,60,24,30,77,64,26,17,17,24,11,7,17,10,9,4,2,4,3,0,240,139,36,15,All
Beth Finn,,,,,,,,,,,3,32,24,71,15,9,15,27,13,16,14,18,12,15,10,6,15,4,2,0,194,121,55,26,All
Fernando Treviño,,,,,,,,,,,,2,11,18,6,8,11,14,16,6,8,10,12,3,3,2,2,1,1,0,113,174,19,10,All
Ethelind Baylor,,,,,,,,,,,,,1,11,11,2,6,8,8,5,3,0,6,6,4,3,0,2,2,0,154,56,24,7,All
Sandra Dungee Glenn,,,,,,,,,,,,,,0,8,4,14,22,15,15,8,7,8,1,5,5,11,4,4,0,126,74,39,7,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,2,51,9,9,3,3,6,2,4,2,3,7,0,2,0,0,91,42,11,4,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,1,5,5,7,8,14,8,2,6,8,2,4,4,1,0,64,37,23,13,All
Asa Khalif,,,,,,,,,,,,,,,,,5,10,20,7,5,3,4,3,5,2,4,6,1,0,56,52,17,4,All
Hena Veit,,,,,,,,,,,,,,,,,,0,3,13,7,5,2,8,2,6,7,3,3,0,56,38,12,10,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,0,12,6,4,2,3,8,5,3,5,1,0,43,37,24,5,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,0,5,4,5,3,5,5,4,3,1,0,37,35,16,4,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,0,16,4,8,5,7,10,2,4,0,32,20,19,12,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,2,7,5,11,3,9,1,4,0,22,10,19,21,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,1,3,5,4,4,3,3,0,35,15,8,13,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,3,3,7,8,2,4,0,21,15,10,12,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,1,1,0,20,13,11,14,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,12,12,7,9,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,14,18,7,7,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,9,3,3,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,2,5,5,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,844","2,026","1,608","1,420","1,296","1,040",842,822,747,476,435,345,265,263,159,146,144,122,117,96,87,83,81,65,60,47,46,35,20,0,"1,858",926,366,147,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Helen Gym,Eryn Santamoor,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Erika Almirón,Justin Diberardinis,Adrián Rivera-reyes,Isaiah Thomas,Deja Lynn Alvarez,Sandra Dungee Glenn,Beth Finn,Fernando Treviño,Ethelind Baylor,Ogbonna Paul Hagins,Billy Thompson,Latrice Y Bryant,Willie Floyd Singletary,Edwin Santana,Hena Veit,Asa Khalif,Fareed Abdullah,Joseph A Diorio,Wayne Edmund Dorsey,Bobbie Curry,Devon Cade,Vinny Black,Mark Ross,Wayne Allen,Sherrie Cohen,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,1
Helen Gym,4,122,83,80,73,76,69,34,30,18,14,15,13,16,8,3,2,5,3,3,3,1,1,0,2,1,0,0,1,0,95,47,9,9,1
Eryn Santamoor,,1,73,76,65,40,41,19,17,11,14,11,11,4,3,3,2,3,2,1,2,2,2,0,1,1,1,0,0,0,67,36,7,9,1
Allan Domb,,,2,45,42,21,23,6,10,4,7,5,5,1,0,2,0,0,2,2,1,2,1,0,2,1,1,0,0,0,40,15,8,4,1
Katherine Gilmore Richardson,,,,0,56,24,15,6,7,7,6,7,12,2,2,1,2,0,0,0,2,1,0,1,0,1,0,0,0,0,37,23,4,4,1
Derek S Green,,,,,2,20,28,7,13,6,1,3,3,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,38,15,5,5,1
Erika Almirón,,,,,,2,34,13,16,4,4,9,12,12,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,46,24,1,3,1
Justin Diberardinis,,,,,,,0,14,23,7,7,4,2,12,2,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,38,19,6,3,1
Adrián Rivera-reyes,,,,,,,,0,5,11,4,5,2,2,7,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,27,5,3,2,1
Isaiah Thomas,,,,,,,,,1,5,2,1,0,12,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,19,11,2,1,1
Deja Lynn Alvarez,,,,,,,,,,0,5,4,3,2,4,1,2,2,0,0,1,0,0,1,0,0,1,1,0,0,15,6,4,1,1
Sandra Dungee Glenn,,,,,,,,,,,0,6,2,0,1,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,12,7,0,0,1
Beth Finn,,,,,,,,,,,,0,2,2,1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,12,5,1,1,1
Fernando Treviño,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,5,13,0,0,1
Ethelind Baylor,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,4,1,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0,8,4,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,3,0,0,2,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,1,0,0,0,0,5,0,0,1,1
Edwin Santana,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,0,0,3,1,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,1
Asa Khalif,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,2,1,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,1,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,2,0,1,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1
