col_1,col_2,col_3,col_4,col_5,division
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,All
,Darrell L Clarke,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,All
Darrell L Clarke,314,"1,281",850,234,All
Ronald R Donatucci,,304,0,0,All
Tracey Gordon,,,167,0,All
Jacque P Whaumbush,,,,89,All
Total,"2,679","1,585","1,017",323,All
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,8
,Darrell L Clarke,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,8
Darrell L Clarke,21,74,46,18,8
Ronald R Donatucci,,12,0,0,8
Tracey Gordon,,,12,0,8
Jacque P Whaumbush,,,,8,8
Total,159,86,58,26,8
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,10
,Darrell L Clarke,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,10
Darrell L Clarke,18,114,44,15,10
Ronald R Donatucci,,32,0,0,10
Tracey Gordon,,,8,0,10
Jacque P Whaumbush,,,,2,10
Total,191,146,52,17,10
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,11
,Darrell L Clarke,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,11
Darrell L Clarke,24,45,34,10,11
Ronald R Donatucci,,17,0,0,11
Tracey Gordon,,,1,0,11
Jacque P Whaumbush,,,,4,11
Total,113,62,35,14,11
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,15
,Darrell L Clarke,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,15
Darrell L Clarke,18,85,46,14,15
Tracey Gordon,,12,0,0,15
Ronald R Donatucci,,,13,0,15
Jacque P Whaumbush,,,,3,15
Total,163,97,59,17,15
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,16
,Darrell L Clarke,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,16
Darrell L Clarke,28,127,43,10,16
Ronald R Donatucci,,46,0,0,16
Tracey Gordon,,,10,0,16
Jacque P Whaumbush,,,,5,16
Total,208,173,53,15,16
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,17
,Darrell L Clarke,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,17
Darrell L Clarke,8,37,26,11,17
Ronald R Donatucci,,10,0,0,17
Tracey Gordon,,,6,0,17
Jacque P Whaumbush,,,,1,17
Total,82,47,32,12,17
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,18
,Darrell L Clarke,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,18
Darrell L Clarke,19,125,60,14,18
Ronald R Donatucci,,27,0,0,18
Tracey Gordon,,,13,0,18
Jacque P Whaumbush,,,,9,18
Total,218,152,73,23,18
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,19
,Darrell L Clarke,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,19
Darrell L Clarke,22,100,42,13,19
Ronald R Donatucci,,32,0,0,19
Tracey Gordon,,,7,0,19
Jacque P Whaumbush,,,,4,19
Total,177,132,49,17,19
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,22
,Darrell L Clarke,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,22
Darrell L Clarke,7,38,34,9,22
Tracey Gordon,,5,0,0,22
Ronald R Donatucci,,,3,0,22
Jacque P Whaumbush,,,,2,22
Total,88,43,37,11,22
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,23
,Darrell L Clarke,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,23
Darrell L Clarke,28,88,71,21,23
Ronald R Donatucci,,21,0,0,23
Tracey Gordon,,,9,0,23
Jacque P Whaumbush,,,,8,23
Total,208,109,80,29,23
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,24
,Darrell L Clarke,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,24
Darrell L Clarke,30,123,117,28,24
Tracey Gordon,,19,0,0,24
Ronald R Donatucci,,,13,0,24
Jacque P Whaumbush,,,,6,24
Total,298,142,130,34,24
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,25
,Darrell L Clarke,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,25
Darrell L Clarke,22,43,53,15,25
Tracey Gordon,,20,0,0,25
Ronald R Donatucci,,,9,0,25
Jacque P Whaumbush,,,,4,25
Total,133,63,62,19,25
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,26
,Darrell L Clarke,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,26
Darrell L Clarke,21,120,94,23,26
Ronald R Donatucci,,11,0,0,26
Tracey Gordon,,,18,0,26
Jacque P Whaumbush,,,,4,26
Total,258,131,112,27,26
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,29
,Darrell L Clarke,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,29
Darrell L Clarke,33,146,44,20,29
Ronald R Donatucci,,48,0,0,29
Tracey Gordon,,,17,0,29
Jacque P Whaumbush,,,,18,29
Total,243,194,61,38,29
,District Council 5th District - Democrat,Register Of Wills - Democrat,,,30
,Darrell L Clarke,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,30
Darrell L Clarke,15,57,55,13,30
Tracey Gordon,,10,0,0,30
Ronald R Donatucci,,,10,0,30
Jacque P Whaumbush,,,,11,30
Total,140,67,65,24,30
