col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Erika Almirón,Justin Diberardinis,Sandra Dungee Glenn,Ogbonna Paul Hagins,Eryn Santamoor,Fareed Abdullah,Asa Khalif,Ethelind Baylor,Billy Thompson,Latrice Y Bryant,Fernando Treviño,Beth Finn,Joseph A Diorio,Edwin Santana,Hena Veit,Wayne Allen,Bobbie Curry,Wayne Edmund Dorsey,Vinny Black,Mark Ross,Devon Cade,Sherrie Cohen,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Helen Gym,21,435,412,369,340,193,142,112,157,145,92,118,100,58,61,80,51,36,41,41,14,16,33,15,15,14,15,13,11,1,395,447,141,All
Isaiah Thomas,,10,337,360,317,47,35,57,82,90,52,19,39,62,47,55,29,31,21,18,14,14,8,16,7,13,7,16,14,0,191,313,63,All
Allan Domb,,,47,319,291,55,27,43,22,38,54,19,61,44,33,17,32,17,15,19,14,15,9,12,11,13,9,10,12,0,142,310,58,All
Derek S Green,,,,10,284,30,20,36,39,56,39,14,44,35,36,23,14,19,11,9,7,15,7,12,9,8,6,7,6,0,128,271,54,All
Katherine Gilmore Richardson,,,,,8,23,28,23,43,30,63,8,40,31,22,11,29,27,13,17,4,11,13,6,8,4,8,9,10,0,110,257,46,All
Adrián Rivera-reyes,,,,,,13,132,110,48,36,18,108,46,21,19,19,14,14,34,24,15,10,17,9,9,4,6,2,9,0,233,57,63,All
Deja Lynn Alvarez,,,,,,,15,102,41,19,22,85,25,15,18,15,14,25,30,13,11,4,10,2,9,9,6,6,5,1,161,54,62,All
Willie Floyd Singletary,,,,,,,,15,2,6,13,78,18,18,17,9,19,14,19,7,17,10,9,10,5,8,5,8,3,0,155,63,61,All
Erika Almirón,,,,,,,,,1,88,51,5,41,15,21,55,15,13,17,14,2,4,14,8,3,2,3,3,2,0,109,26,45,All
Justin Diberardinis,,,,,,,,,,0,37,3,49,11,8,57,2,7,14,8,17,15,5,4,3,2,3,4,3,0,85,47,36,All
Sandra Dungee Glenn,,,,,,,,,,,3,9,28,15,23,11,21,19,19,11,19,24,9,4,7,6,8,2,0,0,80,31,56,All
