col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Superior Court - Democrat,,,All
,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Fareed Abdullah,Sandra Dungee Glenn,Eryn Santamoor,Ogbonna Paul Hagins,Latrice Y Bryant,Justin Diberardinis,Erika Almirón,Asa Khalif,Billy Thompson,Ethelind Baylor,Fernando Treviño,Beth Finn,Joseph A Diorio,Wayne Allen,Edwin Santana,Mark Ross,Bobbie Curry,Hena Veit,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,All
Isaiah Thomas,103,"1,551","1,702",892,"1,181",152,136,108,255,230,175,76,121,162,118,144,103,96,54,47,51,71,48,50,22,24,25,36,28,0,"1,315","1,047",340,All
Allan Domb,,61,"1,579",784,"1,189",124,103,83,176,189,213,41,68,119,62,77,63,42,39,38,51,44,29,39,37,21,20,29,20,0,"1,131",876,274,All
Derek S Green,,,34,780,"1,221",107,88,60,181,168,181,44,86,147,63,119,54,82,30,23,35,51,32,29,24,17,23,21,18,0,"1,082",878,265,All
Helen Gym,,,,42,578,318,241,244,145,183,138,192,91,112,127,85,110,89,27,67,30,41,27,32,27,34,16,19,14,0,"1,145",912,404,All
Katherine Gilmore Richardson,,,,,6,69,50,46,106,140,99,28,72,59,78,51,66,31,25,36,19,28,15,20,14,14,13,15,8,0,807,655,214,All
Adrián Rivera-reyes,,,,,,11,225,237,42,28,41,178,36,12,38,28,38,11,42,28,16,14,17,17,13,17,9,5,6,0,407,294,283,All
Willie Floyd Singletary,,,,,,,5,213,38,19,33,162,31,9,19,14,40,10,23,14,18,10,10,13,16,12,13,8,4,0,363,235,202,All
Deja Lynn Alvarez,,,,,,,,10,38,10,41,170,35,12,24,24,26,8,25,14,17,10,12,11,19,18,8,3,6,0,327,233,225,All
Fareed Abdullah,,,,,,,,,14,43,31,27,41,21,23,79,27,17,13,12,13,26,19,18,12,7,11,18,10,0,287,248,96,All
Sandra Dungee Glenn,,,,,,,,,,5,26,18,41,40,71,38,47,12,39,25,32,12,36,9,13,11,5,7,5,0,253,284,77,All
Eryn Santamoor,,,,,,,,,,,2,12,40,78,26,17,29,7,20,20,16,9,8,11,18,29,9,9,7,0,212,167,94,All
Ogbonna Paul Hagins,,,,,,,,,,,,7,14,8,10,20,12,8,12,8,9,7,13,4,4,2,4,2,3,0,220,139,151,All
Latrice Y Bryant,,,,,,,,,,,,,5,9,36,21,19,10,11,24,11,21,13,13,22,17,16,11,6,0,169,154,79,All
Justin Diberardinis,,,,,,,,,,,,,,0,14,13,5,28,26,6,23,3,24,2,7,5,2,3,1,0,142,124,45,All
Erika Almirón,,,,,,,,,,,,,,,3,28,45,23,10,29,6,12,6,7,9,14,4,4,2,0,167,152,62,All
