col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Mayor - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Lisa Deeley,Luigi Borda,Omar Sabir,Kahlil Williams,Jen Devor,Marwan Kreidie,Annette Thompson,Carla Cain,Dennis Lee,Moira Bohannon,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Jim Kenney,215,0,0,383,322,240,232,220,121,77,54,33,39,27,12,9,All
Anthony Hardy Williams,,140,0,155,140,82,47,23,26,32,23,16,11,9,11,14,All
Alan Butkovitz,,,141,151,172,54,29,32,38,22,23,14,11,14,9,5,All
Lisa Deeley,,,,13,150,221,27,25,31,36,21,12,8,8,6,3,All
Luigi Borda,,,,,44,31,55,58,28,31,20,14,10,9,11,9,All
Omar Sabir,,,,,,5,23,2,28,5,3,10,7,3,1,4,All
Kahlil Williams,,,,,,,2,118,23,11,5,5,7,9,3,2,All
Jen Devor,,,,,,,,1,6,9,17,4,5,4,0,2,All
Marwan Kreidie,,,,,,,,,1,3,6,5,2,4,2,1,All
Annette Thompson,,,,,,,,,,0,12,3,8,3,1,2,All
Carla Cain,,,,,,,,,,,0,0,6,4,1,0,All
Dennis Lee,,,,,,,,,,,,1,1,4,0,3,All
Moira Bohannon,,,,,,,,,,,,,2,1,1,0,All
Robin Trent,,,,,,,,,,,,,,0,2,0,All
Warren Bloom,,,,,,,,,,,,,,,0,0,All
Lewis Harris Jr,,,,,,,,,,,,,,,,0,All
Total,"1,231",510,504,724,684,398,316,281,188,132,100,66,64,52,32,28,All
,Mayor - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,Lisa Deeley,Luigi Borda,Omar Sabir,Marwan Kreidie,Kahlil Williams,Annette Thompson,Jen Devor,Dennis Lee,Lewis Harris Jr,Warren Bloom,Carla Cain,Moira Bohannon,Robin Trent,1
Jim Kenney,11,0,0,10,6,9,3,3,2,1,1,0,0,0,1,0,1
Alan Butkovitz,,6,0,10,12,4,4,1,1,1,0,0,1,1,0,0,1
Anthony Hardy Williams,,,2,7,4,1,1,1,1,2,2,2,1,0,0,0,1
Lisa Deeley,,,,0,2,8,0,1,1,2,2,0,1,0,0,0,1
Luigi Borda,,,,,2,1,1,2,3,1,0,0,1,1,1,0,1
Omar Sabir,,,,,,0,3,1,0,0,0,0,0,0,0,0,1
Marwan Kreidie,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Kahlil Williams,,,,,,,,0,0,0,0,0,0,0,0,0,1
Annette Thompson,,,,,,,,,0,0,0,0,0,0,0,0,1
Jen Devor,,,,,,,,,,0,0,1,0,0,0,0,1
Dennis Lee,,,,,,,,,,,0,1,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,,,,0,0,0,0,1
Carla Cain,,,,,,,,,,,,,,0,0,0,1
Moira Bohannon,,,,,,,,,,,,,,,0,0,1
Robin Trent,,,,,,,,,,,,,,,,0,1
Total,31,30,17,27,24,14,8,5,4,4,3,2,2,1,1,0,1
,Mayor - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,2
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,Luigi Borda,Lisa Deeley,Omar Sabir,Kahlil Williams,Annette Thompson,Jen Devor,Moira Bohannon,Marwan Kreidie,Carla Cain,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,2
Jim Kenney,13,0,0,21,22,9,4,2,4,2,3,1,0,1,1,0,2
Alan Butkovitz,,14,0,9,9,1,3,1,1,2,0,0,1,0,0,0,2
Anthony Hardy Williams,,,3,9,6,0,0,2,0,0,0,0,0,0,0,0,2
Luigi Borda,,,,2,14,2,1,3,2,1,0,1,0,1,1,0,2
Lisa Deeley,,,,,1,5,1,2,1,0,1,0,1,0,0,0,2
Omar Sabir,,,,,,0,1,0,0,0,1,0,0,0,0,0,2
Kahlil Williams,,,,,,,0,0,1,0,0,0,0,0,0,0,2
