col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Superior Court - Democrat,,,All
,Helen Gym,Erika Almirón,Isaiah Thomas,Justin Diberardinis,Derek S Green,Adrián Rivera-reyes,Ethelind Baylor,Allan Domb,Eryn Santamoor,Katherine Gilmore Richardson,Deja Lynn Alvarez,Sandra Dungee Glenn,Beth Finn,Willie Floyd Singletary,Fernando Treviño,Asa Khalif,Ogbonna Paul Hagins,Fareed Abdullah,Billy Thompson,Latrice Y Bryant,Edwin Santana,Hena Veit,Wayne Edmund Dorsey,Joseph A Diorio,Vinny Black,Wayne Allen,Devon Cade,Mark Ross,Bobbie Curry,Sherrie Cohen,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,All
Helen Gym,53,"2,189","1,745","1,858",988,809,879,654,554,582,517,244,264,131,201,171,163,107,97,87,63,74,43,46,42,27,34,24,22,1,"2,382","1,920",810,All
Erika Almirón,,10,"1,228","1,561",454,538,814,139,342,195,308,142,167,14,129,104,40,39,23,60,22,31,19,9,9,18,17,8,4,0,"1,425","1,220",499,All
Isaiah Thomas,,,12,"1,108",663,268,702,441,174,364,122,175,74,67,41,103,43,91,60,41,68,24,26,24,25,25,39,17,11,0,"1,369","1,167",364,All
Justin Diberardinis,,,,6,490,379,685,245,385,126,195,88,114,13,81,41,28,14,7,15,19,8,16,16,10,5,7,7,5,0,"1,289",924,364,All
Derek S Green,,,,,7,118,84,455,208,357,119,88,35,27,42,69,22,50,41,19,25,6,21,11,14,16,7,11,6,1,938,580,194,All
Adrián Rivera-reyes,,,,,,6,134,93,174,94,335,67,103,107,72,85,127,39,33,46,28,31,18,23,17,15,11,9,5,0,649,586,379,All
Ethelind Baylor,,,,,,,1,51,39,41,73,26,40,4,11,11,7,10,6,19,12,6,5,4,4,5,2,2,1,0,436,624,216,All
Allan Domb,,,,,,,,38,204,271,55,82,46,48,51,44,16,62,48,23,37,19,29,26,28,18,23,12,10,1,713,458,175,All
Eryn Santamoor,,,,,,,,,3,141,96,87,61,27,88,14,20,27,19,22,20,21,7,12,9,6,9,4,8,0,543,303,181,All
Katherine Gilmore Richardson,,,,,,,,,,2,58,98,66,25,66,38,19,36,34,38,14,27,12,10,11,10,10,7,5,0,534,475,168,All
Deja Lynn Alvarez,,,,,,,,,,,5,39,79,106,49,78,114,27,24,43,18,29,8,12,11,9,3,4,8,0,430,387,280,All
Sandra Dungee Glenn,,,,,,,,,,,,6,39,11,16,36,14,23,16,21,52,21,17,15,14,7,6,6,0,0,264,246,106,All
Beth Finn,,,,,,,,,,,,,2,9,35,26,10,13,10,24,10,30,7,8,8,13,4,4,3,0,190,187,152,All
Willie Floyd Singletary,,,,,,,,,,,,,,7,9,14,73,25,32,15,5,5,12,14,15,13,6,4,6,0,205,132,104,All
Fernando Treviño,,,,,,,,,,,,,,,1,19,14,15,15,13,16,10,4,13,1,9,5,3,4,0,191,127,88,All
Asa Khalif,,,,,,,,,,,,,,,,0,10,52,11,25,11,18,7,10,15,11,5,5,6,0,153,173,104,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,2,11,14,4,5,10,6,5,5,4,2,3,6,0,152,119,100,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,2,14,24,15,9,7,6,12,8,8,3,4,0,146,125,64,All
Billy Thompson,,,,,,,,,,,,,,,,,,,5,11,7,12,10,17,10,6,6,7,7,1,119,84,55,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,0,10,21,10,10,7,4,4,7,5,0,91,109,73,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,0,5,3,9,2,4,4,3,3,0,106,86,29,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,0,3,7,7,0,1,2,0,0,69,65,58,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,5,5,4,2,3,5,1,0,65,52,21,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,0,12,3,6,9,5,0,68,47,33,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,11,5,6,8,0,54,46,30,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,2,2,0,47,36,25,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,45,30,26,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,35,18,21,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,28,25,12,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,All
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,"1,200",392,All
Amanda Green-hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,554,All
Beth Tarasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,All
Total,"3,810","2,432","2,118","2,063","1,201","1,099",960,958,750,734,732,422,344,298,276,273,243,213,176,167,145,119,100,97,83,70,67,46,39,1,"3,165","2,452","1,144",All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Superior Court - Democrat,,,1
,Helen Gym,Erika Almirón,Justin Diberardinis,Isaiah Thomas,Ethelind Baylor,Adrián Rivera-reyes,Derek S Green,Allan Domb,Deja Lynn Alvarez,Eryn Santamoor,Beth Finn,Fernando Treviño,Katherine Gilmore Richardson,Sandra Dungee Glenn,Asa Khalif,Hena Veit,Fareed Abdullah,Latrice Y Bryant,Edwin Santana,Ogbonna Paul Hagins,Vinny Black,Billy Thompson,Joseph A Diorio,Wayne Allen,Willie Floyd Singletary,Devon Cade,Mark Ross,Wayne Edmund Dorsey,Bobbie Curry,Sherrie Cohen,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,1
Helen Gym,1,212,188,162,78,62,64,36,29,32,34,27,27,12,10,8,5,5,3,6,2,3,3,2,4,1,2,1,2,0,203,128,52,1
Erika Almirón,,3,157,140,71,44,40,12,20,21,30,24,16,7,5,6,2,4,2,2,0,0,0,1,0,2,1,0,0,0,156,100,37,1
Justin Diberardinis,,,0,124,58,41,44,14,12,20,21,14,8,5,4,2,3,2,1,2,2,0,1,1,0,1,1,1,0,0,142,79,27,1
Isaiah Thomas,,,,0,69,23,42,19,10,8,9,10,13,3,3,2,3,1,1,0,3,2,0,1,0,1,2,2,0,0,124,76,26,1
Ethelind Baylor,,,,,0,10,6,4,2,2,2,2,2,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,46,53,13,1
Adrián Rivera-reyes,,,,,,0,10,7,19,12,11,8,5,3,6,3,3,5,3,4,0,0,0,1,4,1,0,0,0,0,49,40,23,1
Derek S Green,,,,,,,0,16,3,12,2,4,13,4,4,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,57,24,14,1
Allan Domb,,,,,,,,0,7,8,5,10,11,4,3,3,1,0,2,0,2,1,1,0,0,0,0,2,1,0,43,19,9,1
Deja Lynn Alvarez,,,,,,,,,0,5,6,4,2,4,5,2,3,3,4,4,1,3,0,1,4,1,0,0,1,0,29,26,13,1
Eryn Santamoor,,,,,,,,,,0,4,7,7,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,33,14,8,1
Beth Finn,,,,,,,,,,,0,10,3,5,1,2,1,4,0,0,1,0,1,0,0,1,0,1,0,0,29,17,16,1
Fernando Treviño,,,,,,,,,,,,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,31,7,7,1
Katherine Gilmore Richardson,,,,,,,,,,,,,0,0,1,2,0,0,0,1,0,2,0,2,0,1,0,0,0,0,23,18,9,1
Sandra Dungee Glenn,,,,,,,,,,,,,,0,2,2,2,1,0,0,4,0,1,1,0,1,1,2,0,0,12,9,6,1
Asa Khalif,,,,,,,,,,,,,,,0,0,2,1,1,0,0,0,0,2,0,0,0,0,1,0,9,7,4,1
Hena Veit,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,1
Fareed Abdullah,,,,,,,,,,,,,,,,,0,0,0,0,1,2,0,1,0,0,1,0,0,0,6,6,1,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7,4,1
Edwin Santana,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,5,4,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1,2,0,0,4,4,2,1
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,4,4,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,3,2,2,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,3,2,1,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,3,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,3,1,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,2,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,73,25,1
Amanda Green-hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,1
Beth Tarasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Total,286,226,196,171,81,76,69,48,42,40,39,35,31,17,13,10,8,8,6,6,6,5,4,4,4,3,3,3,2,0,230,148,62,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Superior Court - Democrat,,,2
,Helen Gym,Erika Almirón,Justin Diberardinis,Isaiah Thomas,Adrián Rivera-reyes,Derek S Green,Ethelind Baylor,Katherine Gilmore Richardson,Eryn Santamoor,Allan Domb,Deja Lynn Alvarez,Sandra Dungee Glenn,Wayne Edmund Dorsey,Beth Finn,Asa Khalif,Fareed Abdullah,Ogbonna Paul Hagins,Fernando Treviño,Willie Floyd Singletary,Hena Veit,Latrice Y Bryant,Billy Thompson,Bobbie Curry,Edwin Santana,Devon Cade,Joseph A Diorio,Mark Ross,Wayne Allen,Vinny Black,Sherrie Cohen,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,2
Helen Gym,4,135,113,103,53,57,57,38,35,29,25,20,14,13,10,11,8,8,3,5,5,2,2,1,2,2,2,0,1,0,117,115,46,2
Erika Almirón,,1,98,78,40,25,57,11,21,6,16,7,1,6,5,2,4,5,0,1,2,2,0,1,0,0,1,0,0,0,74,72,29,2
Justin Diberardinis,,,0,73,35,24,50,6,20,10,6,6,3,3,5,0,2,4,0,1,2,0,1,1,0,1,0,0,0,0,66,65,25,2
Isaiah Thomas,,,,1,22,42,46,19,6,23,7,3,6,2,7,3,3,0,2,1,1,0,2,1,2,1,1,1,1,0,68,72,24,2
Adrián Rivera-reyes,,,,,0,9,9,4,13,4,14,2,1,5,3,2,6,4,4,0,0,0,2,1,0,0,0,1,1,0,35,35,17,2
Derek S Green,,,,,,0,6,21,11,23,4,3,9,4,2,2,1,2,1,0,1,1,0,1,0,0,0,2,0,0,48,37,12,2
Ethelind Baylor,,,,,,,0,5,3,0,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,25,37,14,2
Katherine Gilmore Richardson,,,,,,,,0,6,15,4,10,5,4,1,2,0,0,1,3,2,1,1,1,0,0,1,0,0,0,30,34,10,2
Eryn Santamoor,,,,,,,,,0,7,4,6,2,3,1,2,1,5,1,1,3,0,0,2,0,0,0,0,0,0,26,16,9,2
Allan Domb,,,,,,,,,,0,1,6,4,1,3,3,1,0,4,0,0,0,0,1,1,1,0,0,0,0,28,27,8,2
Deja Lynn Alvarez,,,,,,,,,,,0,2,0,0,2,0,3,2,1,1,2,0,0,0,0,1,0,0,0,0,14,16,7,2
Sandra Dungee Glenn,,,,,,,,,,,,0,2,4,0,3,1,0,1,3,1,1,0,0,0,1,0,0,0,0,13,16,8,2
Wayne Edmund Dorsey,,,,,,,,,,,,,2,2,0,1,1,0,2,0,0,0,0,0,1,0,2,1,0,0,16,15,3,2
Beth Finn,,,,,,,,,,,,,,0,2,2,1,1,1,4,0,0,0,0,0,0,0,2,0,0,4,10,8,2
Asa Khalif,,,,,,,,,,,,,,,0,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,6,8,6,2
Fareed Abdullah,,,,,,,,,,,,,,,,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,8,7,2
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,5,6,2
Fernando Treviño,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,7,5,0,2
Hena Veit,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,2,4,4,2
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,2,3,3,2
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1,0,2
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,3,2,1,2
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,0,2
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,2,1,2
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,2
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,1,2
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,1,2
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,68,19,2
Amanda Green-hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,2
Beth Tarasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
Total,217,144,125,119,66,65,61,44,39,38,28,22,22,15,13,11,10,8,8,6,5,3,3,3,2,2,2,2,1,0,148,135,55,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Superior Court - Democrat,,,3
,Helen Gym,Isaiah Thomas,Erika Almirón,Justin Diberardinis,Ethelind Baylor,Derek S Green,Adrián Rivera-reyes,Allan Domb,Deja Lynn Alvarez,Eryn Santamoor,Asa Khalif,Willie Floyd Singletary,Katherine Gilmore Richardson,Sandra Dungee Glenn,Fareed Abdullah,Ogbonna Paul Hagins,Billy Thompson,Beth Finn,Fernando Treviño,Edwin Santana,Joseph A Diorio,Wayne Edmund Dorsey,Devon Cade,Latrice Y Bryant,Vinny Black,Wayne Allen,Hena Veit,Bobbie Curry,Mark Ross,Sherrie Cohen,Amanda Green-hawkins,Daniel D Mccaffery,Beth Tarasi,3
Helen Gym,1,110,117,93,77,37,34,21,21,18,14,8,14,9,7,10,6,7,5,4,1,2,2,1,1,1,1,1,0,0,120,94,47,3
Isaiah Thomas,,2,89,79,73,35,16,22,8,7,12,7,7,11,9,4,7,0,3,5,1,4,4,2,5,3,3,0,1,0,98,69,25,3
Erika Almirón,,,0,89,75,18,22,4,10,11,9,0,6,8,3,4,1,7,3,0,1,2,0,1,2,2,1,0,0,0,91,62,35,3
Justin Diberardinis,,,,1,62,17,11,6,5,14,3,1,5,6,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,67,48,23,3
Ethelind Baylor,,,,,0,8,4,3,5,3,0,1,1,0,2,0,1,4,0,1,1,0,0,0,2,1,0,0,0,0,65,35,20,3
Derek S Green,,,,,,3,7,17,1,7,10,8,7,4,6,2,6,1,3,2,2,2,1,3,2,2,0,0,0,0,31,36,12,3
Adrián Rivera-reyes,,,,,,,0,5,13,5,6,4,5,2,0,9,1,3,2,2,1,1,1,2,0,1,2,0,0,0,29,17,17,3
Allan Domb,,,,,,,,3,1,5,2,5,4,3,4,2,2,0,2,1,0,2,2,0,0,0,0,0,0,0,17,21,4,3
Deja Lynn Alvarez,,,,,,,,,0,3,8,3,2,2,0,7,1,3,3,0,1,2,0,0,0,1,1,0,0,0,23,12,14,3
Eryn Santamoor,,,,,,,,,,0,1,0,3,4,1,0,2,2,2,1,0,0,1,0,0,0,0,1,0,0,10,13,9,3
Asa Khalif,,,,,,,,,,,0,1,2,3,4,1,2,1,4,1,1,2,0,3,1,0,1,1,0,0,20,14,9,3
Willie Floyd Singletary,,,,,,,,,,,,1,1,0,2,4,2,1,0,1,2,1,0,1,1,1,0,0,0,0,7,13,5,3
Katherine Gilmore Richardson,,,,,,,,,,,,,1,0,1,0,0,3,1,0,0,0,0,1,0,2,1,0,0,0,9,12,6,3
Sandra Dungee Glenn,,,,,,,,,,,,,,0,4,2,0,1,0,2,0,1,1,0,1,0,0,0,1,0,11,13,4,3
Fareed Abdullah,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,11,6,7,3
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,10,5,5,3
Billy Thompson,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,1,1,0,0,0,7,8,4,3
Beth Finn,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,6,3,10,3
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,7,5,2,3
Edwin Santana,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,0,3,6,0,3
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,0,0,3,4,3,3
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,5,5,1,3
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,0,1,4,3,3
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,3,3,3,3
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,3,3,2,3
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,1,4,3
